Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
08:34:46:945,0.000,-0.004,0.002,-0.006,-13.591,-59.191,13.162
08:34:46:997,0.052,-0.011,0.004,-0.012,-13.582,-59.181,13.164
08:34:46:998,0.053,-0.011,0.009,-0.008,-13.573,-59.180,13.168
08:34:47:073,0.128,-0.010,0.002,-0.018,-13.513,-59.186,13.161
08:34:47:182,0.236,-0.012,-0.001,-0.012,-13.469,-59.190,13.084
08:34:47:263,0.318,-0.009,-0.007,-0.002,-13.449,-59.204,13.094
08:34:47:263,0.318,-0.004,-0.006,-0.005,-13.447,-59.220,13.096
08:34:47:264,0.319,-0.013,-0.006,-0.007,-13.444,-59.225,13.080
08:34:47:284,0.339,0.001,-0.018,-0.005,-13.444,-59.229,13.058
08:34:47:31,0.365,-0.004,0.001,-0.004,-13.444,-59.224,13.035
08:34:47:389,0.444,-0.004,-0.012,0.000,-13.438,-59.229,13.026
08:34:47:447,0.501,-0.007,-0.014,-0.014,-13.439,-59.225,13.048
08:34:47:448,0.502,-0.004,-0.025,-0.016,-13.460,-59.228,13.035
08:34:47:448,0.502,0.000,-0.022,-0.007,-13.485,-59.240,13.002
08:34:47:627,0.682,-0.007,0.014,-0.006,-13.730,-59.252,12.929
08:34:47:628,0.683,-0.002,-0.008,-0.002,-13.734,-59.251,12.916
08:34:47:68,0.735,-0.008,-0.002,-0.009,-13.729,-59.265,12.908
08:34:47:703,0.758,-0.002,-0.005,-0.014,-13.726,-59.270,12.893
08:34:47:729,0.784,-0.012,-0.001,-0.015,-13.727,-59.281,12.910
08:34:47:784,0.839,-0.009,-0.007,-0.002,-13.718,-59.315,12.905
08:34:47:785,0.840,0.002,-0.006,0.000,-13.717,-59.328,12.884
08:34:47:81,0.865,-0.010,0.003,-0.005,-13.713,-59.327,12.875
08:34:47:863,0.918,-0.001,-0.005,-0.003,-13.713,-59.327,12.875
08:34:47:864,0.919,-0.010,-0.005,-0.008,-13.713,-59.327,12.875
08:34:47:887,0.942,-0.009,0.010,-0.008,-13.713,-59.327,12.875
08:34:47:913,0.967,-0.008,0.011,-0.004,-13.714,-59.327,12.845
08:34:48:049,1.104,-0.002,-0.018,0.000,-13.708,-59.360,12.766
08:34:48:049,1.104,-0.001,-0.001,-0.003,-13.743,-59.336,12.717
08:34:48:07,1.125,-0.008,-0.006,-0.012,-13.760,-59.305,12.741
08:34:48:097,1.152,-0.011,0.007,-0.012,-13.761,-59.301,12.763
08:34:48:152,1.207,-0.006,-0.003,-0.004,-13.765,-59.307,12.751
08:34:48:153,1.208,-0.007,0.003,-0.009,-13.776,-59.307,12.740
08:34:48:234,1.289,-0.013,-0.006,-0.015,-13.774,-59.303,12.769
08:34:48:235,1.289,-0.003,-0.015,-0.012,-13.774,-59.303,12.769
08:34:48:235,1.290,-0.004,-0.019,-0.015,-13.767,-59.328,12.740
08:34:48:284,1.339,-0.001,-0.018,-0.006,-13.779,-59.338,12.702
08:34:48:336,1.391,-0.004,0.000,-0.005,-13.807,-59.343,12.691
08:34:48:336,1.391,-0.005,0.000,-0.003,-13.820,-59.345,12.697
08:34:48:467,1.522,-0.006,0.000,-0.007,-13.873,-59.301,12.599
08:34:48:52,1.575,-0.010,0.000,-0.008,-13.873,-59.296,12.576
08:34:48:52,1.575,-0.015,0.012,-0.019,-13.878,-59.264,12.565
08:34:48:544,1.599,-0.014,0.002,-0.010,-13.877,-59.258,12.571
08:34:48:569,1.623,-0.009,0.010,-0.010,-13.864,-59.268,12.560
08:34:48:595,1.650,-0.018,0.001,-0.016,-13.853,-59.284,12.566
08:34:48:651,1.706,-0.011,0.004,-0.017,-13.827,-59.278,12.600
08:34:48:651,1.706,-0.015,-0.003,-0.011,-13.801,-59.285,12.627
08:34:48:782,1.837,0.005,-0.020,-0.001,-13.673,-59.500,12.708
08:34:48:835,1.890,-0.001,-0.007,-0.001,-13.664,-59.555,12.698
08:34:48:835,1.890,-0.008,-0.002,0.001,-13.655,-59.604,12.717
08:34:48:886,1.941,-0.004,-0.002,0.002,-13.647,-59.619,12.716
08:34:48:887,1.942,-0.002,-0.011,-0.002,-13.636,-59.651,12.694
08:34:48:939,1.994,-0.009,0.000,-0.007,-13.628,-59.665,12.694
08:34:48:94,1.995,-0.004,-0.017,-0.007,-13.599,-59.668,12.704
08:34:49:206,2.260,-0.007,0.005,-0.005,-13.554,-59.747,12.662
08:34:49:207,2.261,-0.010,0.000,-0.003,-13.552,-59.748,12.669
08:34:49:226,2.281,-0.009,-0.011,-0.012,-13.536,-59.746,12.670
08:34:49:307,2.362,-0.016,0.007,-0.004,-13.526,-59.755,12.696
08:34:49:308,2.363,-0.016,0.000,-0.008,-13.523,-59.755,12.703
08:34:49:389,2.444,-0.009,-0.002,-0.008,-13.487,-59.775,12.714
08:34:49:39,2.445,-0.006,-0.003,0.001,-13.475,-59.796,12.720
08:34:49:39,2.445,-0.006,-0.013,0.003,-13.475,-59.796,12.720
08:34:49:498,2.553,-0.013,0.001,-0.011,-13.477,-59.783,12.719
08:34:49:498,2.553,-0.002,-0.006,0.004,-13.464,-59.802,12.664
08:34:49:498,2.553,-0.006,-0.008,0.006,-13.459,-59.801,12.655
08:34:49:499,2.553,-0.010,0.001,-0.004,-13.461,-59.776,12.652
08:34:49:544,2.598,-0.009,-0.013,-0.012,-13.462,-59.773,12.629
