Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
19:25:58:639,0.000,-0.018,-0.038,-0.002,34.419,-64.174,21.520
19:25:58:648,0.009,-0.007,-0.032,0.010,34.400,-64.210,21.510
19:25:58:698,0.059,-0.005,-0.023,0.001,34.356,-64.254,21.566
19:25:58:71,0.071,0.007,-0.001,-0.006,34.299,-64.292,21.715
19:25:58:764,0.125,0.017,0.007,0.020,34.162,-64.387,21.698
19:25:58:786,0.147,0.004,0.009,0.009,34.165,-64.391,21.769
19:25:58:823,0.183,0.011,0.010,-0.003,34.169,-64.389,21.812
19:25:58:898,0.259,0.001,-0.015,-0.001,34.218,-64.344,21.820
19:25:58:966,0.327,-0.013,-0.019,-0.008,34.253,-64.336,21.851
19:25:58:967,0.328,-0.011,-0.028,-0.001,34.305,-64.317,21.933
19:25:58:967,0.328,-0.002,-0.031,-0.008,34.309,-64.307,21.943
19:25:59:035,0.396,0.000,-0.018,-0.016,34.255,-64.288,21.970
19:25:59:049,0.410,-0.002,-0.014,-0.012,34.259,-64.279,22.015
19:25:59:086,0.447,0.000,-0.020,-0.003,34.253,-64.279,22.008
19:25:59:166,0.527,0.009,-0.017,-0.006,34.227,-64.292,21.988
19:25:59:166,0.527,-0.007,-0.015,-0.011,34.217,-64.303,22.083
19:25:59:167,0.528,-0.004,-0.017,-0.003,34.205,-64.319,22.119
19:25:59:174,0.535,0.000,-0.004,0.000,34.178,-64.344,22.054
19:25:59:226,0.587,0.019,0.013,0.000,34.150,-64.391,21.947
19:25:59:227,0.588,0.011,0.009,-0.008,34.154,-64.396,21.962
19:25:59:323,0.684,0.001,-0.018,-0.008,34.177,-64.343,22.009
19:25:59:386,0.747,-0.007,-0.034,-0.010,34.216,-64.322,21.934
19:25:59:424,0.784,-0.002,-0.028,0.003,34.255,-64.390,21.819
19:25:59:561,0.922,0.009,-0.002,-0.015,34.396,-64.341,22.169
19:25:59:624,0.985,0.007,-0.005,-0.003,34.406,-64.353,22.179
19:25:59:748,1.109,-0.012,-0.033,0.009,34.729,-64.563,22.446
19:25:59:773,1.134,-0.026,-0.026,-0.002,34.869,-64.635,22.700
19:25:59:827,1.188,-0.009,-0.031,-0.004,34.894,-64.635,22.770
19:25:59:827,1.188,-0.005,-0.029,-0.001,34.909,-64.629,22.919
19:25:59:878,1.239,-0.004,-0.010,0.001,34.940,-64.629,23.089
19:25:59:878,1.239,-0.003,-0.034,-0.008,34.976,-64.640,23.235
19:25:59:898,1.259,0.004,-0.014,0.014,34.961,-64.697,23.246
19:25:59:979,1.339,0.001,-0.014,0.003,34.948,-64.724,23.293
19:25:59:98,1.340,0.020,0.001,0.010,34.922,-64.745,23.362
19:25:59:98,1.341,0.012,0.001,-0.003,34.936,-64.746,23.449
19:26:00:01,1.371,0.013,0.007,0.009,34.922,-64.752,23.426
19:26:00:023,1.384,0.010,-0.004,-0.004,34.953,-64.737,23.408
19:26:00:089,1.450,0.005,-0.004,-0.001,35.004,-64.708,23.436
19:26:00:089,1.450,0.000,-0.016,-0.001,35.070,-64.683,23.470
19:26:00:151,1.512,-0.005,-0.007,-0.020,35.121,-64.638,23.550
19:26:00:152,1.513,-0.010,-0.030,-0.009,35.186,-64.559,23.621
19:26:00:161,1.522,-0.007,-0.027,-0.002,35.218,-64.515,23.663
19:26:00:215,1.576,-0.017,-0.033,-0.016,35.265,-64.473,23.827
19:26:00:235,1.596,-0.016,-0.028,-0.014,35.289,-64.485,23.888
19:26:00:273,1.634,-0.013,-0.032,-0.005,35.279,-64.538,23.962
19:26:00:352,1.712,0.012,-0.014,-0.001,35.189,-64.746,24.122
19:26:00:413,1.774,-0.003,-0.012,-0.012,35.206,-64.776,24.356
19:26:00:413,1.774,0.012,0.003,0.003,35.165,-64.747,24.572
19:26:00:423,1.784,0.003,0.001,-0.007,35.143,-64.726,24.662
19:26:00:474,1.835,0.015,0.009,-0.001,35.149,-64.709,24.790
19:26:00:485,1.846,0.006,-0.008,-0.003,35.142,-64.708,24.814
19:26:00:498,1.859,0.010,-0.013,0.002,35.135,-64.700,24.798
19:26:00:612,1.972,-0.010,-0.038,0.000,35.178,-64.662,24.807
19:26:00:623,1.983,-0.017,-0.024,-0.018,35.180,-64.663,24.853
19:26:00:673,2.034,-0.003,-0.020,-0.007,35.163,-64.664,24.942
19:26:00:685,2.046,-0.015,-0.026,-0.028,35.182,-64.662,25.057
19:26:00:751,2.112,0.007,-0.007,0.000,35.122,-64.665,25.108
19:26:00:762,2.123,-0.001,-0.006,-0.013,35.131,-64.673,25.205
19:26:00:813,2.174,0.002,-0.008,-0.009,35.142,-64.677,25.273
19:26:00:814,2.175,-0.003,-0.017,-0.002,35.141,-64.676,25.262
19:26:00:878,2.239,0.002,-0.011,-0.018,35.141,-64.690,25.288
19:26:00:886,2.247,0.010,-0.012,-0.005,35.152,-64.739,25.256
19:26:00:939,2.300,-0.004,-0.011,0.000,35.192,-64.901,25.155
19:26:00:96,2.321,0.000,-0.036,0.023,35.218,-64.984,25.027
19:26:01:014,2.375,-0.019,-0.025,0.004,35.249,-65.041,25.065
19:26:01:014,2.375,-0.001,-0.027,-0.012,35.222,-65.121,24.968
19:26:01:076,2.437,0.004,-0.014,-0.016,35.167,-65.142,24.829
19:26:01:077,2.438,-0.011,0.006,-0.030,35.062,-65.177,24.728
19:26:01:423,2.784,0.048,-0.036,0.008,36.626,-67.368,23.422
19:26:01:539,2.899,-0.044,-0.087,0.004,37.742,-68.372,23.204
19:26:01:539,2.899,-0.024,-0.064,-0.007,37.809,-68.581,23.225
19:26:01:562,2.922,-0.055,-0.056,0.013,37.843,-68.667,23.252
19:26:01:598,2.959,-0.042,-0.036,0.023,37.856,-68.858,23.220
19:26:01:611,2.972,0.023,-0.028,0.026,37.732,-68.960,23.206
19:26:01:679,3.039,0.053,-0.004,-0.001,37.469,-68.982,23.243
19:26:01:679,3.039,0.047,0.003,0.014,37.263,-68.902,23.295
19:26:01:739,3.099,0.047,0.033,-0.026,37.058,-68.785,23.461
19:26:01:739,3.099,0.038,0.032,-0.074,36.931,-68.697,23.533
19:26:01:749,3.109,0.021,-0.004,0.021,36.800,-68.701,23.242
19:26:01:8,3.161,-0.001,-0.040,0.073,36.648,-68.775,22.759
19:26:01:801,3.162,-0.017,-0.005,-0.014,36.662,-68.756,22.841
19:26:01:823,3.184,-0.025,-0.024,-0.001,36.564,-68.688,22.820
19:26:01:875,3.236,0.002,-0.053,0.013,36.362,-68.704,22.424
19:26:01:876,3.237,0.020,-0.015,-0.008,36.223,-68.705,22.273
19:26:01:924,3.285,0.025,-0.008,-0.018,36.041,-68.618,22.194
19:26:01:936,3.297,-0.005,-0.002,-0.019,35.972,-68.561,22.194
19:26:01:948,3.309,0.011,0.003,-0.019,35.933,-68.534,22.210
19:26:02:264,3.625,-0.017,-0.028,-0.013,35.759,-67.891,22.675
19:26:02:264,3.625,-0.013,-0.055,-0.008,35.701,-67.818,22.719
19:26:02:323,3.684,0.000,0.001,-0.031,35.620,-67.799,23.041
19:26:02:402,3.763,0.029,0.028,0.006,35.362,-67.824,22.951
19:26:02:402,3.763,0.040,0.030,-0.009,35.303,-67.785,23.045
19:26:02:411,3.772,0.040,0.028,0.000,35.213,-67.706,23.018
19:26:02:461,3.821,0.024,0.021,0.010,35.193,-67.656,22.947
19:26:02:473,3.833,0.030,0.008,0.008,35.245,-67.558,22.897
19:26:02:498,3.858,0.008,-0.011,-0.012,35.324,-67.460,22.948
19:26:02:522,3.883,-0.002,-0.024,-0.023,35.443,-67.296,23.051
19:26:02:548,3.909,-0.018,-0.038,-0.012,35.512,-67.207,23.095
19:26:02:601,3.962,-0.011,-0.025,-0.039,35.591,-67.093,23.167
19:26:02:601,3.962,-0.022,-0.040,-0.024,35.645,-66.964,23.210
19:26:02:664,4.025,-0.011,-0.032,0.002,35.723,-66.902,23.234
19:26:02:673,4.034,-0.023,-0.039,0.001,35.733,-66.904,23.267
19:26:02:726,4.087,-0.009,-0.024,-0.006,35.754,-66.872,23.387
19:26:02:727,4.088,-0.012,-0.031,-0.003,35.703,-66.866,23.310
19:26:02:866,4.227,-0.008,-0.027,-0.001,35.512,-66.854,23.249
19:26:02:926,4.287,0.004,0.000,0.000,35.436,-66.831,23.204
19:26:02:926,4.287,0.001,-0.003,-0.012,35.382,-66.803,23.188
19:26:02:936,4.297,0.003,-0.008,-0.013,35.339,-66.777,23.132
19:26:02:961,4.322,0.005,-0.009,-0.015,35.254,-66.747,22.953
19:26:02:987,4.348,-0.001,-0.018,-0.018,35.234,-66.732,22.875
19:26:03:011,4.372,-0.002,-0.014,-0.009,35.227,-66.724,22.860
19:26:03:127,4.488,-0.006,-0.025,-0.018,35.074,-66.652,22.550
19:26:03:127,4.488,-0.011,-0.020,-0.013,35.026,-66.623,22.531
19:26:03:148,4.509,0.003,-0.005,-0.015,34.955,-66.590,22.496
19:26:03:185,4.546,0.001,-0.012,-0.020,34.955,-66.583,22.499
19:26:03:198,4.559,-0.006,-0.016,-0.011,34.941,-66.610,22.479
19:26:03:254,4.615,-0.004,-0.006,-0.001,34.879,-66.641,22.380
19:26:03:254,4.615,0.004,-0.007,-0.006,34.831,-66.666,22.324
19:26:03:326,4.686,0.000,0.000,-0.010,34.800,-66.710,22.329
19:26:03:327,4.687,0.004,-0.010,-0.002,34.788,-66.788,22.141
19:26:03:451,4.812,0.003,-0.024,-0.008,34.739,-67.014,21.617
19:26:03:451,4.812,-0.002,-0.022,0.010,34.753,-67.100,21.517
19:26:03:513,4.874,-0.005,-0.025,-0.005,34.731,-67.174,21.352
19:26:03:514,4.875,0.004,-0.033,0.016,34.717,-67.210,21.315
19:26:03:59,4.951,0.014,-0.003,0.006,34.680,-67.223,21.303
19:26:03:59,4.951,-0.004,-0.026,0.007,34.693,-67.179,21.296
19:26:03:611,4.971,0.021,-0.026,-0.004,34.717,-67.172,21.333
19:26:03:651,5.011,0.006,-0.011,-0.006,34.752,-67.130,21.456
19:26:03:661,5.021,0.011,-0.025,-0.009,34.772,-67.072,21.523
19:26:03:713,5.074,0.004,-0.015,-0.014,34.779,-67.027,21.576
19:26:03:714,5.075,0.007,0.003,-0.009,34.760,-66.980,21.605
19:26:03:735,5.096,0.012,-0.004,-0.013,34.754,-66.950,21.623
19:26:03:785,5.146,-0.009,-0.014,-0.012,34.830,-66.886,21.723
19:26:03:81,5.171,-0.011,-0.006,-0.012,34.871,-66.860,21.792
19:26:03:849,5.210,-0.002,-0.031,0.001,34.907,-66.838,21.772
19:26:03:874,5.235,-0.009,-0.026,-0.009,34.950,-66.837,21.807
19:26:03:91,5.271,-0.017,-0.023,-0.004,34.971,-66.834,21.816
19:26:03:924,5.285,-0.015,-0.040,-0.008,34.973,-66.836,21.806
19:26:03:975,5.336,-0.011,-0.036,-0.017,35.003,-66.834,21.894
19:26:03:986,5.346,-0.010,-0.012,0.001,35.006,-66.859,21.897
19:26:03:998,5.358,-0.013,-0.041,0.014,34.958,-66.877,21.812
19:26:04:051,5.411,0.006,-0.022,-0.008,34.935,-66.892,21.875
19:26:04:051,5.412,-0.006,0.003,-0.001,34.919,-66.901,21.953
