Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:30:59:937,0.000,-0.020,0.017,-0.009,6.203,-51.840,3.211
14:31:00:041,0.103,-0.027,0.006,-0.023,6.223,-51.871,3.158
14:31:00:042,0.104,-0.012,0.015,-0.010,6.230,-51.871,3.156
14:31:00:163,0.226,-0.010,-0.011,0.004,6.292,-52.000,3.389
14:31:00:189,0.252,-0.010,-0.002,-0.004,6.302,-52.042,3.435
14:31:00:214,0.277,0.003,-0.001,0.006,6.285,-52.067,3.381
14:31:00:239,0.301,-0.001,0.004,0.003,6.255,-52.104,3.374
14:31:00:275,0.337,-0.014,0.012,-0.001,6.236,-52.123,3.446
14:31:00:313,0.375,-0.004,0.012,0.004,6.195,-52.153,3.451
14:31:00:375,0.438,-0.017,0.002,-0.004,6.147,-52.176,3.458
14:31:00:4,0.462,-0.003,-0.003,-0.010,6.131,-52.160,3.479
14:31:00:426,0.488,-0.018,0.010,-0.010,6.081,-52.120,3.423
14:31:00:463,0.525,-0.032,0.013,-0.037,6.058,-52.117,3.445
14:31:00:476,0.538,-0.022,0.011,-0.024,6.033,-52.146,3.497
14:31:00:591,0.654,-0.037,0.009,-0.031,5.949,-52.252,3.476
14:31:00:591,0.654,0.015,0.016,0.011,5.913,-52.262,3.258
14:31:00:641,0.704,-0.009,0.019,-0.008,5.855,-52.306,3.083
14:31:00:641,0.704,-0.025,0.027,-0.018,5.857,-52.280,3.157
14:31:00:676,0.739,0.000,0.008,-0.011,5.852,-52.261,3.101
14:31:00:687,0.750,-0.012,0.014,-0.006,5.859,-52.254,3.099
14:31:00:713,0.776,-0.020,0.002,-0.026,5.870,-52.250,3.177
14:31:00:738,0.801,0.005,0.004,-0.004,5.872,-52.246,3.117
14:31:00:776,0.838,-0.003,0.011,0.012,5.872,-52.248,3.073
14:31:00:788,0.850,-0.005,0.006,-0.007,5.869,-52.224,3.111
14:31:00:813,0.875,-0.009,-0.001,-0.003,5.855,-52.180,3.118
14:31:00:838,0.900,-0.008,0.006,-0.009,5.829,-52.143,3.113
14:31:00:863,0.925,-0.017,-0.008,-0.019,5.798,-52.077,3.119
14:31:00:888,0.950,-0.018,-0.014,-0.020,5.781,-52.039,3.096
14:31:00:925,0.988,-0.016,-0.011,-0.022,5.723,-52.005,3.102
14:31:00:963,1.025,-0.014,0.013,-0.023,5.621,-52.011,3.128
14:31:00:975,1.038,-0.021,0.015,-0.014,5.564,-52.033,3.153
14:31:01:,1.063,-0.015,0.038,-0.005,5.512,-52.078,3.168
14:31:01:054,1.117,-0.009,0.054,0.000,5.487,-52.130,3.175
14:31:01:054,1.117,0.003,0.040,0.017,5.471,-52.176,3.141
14:31:01:089,1.152,0.002,0.031,0.017,5.491,-52.221,3.066
14:31:01:101,1.163,0.011,0.034,0.014,5.527,-52.230,3.039
14:31:01:15,1.213,-0.006,0.000,0.002,5.597,-52.180,2.989
14:31:01:175,1.238,-0.008,0.001,-0.002,5.656,-52.159,2.926
14:31:01:201,1.263,-0.012,-0.009,-0.012,5.695,-52.144,2.935
14:31:01:238,1.300,-0.008,-0.009,-0.021,5.747,-52.081,2.987
14:31:01:251,1.313,-0.021,-0.022,-0.004,5.780,-52.044,3.045
14:31:01:276,1.338,-0.020,-0.008,-0.007,5.793,-52.056,3.062
