Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
14:41:50:227,0.000,-0.005,-0.011,-0.017,121.294,-54.598,113.959
14:41:50:227,0.000,-0.002,-0.012,-0.013,121.232,-54.585,113.930
14:41:50:262,0.035,-0.014,-0.017,-0.012,121.172,-54.588,113.902
14:41:50:329,0.102,-0.007,-0.018,-0.004,121.122,-54.602,113.879
14:41:50:33,0.103,0.001,-0.010,-0.012,121.117,-54.612,113.868
14:41:50:331,0.104,0.005,-0.012,-0.006,121.103,-54.623,113.832
14:41:50:338,0.111,0.004,0.006,-0.006,121.111,-54.624,113.829
14:41:50:403,0.176,0.012,-0.005,0.000,121.091,-54.654,113.818
14:41:50:403,0.176,0.006,-0.005,-0.004,121.033,-54.678,113.779
14:41:50:411,0.184,0.010,-0.010,0.008,120.943,-54.719,113.738
14:41:50:606,0.379,0.007,-0.007,0.004,120.890,-54.624,113.724
14:41:50:606,0.379,0.009,-0.022,0.003,120.927,-54.592,113.742
14:41:50:704,0.477,0.013,-0.007,0.005,121.070,-54.504,113.814
14:41:50:705,0.478,0.015,0.004,-0.004,121.162,-54.415,113.869
14:41:50:876,0.649,-0.010,-0.014,-0.014,121.267,-54.102,113.933
14:41:50:889,0.661,0.002,-0.009,-0.010,121.337,-54.073,113.990
14:41:50:89,0.662,0.000,0.007,-0.008,121.410,-54.050,114.046
14:41:51:155,0.928,0.006,-0.010,-0.007,121.094,-54.164,113.877
14:41:51:155,0.928,0.001,-0.012,-0.007,121.051,-54.185,113.867
14:41:51:259,1.032,0.012,-0.008,0.005,120.911,-54.252,113.783
14:41:51:26,1.033,0.007,-0.018,-0.007,120.756,-54.287,113.666
14:41:51:26,1.033,0.007,-0.016,0.004,120.638,-54.334,113.572
14:41:51:261,1.034,0.003,-0.003,0.002,120.609,-54.361,113.557
14:41:51:355,1.127,0.008,-0.011,-0.004,120.548,-54.408,113.528
14:41:51:355,1.127,-0.003,-0.025,-0.006,120.472,-54.445,113.482
14:41:51:356,1.128,0.002,-0.027,-0.001,120.384,-54.509,113.436
14:41:51:431,1.203,-0.002,-0.026,0.003,120.349,-54.537,113.410
14:41:51:431,1.203,0.005,-0.024,0.008,120.342,-54.563,113.387
14:41:51:436,1.209,0.007,-0.004,0.002,120.413,-54.587,113.421
14:41:51:448,1.221,0.013,-0.007,0.002,120.464,-54.588,113.445
14:41:51:528,1.301,0.019,0.008,0.007,120.537,-54.608,113.464
14:41:51:536,1.309,0.007,0.001,-0.004,120.550,-54.605,113.459
14:41:51:614,1.387,0.004,-0.004,0.002,120.592,-54.609,113.494
14:41:51:627,1.400,0.001,0.003,-0.006,120.566,-54.601,113.489
14:41:51:627,1.400,-0.003,-0.021,-0.004,120.541,-54.593,113.454
14:41:51:636,1.409,0.001,-0.014,-0.006,120.605,-54.568,113.513
14:41:51:702,1.474,-0.002,-0.012,-0.004,120.675,-54.559,113.579
14:41:51:715,1.487,0.004,-0.009,-0.007,120.680,-54.555,113.577
14:41:51:715,1.487,0.000,-0.018,-0.001,120.630,-54.567,113.511
14:41:51:815,1.588,0.006,0.010,-0.009,120.723,-54.580,113.500
14:41:51:89,1.663,-0.001,-0.014,-0.008,120.617,-54.648,113.419
14:41:51:902,1.675,-0.001,-0.016,-0.007,120.540,-54.698,113.353
14:41:51:992,1.764,0.005,-0.008,-0.004,120.471,-54.742,113.290
14:41:51:993,1.765,0.007,-0.010,-0.005,120.461,-54.749,113.259
14:41:51:994,1.766,0.006,0.005,-0.002,120.478,-54.771,113.256
14:41:51:999,1.771,0.010,0.000,-0.005,120.475,-54.792,113.260
14:41:52:08,1.852,0.013,-0.006,0.000,120.377,-54.845,113.180
14:41:52:081,1.853,0.009,-0.014,0.005,120.269,-54.902,113.091
14:41:52:082,1.854,0.012,0.005,-0.002,120.210,-54.934,113.044
14:41:52:18,1.953,0.008,0.007,-0.009,120.160,-54.934,112.998
14:41:52:18,1.953,0.004,-0.003,-0.008,120.158,-54.912,113.010
14:41:52:181,1.954,0.004,0.001,-0.015,120.135,-54.898,113.016
14:41:52:265,2.038,0.007,-0.007,-0.007,120.080,-54.897,112.986
14:41:52:265,2.038,0.001,-0.014,-0.011,119.983,-54.912,112.930
14:41:52:275,2.048,-0.001,-0.013,-0.005,119.965,-54.926,112.931
14:41:52:353,2.126,0.010,0.002,-0.009,120.000,-54.918,112.967
14:41:52:353,2.126,0.008,-0.009,0.001,119.974,-54.910,112.962
14:41:52:364,2.137,0.002,-0.011,-0.006,119.962,-54.903,112.965
14:41:52:365,2.138,0.010,-0.003,-0.001,119.968,-54.881,112.996
14:41:52:527,2.300,0.008,0.002,-0.008,119.846,-54.801,113.023
14:41:52:528,2.301,0.008,-0.010,-0.007,119.826,-54.792,113.029
14:41:52:549,2.321,0.001,-0.020,-0.009,119.789,-54.771,113.040
14:41:52:642,2.415,0.005,-0.015,-0.006,119.769,-54.783,113.056
14:41:52:642,2.415,0.002,-0.022,-0.002,119.743,-54.809,113.076
14:41:52:643,2.416,0.000,-0.021,0.007,119.804,-54.809,113.154
14:41:52:649,2.422,0.001,-0.017,0.000,119.842,-54.807,113.190
14:41:52:903,2.676,0.004,-0.006,-0.007,120.128,-54.711,113.398
14:41:52:903,2.676,0.002,-0.007,-0.018,120.134,-54.710,113.409
14:41:52:917,2.690,0.004,-0.001,-0.010,120.184,-54.710,113.456
14:41:52:917,2.690,0.002,0.004,-0.014,120.198,-54.717,113.458
14:41:52:918,2.691,-0.003,-0.011,-0.004,120.198,-54.717,113.458
14:41:53:005,2.778,0.012,0.000,-0.015,120.112,-54.781,113.383
14:41:53:006,2.779,-0.004,-0.020,-0.012,120.004,-54.834,113.307
14:41:53:014,2.787,-0.001,-0.015,-0.001,120.002,-54.885,113.328
14:41:53:092,2.865,0.011,-0.013,-0.014,119.964,-54.946,113.285
14:41:53:093,2.866,0.004,-0.011,-0.003,119.967,-54.957,113.271
14:41:53:093,2.866,0.000,0.000,-0.004,120.018,-54.967,113.325
14:41:53:196,2.968,-0.001,-0.012,0.000,119.963,-55.097,113.296
14:41:53:196,2.968,0.013,-0.015,-0.007,119.963,-55.138,113.315
14:41:53:292,3.065,0.010,-0.007,-0.001,119.984,-55.144,113.337
14:41:53:293,3.066,-0.002,-0.012,-0.007,119.984,-55.144,113.337
14:41:53:293,3.066,0.007,-0.006,-0.005,119.964,-55.154,113.317
14:41:53:301,3.074,-0.001,-0.011,-0.009,119.895,-55.184,113.259
14:41:53:381,3.153,0.005,-0.007,-0.006,119.877,-55.203,113.247
14:41:53:381,3.153,0.004,-0.008,-0.003,119.833,-55.242,113.203
14:41:53:382,3.154,0.009,-0.010,-0.005,119.775,-55.278,113.135
14:41:53:467,3.240,0.006,-0.010,-0.012,119.751,-55.294,113.096
14:41:53:467,3.240,0.003,-0.007,-0.013,119.772,-55.311,113.090
14:41:53:468,3.241,0.006,-0.008,-0.005,119.790,-55.324,113.092
14:41:53:476,3.249,0.017,0.000,-0.005,119.705,-55.396,112.989
14:41:53:538,3.311,0.007,-0.014,-0.002,119.619,-55.457,112.905
14:41:53:566,3.339,0.011,-0.003,-0.005,119.599,-55.536,112.851
14:41:53:653,3.426,0.007,0.001,-0.014,119.610,-55.548,112.834
14:41:53:653,3.426,0.021,0.006,-0.007,119.673,-55.576,112.858
14:41:53:764,3.537,0.021,0.015,-0.005,119.681,-55.609,112.846
14:41:53:765,3.538,0.018,0.001,0.006,119.637,-55.674,112.798
14:41:53:766,3.539,0.019,0.004,-0.003,119.550,-55.734,112.743
14:41:53:766,3.539,0.025,0.001,0.004,119.492,-55.759,112.702
14:41:53:767,3.540,0.012,-0.002,-0.004,119.437,-55.773,112.687
14:41:53:927,3.700,0.010,-0.013,-0.004,119.562,-55.620,112.952
14:41:53:927,3.700,0.005,-0.011,-0.001,119.697,-55.532,113.079
14:41:54:017,3.789,0.002,0.004,-0.007,119.828,-55.451,113.187
14:41:54:018,3.790,0.007,0.008,-0.014,119.840,-55.406,113.184
14:41:54:019,3.791,0.005,-0.004,-0.012,119.860,-55.356,113.185
14:41:54:027,3.799,0.008,0.005,-0.002,119.898,-55.342,113.241
14:41:54:118,3.890,0.011,-0.006,-0.011,119.919,-55.316,113.302
14:41:54:118,3.890,-0.002,-0.014,-0.005,119.901,-55.291,113.320
14:41:54:119,3.891,0.000,-0.022,-0.012,119.898,-55.247,113.344
14:41:54:124,3.896,0.004,-0.009,-0.011,120.019,-55.200,113.453
14:41:54:218,3.991,0.009,0.018,-0.014,120.157,-55.161,113.576
14:41:54:218,3.991,0.007,0.001,-0.010,120.256,-55.096,113.690
14:41:54:218,3.991,-0.001,-0.001,-0.002,120.241,-55.077,113.708
14:41:54:224,3.997,0.010,-0.001,-0.005,120.203,-55.108,113.718
14:41:54:29,4.063,0.005,-0.014,-0.004,120.121,-55.123,113.700
14:41:54:29,4.063,0.007,-0.009,-0.006,120.121,-55.131,113.729
14:41:54:311,4.084,-0.003,-0.017,-0.002,120.085,-55.138,113.714
14:41:54:492,4.265,0.005,-0.004,-0.005,120.038,-55.231,113.699
14:41:54:493,4.266,0.014,-0.012,0.003,120.049,-55.239,113.696
14:41:54:493,4.266,0.000,-0.005,-0.003,120.061,-55.258,113.673
14:41:54:679,4.452,-0.006,-0.014,-0.014,119.840,-55.245,113.422
