now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2022:01:04:14:40:59,up_60_60_,0.697136640548706,0.5147009,0.4461882,0.91759694,0.5110359,0.524532,0.95830166,0.46387538,0.5245403,0.9262759,0.42083988,0.56642234,0.9461834,0.3852862,0.6030112,0.9113239,0.54644966,0.52443093,0.95568144,0.6012173,0.5558795,0.856135,0.64434814,0.5718856,0.8996812,0.5109523,0.6658955,0.86474603,0.48352534,0.66078764,0.9076887,0.48368898,0.77580076,0.9260888,0.487598,0.8909993,0.86502,0.53065586,0.6659192,0.8223319,0.5226898,0.7760252,0.9046154,0.518765,0.8961623,0.9256476,0.5069833,0.44086424,0.9198089,0.5150946,0.44100076,0.9718995,0.4875463,0.45662093,0.8021785,0.52280676,0.4669571,0.796106,0.51502836,0.93278444,0.81607443,0.53059345,0.9224761,0.7420997,0.51508427,0.90154964,0.7121223,0.49136788,0.92257935,0.8000967,0.48339823,0.91727984,0.80176204,0.49140406,0.89634746,0.66952527
2022:01:04:14:40:59,up_60_60_,0.7908859252929688,0.5146877,0.44615445,0.9177993,0.51104206,0.5244568,0.9593789,0.4639394,0.52446735,0.91900295,0.42453495,0.56635636,0.9522335,0.38534456,0.60298336,0.9177549,0.54641926,0.52439356,0.9567282,0.5973381,0.55605733,0.8652091,0.64425164,0.5769918,0.88230664,0.5109758,0.6658691,0.86759007,0.4835423,0.6607472,0.9096475,0.4836675,0.77575415,0.9293757,0.4875504,0.89097655,0.8703946,0.5306781,0.6659145,0.8225366,0.51906854,0.77605087,0.9039495,0.5187726,0.89614415,0.9248878,0.5069674,0.44082782,0.91919494,0.51507944,0.4409689,0.9735181,0.48752484,0.4565396,0.8164473,0.5227848,0.46692938,0.792807,0.5150124,0.9278218,0.8203653,0.5305652,0.9224593,0.7463737,0.5150857,0.90151286,0.7197357,0.4876857,0.92256695,0.8136506,0.48332205,0.9172478,0.80085063,0.49136811,0.8963241,0.686743
2022:01:04:14:41:00,up_60_60_,0.8577075004577637,0.5110326,0.44605583,0.9077402,0.51105636,0.5196019,0.96133816,0.46383557,0.5244027,0.9297958,0.420793,0.5614326,0.93768,0.37759525,0.59272325,0.8348601,0.55012494,0.5194284,0.94629955,0.6051447,0.5507488,0.85435206,0.64444,0.57176137,0.89303535,0.51101065,0.6607498,0.8695852,0.48351276,0.6556904,0.91432154,0.48363063,0.77080876,0.9436944,0.48753235,0.88594663,0.8818755,0.5345504,0.66079813,0.81989646,0.5227049,0.77596474,0.90002036,0.51878476,0.89615315,0.9203118,0.49929088,0.44077504,0.90446144,0.51499367,0.44081324,0.96331745,0.48739758,0.45647725,0.83567214,0.5227063,0.45655423,0.74458784,0.51500946,0.9278262,0.81189066,0.53061634,0.92245555,0.73786473,0.51508236,0.90159565,0.72061235,0.48765314,0.92761934,0.86353153,0.479663,0.91725546,0.8349157,0.49139446,0.89627635,0.7132829
2022:01:04:14:41:00,up_60_60_,0.9354994297027588,0.51103806,0.4460678,0.9070488,0.51105726,0.52435726,0.95896506,0.46011552,0.52445793,0.9324404,0.4207055,0.5614507,0.9309002,0.37747592,0.59262794,0.82671064,0.55017424,0.5194259,0.944383,0.6052555,0.5506527,0.86079216,0.64446205,0.5717413,0.8938144,0.511041,0.66073585,0.8709108,0.4835359,0.65568507,0.91691196,0.4836575,0.7708825,0.9436518,0.48752743,0.89094174,0.8865564,0.5345969,0.6607812,0.81988066,0.522719,0.7759999,0.9001249,0.51878005,0.89612377,0.91878164,0.49928758,0.44079256,0.9043674,0.5149929,0.44082576,0.9611079,0.48737952,0.4565376,0.83521205,0.5227145,0.4565988,0.7299319,0.51501614,0.9277959,0.81349534,0.53061503,0.9224135,0.7378751,0.5150688,0.9015485,0.7210627,0.48765758,0.9276251,0.8617448,0.48328146,0.91727877,0.8346777,0.49138218,0.8963056,0.71892446
2022:01:04:14:41:00,up_60_60_,0.9973344802856445,0.5110318,0.44606623,0.90716165,0.5146763,0.5196146,0.9595586,0.46014002,0.52443415,0.92904186,0.42079613,0.56140375,0.9323496,0.37754333,0.5926314,0.8331564,0.5501971,0.51941556,0.9359656,0.60524714,0.54563636,0.8589583,0.6444042,0.566779,0.90817505,0.511034,0.66070443,0.87341535,0.48354033,0.65568024,0.919471,0.4836537,0.77091163,0.9446608,0.48752117,0.8909646,0.888788,0.53457123,0.6607335,0.82440263,0.5227167,0.7759921,0.9023956,0.51878625,0.8961221,0.9167552,0.49928993,0.44078872,0.90367573,0.5149995,0.44081938,0.9645447,0.48738435,0.45652655,0.8292504,0.5227285,0.45658118,0.7518958,0.5150295,0.9277961,0.8110349,0.530642,0.9224111,0.73355025,0.51506376,0.90154994,0.7168435,0.48765385,0.9276391,0.8656999,0.479665,0.91729283,0.83599305,0.49137804,0.8963239,0.72214806
2022:01:04:14:41:00,up_60_60_,1.0591692924499512,0.51467997,0.4460324,0.9138174,0.5110412,0.5196001,0.9586425,0.46012384,0.52443624,0.92707276,0.42064533,0.5614077,0.9181925,0.37359068,0.59255236,0.82101524,0.5501552,0.5193924,0.93408734,0.60521823,0.5454586,0.85443544,0.64439446,0.5665279,0.9145668,0.51104075,0.66074395,0.87372464,0.48355666,0.6606683,0.91777027,0.4836808,0.77092135,0.9415464,0.48756278,0.89097655,0.88660884,0.53457475,0.66075194,0.8243185,0.5227294,0.77598625,0.90115815,0.5187841,0.89613974,0.91807497,0.5030955,0.4407675,0.9089309,0.515021,0.44080392,0.96713907,0.48739797,0.45652783,0.8339718,0.52273035,0.45657653,0.7407111,0.51503396,0.92780066,0.81213415,0.53065574,0.92241216,0.7348282,0.515073,0.90157247,0.71308255,0.49130592,0.92764235,0.8570229,0.48332655,0.9173192,0.83752155,0.49141052,0.8963319,0.71357274
2022:01:04:14:41:00,up_60_60_,1.1210455894470215,0.5146833,0.44598496,0.9181437,0.51103735,0.51957536,0.9560055,0.4600811,0.5244038,0.935578,0.4205818,0.56140935,0.9112165,0.37359113,0.5925378,0.8199489,0.550199,0.51938295,0.92904353,0.6052216,0.5403719,0.85515416,0.64439774,0.5664454,0.9216468,0.51105297,0.660658,0.87635374,0.48354518,0.65566474,0.9218589,0.4836843,0.770865,0.9421915,0.48755708,0.8909534,0.8851851,0.5383517,0.6606572,0.8250971,0.52273643,0.7759435,0.8985112,0.51878333,0.8961033,0.91734684,0.50310886,0.4407293,0.90875727,0.5150293,0.4407773,0.9658471,0.48740876,0.45650926,0.829495,0.5227453,0.45659736,0.74705946,0.5150249,0.9277708,0.81127566,0.53062934,0.91736084,0.7365279,0.51507366,0.9015256,0.71363693,0.49129304,0.9276313,0.85045,0.48331618,0.9173033,0.83075285,0.49140656,0.8963212,0.7147392
2022:01:04:14:41:00,up_60_60_,1.185844898223877,0.51469964,0.4459735,0.9190792,0.5110437,0.5196046,0.95421684,0.46008942,0.5244289,0.9323592,0.42059946,0.5613631,0.90783405,0.3735543,0.58736795,0.8113844,0.55020756,0.51942736,0.93044114,0.60523176,0.54028386,0.85753834,0.6444214,0.56641567,0.91929656,0.5110559,0.6608015,0.8716048,0.48355752,0.66070455,0.91637963,0.48370028,0.77571553,0.9369846,0.48757777,0.8909783,0.88224924,0.5383513,0.6608075,0.81932324,0.5227219,0.7760485,0.8964053,0.51878005,0.8961514,0.9187908,0.5031486,0.44072,0.90627146,0.51505053,0.44078067,0.9637976,0.48743993,0.45652398,0.823148,0.5227714,0.4616648,0.748588,0.5150232,0.92780685,0.81097984,0.5306354,0.92242324,0.73494047,0.5150727,0.9015867,0.70939,0.49131948,0.92765725,0.8463791,0.48334417,0.9173274,0.8310423,0.49142015,0.8963341,0.7063876
2022:01:04:14:41:00,up_60_60_,1.256669521331787,0.51469743,0.44601917,0.9171264,0.5147067,0.51959896,0.95493793,0.46386427,0.52443004,0.9168116,0.42067716,0.5611923,0.901615,0.36977944,0.5770874,0.8225811,0.5502764,0.5194129,0.9247764,0.6052287,0.5351888,0.85275054,0.6443367,0.5663274,0.91208595,0.5110634,0.66077524,0.87136817,0.48357734,0.66068065,0.9152175,0.48369196,0.7757009,0.93799686,0.48756206,0.8910203,0.88179255,0.53836274,0.66077685,0.8213068,0.52270484,0.77598035,0.8970243,0.51878554,0.8962495,0.9262018,0.50318885,0.44074395,0.90748215,0.51508427,0.44079947,0.96686244,0.48749414,0.4565194,0.80657953,0.5228952,0.45662296,0.7585078,0.51502126,0.9328325,0.8067335,0.5306282,0.92256176,0.72612196,0.515077,0.9016697,0.7112453,0.49132517,0.9276659,0.8353818,0.48334762,0.9173399,0.8205198,0.49139398,0.89637196,0.6922908
2022:01:04:14:41:00,up_60_60_,1.317509412765503,0.51468825,0.4460943,0.91183007,0.51471776,0.5195401,0.9577197,0.4638702,0.52438956,0.9163514,0.42059353,0.56109875,0.88943136,0.3697329,0.5718263,0.8435969,0.5503001,0.51933134,0.91948855,0.6088895,0.5350829,0.8649398,0.644501,0.5662884,0.9191933,0.5146695,0.66072786,0.8757176,0.4835834,0.6606505,0.91597617,0.48727912,0.7709154,0.9395028,0.48758703,0.89099115,0.88124967,0.5383785,0.6607041,0.8286734,0.5227272,0.7758968,0.90126896,0.5187748,0.89616776,0.9251708,0.5031775,0.44079453,0.9072141,0.51508856,0.44086078,0.9660701,0.48748565,0.45656332,0.80616915,0.52293414,0.46168372,0.7635579,0.5150199,0.9278213,0.8025187,0.5306269,0.92244506,0.7292623,0.5150699,0.90156305,0.7208189,0.4913365,0.92258024,0.8303187,0.4833588,0.9172736,0.8226839,0.4914133,0.89634997,0.6970546
