Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
09:56:06:47,0.000,0.016,0.002,0.005,37.722,115.605,-26.162
09:56:06:494,0.024,0.013,-0.015,0.004,37.672,115.520,-26.206
09:56:06:81,0.340,0.005,0.010,0.007,37.732,114.952,-26.682
09:56:06:857,0.387,0.002,0.009,0.007,37.731,114.911,-26.711
09:56:06:896,0.427,0.005,-0.010,-0.001,37.708,114.852,-26.751
09:56:06:896,0.427,0.009,-0.018,0.000,37.699,114.782,-26.822
09:56:06:905,0.436,0.013,-0.015,-0.012,37.721,114.659,-26.984
09:56:06:998,0.528,0.017,0.008,0.004,37.841,114.438,-27.139
09:56:07:031,0.561,0.009,0.011,0.002,37.891,114.363,-27.217
09:56:07:044,0.574,0.020,-0.001,0.012,37.914,114.276,-27.288
09:56:07:081,0.611,0.025,0.002,0.015,37.917,114.224,-27.345
09:56:07:094,0.624,0.018,0.015,0.011,37.920,114.222,-27.375
09:56:07:12,0.650,0.015,0.012,0.010,37.895,114.241,-27.336
09:56:07:145,0.675,0.024,-0.003,0.018,37.843,114.253,-27.264
09:56:07:169,0.700,0.025,0.005,0.002,37.810,114.244,-27.253
09:56:07:206,0.736,0.019,0.016,0.011,37.799,114.258,-27.222
09:56:07:218,0.748,0.011,0.021,0.009,37.783,114.262,-27.206
09:56:07:343,0.874,0.014,0.000,0.002,37.387,114.050,-27.611
09:56:07:355,0.886,0.026,-0.021,0.003,37.180,113.961,-27.771
09:56:07:393,0.924,0.009,0.005,0.002,37.027,113.917,-27.889
09:56:07:459,0.990,0.019,-0.006,-0.002,36.629,113.653,-28.190
09:56:07:481,1.011,0.019,-0.032,0.009,36.588,113.543,-28.253
09:56:07:534,1.064,0.019,-0.022,0.005,36.519,113.477,-28.288
09:56:07:535,1.065,0.029,-0.014,0.014,36.370,113.430,-28.280
09:56:07:684,1.214,0.028,0.014,0.027,36.122,113.203,-28.292
09:56:07:735,1.265,0.029,0.020,0.027,36.104,113.269,-28.196
