now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck,
2022:01:05:09:32:09,up_60_30_,8.005606413,0.51497984,0.36232334,0.9460438,0.5148357,0.44095564,0.96004826,0.47168455,0.4407582,0.91379726,0.42063853,0.47762588,0.89605427,0.3617835,0.50883836,0.84504205,0.55410725,0.44111308,0.911541,0.6089454,0.4825788,0.9059468,0.65221906,0.51400363,0.8309314,0.51478535,0.62411547,0.85718536,0.48356932,0.62400275,0.86284465,0.48730367,0.7601453,0.89744425,0.48758358,0.8910393,0.9008174,0.5423549,0.6292669,0.81940186,0.53454363,0.7602875,0.8470141,0.5228744,0.8911222,0.8723445,0.5109021,0.35697362,0.9397583,0.5189626,0.3570989,0.9634843,0.49131146,0.3676399,0.8499412,0.5345609,0.3780503,0.771156,0.53065777,0.91733277,0.8061488,0.54647595,0.90698236,0.8338229,0.51888096,0.901435,0.7427449,0.4874511,0.9173593,0.84115094,0.47569978,0.9119563,0.81662565,0.49521717,0.8965853,0.7983118,-1,143.6198122,-1,-1,-1,-1,147.9609601,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.067441463,0.51497483,0.36234307,0.94527656,0.5148382,0.44096264,0.9598204,0.47169572,0.44075873,0.91461736,0.42069632,0.47762182,0.90010095,0.36181137,0.508797,0.8436927,0.554108,0.44111717,0.9105882,0.60892886,0.48258585,0.90367657,0.65227735,0.5140447,0.82775193,0.51478475,0.6241725,0.8562683,0.48357528,0.6240612,0.8639283,0.48730317,0.76020294,0.9005358,0.48759,0.8910508,0.9010093,0.5423468,0.62932205,0.8191577,0.5344799,0.7652634,0.85030156,0.5228657,0.8911234,0.8740718,0.5108995,0.3569859,0.94042706,0.5189583,0.35711235,0.9640611,0.49131548,0.36764753,0.84739184,0.5345599,0.3780504,0.77231514,0.53063834,0.9173182,0.81217414,0.5464592,0.9069735,0.8402162,0.518889,0.90143377,0.7420028,0.4874632,0.917368,0.8402764,0.4757149,0.9119693,0.8149116,0.49522597,0.8965838,0.7985596,-1,143.6177227,-1,-1,-1,-1,147.9642142,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.147228241,0.51498425,0.3623358,0.94466984,0.5148253,0.44095993,0.9601858,0.47166893,0.4407644,0.91366243,0.42067775,0.47762278,0.8966477,0.36180538,0.5088141,0.844472,0.55409074,0.44111404,0.91172343,0.6088875,0.48255378,0.9022734,0.65221995,0.51404697,0.83883584,0.5148027,0.6241777,0.85784805,0.48357618,0.62407786,0.8631575,0.487312,0.7601534,0.899114,0.48758832,0.89102024,0.90145993,0.5423801,0.62931746,0.82350683,0.5345317,0.7602779,0.84616494,0.5228515,0.89109236,0.8749588,0.5109052,0.3569806,0.94060844,0.51896477,0.3571003,0.9630418,0.4913125,0.3676328,0.85497016,0.53456444,0.3780288,0.76817274,0.53059554,0.91729176,0.816853,0.5464267,0.9069815,0.84448135,0.51887906,0.9014067,0.74501663,0.4874515,0.9173297,0.843358,0.47571555,0.9070115,0.8194824,0.49522236,0.89657265,0.80442977,-1,143.6038997,-1,-1,-1,-1,147.96625,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.211057186,0.5149859,0.3623419,0.94536376,0.51482254,0.44096553,0.9594122,0.4678988,0.44075733,0.9134572,0.42068774,0.4776298,0.8997464,0.36180755,0.5088244,0.8470243,0.55409575,0.44113088,0.9086228,0.60519487,0.48255283,0.89592636,0.6484336,0.51395893,0.84719473,0.5147904,0.62412715,0.85850835,0.48357427,0.62402904,0.8652357,0.4873505,0.76016605,0.9003964,0.48760703,0.8910467,0.90114564,0.5423563,0.6292674,0.8208336,0.5344763,0.76522624,0.84697133,0.5228674,0.8911081,0.8746516,0.51091075,0.3569856,0.94236696,0.51896334,0.3571129,0.96336234,0.4913127,0.36763722,0.854758,0.5345568,0.3780581,0.7677446,0.53058946,0.91733867,0.8170068,0.546437,0.9070153,0.84186816,0.51889443,0.901445,0.73766476,0.48747718,0.917363,0.8489323,0.47944057,0.9119666,0.8245509,0.49525607,0.90133584,0.798221,-1,142.5733782,-1,-1,-1,-1,147.0619571,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.284860134,0.5149941,0.36236426,0.9436413,0.5148412,0.44101325,0.9578258,0.4716849,0.44079667,0.9108158,0.420685,0.4776315,0.8992932,0.3617633,0.50882244,0.8470493,0.5541293,0.445985,0.90295935,0.6052293,0.48255545,0.89463675,0.6484431,0.51394147,0.8247869,0.51479065,0.6292168,0.8586142,0.48359287,0.6240852,0.8659,0.48733482,0.7601782,0.89937854,0.48759305,0.8910316,0.900558,0.54233605,0.62933946,0.8208194,0.53447914,0.7652411,0.8489732,0.5229315,0.8911641,0.8717232,0.51091456,0.35699737,0.9439191,0.5189796,0.3571151,0.9617393,0.49130422,0.36766472,0.8517515,0.53835446,0.3780887,0.7703862,0.5383739,0.9173588,0.80443835,0.550166,0.9069476,0.83911616,0.5189068,0.9014988,0.74931735,0.48754898,0.91728115,0.8358221,0.47948378,0.9070014,0.8226459,0.4915174,0.8965572,0.8026998,-1,151.438099,-1,-1,-1,-1,147.9608834,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.36265254,0.514996,0.36235186,0.9446833,0.51484823,0.4409964,0.95800716,0.47169855,0.44078457,0.9108873,0.420704,0.47762626,0.8983197,0.3617683,0.50881684,0.8442611,0.5541419,0.44597298,0.9021516,0.60525656,0.48257923,0.89543897,0.64463836,0.5089343,0.8346821,0.51481396,0.62416214,0.86195767,0.48360762,0.6240631,0.86810815,0.48737213,0.7601698,0.89931476,0.4875842,0.8910434,0.904327,0.54235965,0.62931395,0.8240831,0.5306914,0.76029724,0.8469592,0.5228914,0.89116377,0.8781762,0.51091576,0.35698974,0.9443685,0.51898295,0.35710308,0.9627642,0.49129847,0.36765227,0.85406554,0.53835756,0.37807983,0.7705778,0.53457004,0.9173454,0.803391,0.55012506,0.9069838,0.8348787,0.5188775,0.90149504,0.7531372,0.48753622,0.9172875,0.840403,0.47947982,0.9070017,0.82475346,0.49149823,0.8965727,0.80682945,-1,152.390535,-1,-1,-1,-1,147.9666984,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.424486876,0.5149902,0.36235136,0.9441991,0.5148283,0.44101295,0.9563641,0.47167945,0.440794,0.9101503,0.42069182,0.47764528,0.9008688,0.36175704,0.50885046,0.84840244,0.55411553,0.44599903,0.90122396,0.60521996,0.48259297,0.89569247,0.6483292,0.51397634,0.8357099,0.51480424,0.6241681,0.8596178,0.48360002,0.624072,0.8673252,0.48735225,0.76019245,0.9011775,0.48758084,0.89107704,0.90778494,0.54234856,0.6293144,0.82208776,0.5306934,0.7602872,0.8469301,0.5229159,0.8911595,0.8742361,0.51090926,0.3569867,0.94334954,0.5189785,0.35710138,0.9635799,0.49129292,0.36765322,0.85384965,0.53835356,0.37808433,0.77196133,0.534578,0.91734904,0.8015217,0.5501429,0.90697086,0.8342465,0.51889896,0.9014945,0.7469246,0.4875211,0.91733414,0.83742857,0.4794565,0.91196173,0.8181323,0.49151605,0.90134245,0.8052865,-1,151.4216315,-1,-1,-1,-1,147.9462879,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.50227952,0.5149913,0.36234838,0.9447625,0.5148194,0.44101295,0.95540136,0.47166923,0.4407958,0.90969664,0.42068624,0.47763807,0.90050983,0.36177292,0.50884134,0.84989333,0.5541053,0.44600442,0.90105397,0.6088889,0.48265198,0.9000457,0.6484161,0.5141274,0.82638645,0.5148036,0.62417287,0.8593174,0.48360187,0.62407935,0.86683613,0.4873551,0.76019204,0.9011939,0.48758823,0.89107317,0.90658,0.5423453,0.62931687,0.8215802,0.5306845,0.7602805,0.847363,0.5229133,0.89113766,0.87392426,0.5109131,0.3569842,0.9446892,0.51897836,0.35709947,0.9647902,0.49129546,0.36765006,0.85593283,0.53460175,0.37807345,0.7732632,0.53456175,0.9173313,0.8046205,0.5501317,0.9069593,0.8376924,0.51890415,0.90147126,0.7470151,0.48752987,0.9173305,0.83729845,0.47946906,0.9119614,0.8194494,0.4952177,0.90134597,0.8047565,-1,151.3994422,-1,-1,-1,-1,147.9467408,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.562119484,0.5149847,0.362362,0.94260776,0.5148037,0.44103348,0.9542794,0.46789646,0.44081113,0.91012436,0.42056394,0.47765592,0.893688,0.36174178,0.5088654,0.844522,0.55043656,0.4460232,0.90428716,0.6051681,0.4826667,0.8974735,0.64833766,0.51416194,0.84459937,0.5147885,0.6241671,0.85794073,0.48359978,0.62407994,0.86653215,0.4873409,0.7602221,0.90288985,0.48759964,0.89106375,0.90355724,0.5423188,0.62930226,0.81969595,0.53445923,0.7652314,0.85070264,0.52292705,0.8911484,0.87308013,0.5109076,0.3569907,0.94341,0.518976,0.35710794,0.964198,0.49129364,0.3676587,0.8534447,0.5345989,0.37807432,0.7721267,0.53458726,0.91734153,0.80723214,0.5501551,0.90695506,0.8434218,0.5189109,0.90148544,0.7466777,0.4875298,0.91736054,0.84025645,0.47946826,0.9119938,0.82232046,0.49523702,0.90133876,0.8054414,-1,153.1336175,-1,-1,-1,-1,147.0650347,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.637916565,0.515009,0.36237192,0.94064504,0.51480174,0.4410384,0.95586413,0.46788007,0.4408112,0.9107646,0.4205247,0.47765064,0.89725137,0.3617237,0.5088955,0.85303056,0.55043834,0.44603884,0.9053464,0.60513127,0.4826842,0.89838237,0.648362,0.5190593,0.8604572,0.51479745,0.6241285,0.86106616,0.48360905,0.62403685,0.8688813,0.487332,0.76017535,0.90077406,0.48757434,0.8910023,0.903887,0.54232675,0.6292685,0.8220509,0.53065974,0.76028913,0.8512079,0.52289534,0.8911046,0.8755785,0.5109331,0.35700575,0.9438049,0.51899725,0.3571125,0.95796174,0.49131635,0.37268254,0.8505022,0.5383622,0.378077,0.76176035,0.53453135,0.9173169,0.8040982,0.5501177,0.9069533,0.83882624,0.51888776,0.9014472,0.7488882,0.48750982,0.9173186,0.8497645,0.47944027,0.9119578,0.8276423,0.4915014,0.896538,0.8104354,-1,151.2760126,-1,-1,-1,-1,147.0481133,-1,-1,-1,-1
2022:01:05:09:32:09,up_60_30_,8.699751377,0.5150045,0.3623877,0.93849856,0.5147968,0.44104466,0.9552411,0.46787357,0.44082248,0.90978515,0.420532,0.47764015,0.89716166,0.36171457,0.50887173,0.8516883,0.5504264,0.4460352,0.906748,0.60508096,0.48267418,0.8933678,0.6482982,0.51907325,0.86759937,0.51478773,0.624165,0.858145,0.48359472,0.6240695,0.86646825,0.487313,0.7601726,0.90105796,0.48757452,0.8910072,0.90306604,0.5423224,0.6293031,0.82106584,0.5306673,0.76028216,0.85042536,0.52289516,0.8910789,0.87171566,0.51092523,0.35701486,0.9422202,0.51899487,0.35712373,0.9571655,0.49130234,0.37269318,0.85185885,0.5383636,0.37808546,0.7620691,0.53063923,0.91728187,0.8004231,0.5464546,0.9069635,0.8310751,0.51890653,0.9014106,0.7435668,0.4874787,0.9173457,0.85145444,0.47573218,0.9119664,0.82498586,0.49151778,0.8965393,0.8055222,-1,151.2407942,-1,-1,-1,-1,147.0683318,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,8.763581038,0.5149948,0.36236614,0.93856645,0.5147968,0.4410356,0.9545979,0.46787596,0.4408163,0.9092655,0.42056853,0.47761613,0.9003266,0.36169708,0.5088697,0.8532238,0.55042356,0.44602445,0.9070352,0.6050397,0.48269367,0.8867839,0.64456403,0.5191035,0.8807267,0.5147826,0.6241212,0.85822165,0.48359162,0.6240214,0.867375,0.48731112,0.7601497,0.8987322,0.48756453,0.8909885,0.9012199,0.54231924,0.62925804,0.81984234,0.53067005,0.76027083,0.84871,0.5228991,0.89106345,0.8701899,0.51090616,0.35699657,0.9377447,0.5189887,0.35710922,0.9548033,0.4912839,0.3726836,0.848877,0.53836775,0.37808225,0.76209205,0.5306584,0.9172758,0.8029789,0.54646784,0.9069446,0.8347443,0.51890415,0.90140283,0.7433499,0.48749867,0.917324,0.84918123,0.47943497,0.91195613,0.825048,0.49149504,0.8965205,0.80726004,-1,150.1499813,-1,-1,-1,-1,147.0751371,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,8.825415134,0.5149866,0.36235893,0.93995273,0.5148078,0.44103172,0.9557469,0.4678864,0.4408054,0.91073316,0.42057517,0.47760603,0.90213764,0.3617176,0.5088732,0.85621023,0.5504526,0.4460263,0.9037658,0.6051172,0.4827366,0.89304733,0.64461446,0.5191215,0.87826306,0.51478094,0.62406665,0.8594422,0.48358756,0.6189615,0.8695762,0.48731032,0.7601531,0.89913464,0.4875681,0.89099765,0.90132654,0.54232746,0.62418157,0.8202338,0.53065926,0.76025254,0.84924483,0.5228941,0.8910692,0.87122905,0.51089656,0.35699594,0.937286,0.5189782,0.35710213,0.95768386,0.49128634,0.3726908,0.8478666,0.5383547,0.37807825,0.7675337,0.53067124,0.9172893,0.8043036,0.54647374,0.90695125,0.8358696,0.51889783,0.9014104,0.7461316,0.48749027,0.9173334,0.84935355,0.47943228,0.9119601,0.8255212,0.49150112,0.89653116,0.80612147,-1,150.1552021,-1,-1,-1,-1,147.0585583,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,8.887250185,0.5149955,0.36237317,0.9394759,0.51481146,0.44105256,0.95464224,0.4678978,0.4408211,0.90858287,0.42058113,0.47760683,0.9039215,0.3617064,0.5088561,0.8519808,0.5540882,0.44605938,0.8997044,0.6051345,0.48279396,0.88676244,0.64459205,0.519246,0.8821324,0.5147841,0.62417233,0.8565613,0.48358664,0.62407595,0.86500466,0.48730892,0.76018834,0.90130967,0.4875575,0.89106387,0.9060566,0.5423281,0.62930655,0.8205685,0.534483,0.7652281,0.8497081,0.52289957,0.89109564,0.87138045,0.5109077,0.35700536,0.9387779,0.5189867,0.35711077,0.9568627,0.49129987,0.37270936,0.8450426,0.53836775,0.37808225,0.7660629,0.5345003,0.91732746,0.8053563,0.5500999,0.90695107,0.83676475,0.5188914,0.901444,0.74339926,0.48750705,0.9224199,0.84342957,0.47944406,0.9120247,0.82028604,0.4914772,0.89658296,0.80475944,-1,148.3036429,-1,-1,-1,-1,147.070348,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,8.949086428,0.51501226,0.36231253,0.94343626,0.5148141,0.4410799,0.9536695,0.47166106,0.4408294,0.90778416,0.42056674,0.4776153,0.90311134,0.36171207,0.50886065,0.8544277,0.55409294,0.44609675,0.8992635,0.6052404,0.48284256,0.8926778,0.64841056,0.5193558,0.8755698,0.51477355,0.6292283,0.85737795,0.4835798,0.62409496,0.86539185,0.4872913,0.76021665,0.90616304,0.4875813,0.89106125,0.9039293,0.5423221,0.62935144,0.8205866,0.5344543,0.76528364,0.8555045,0.52291375,0.8911427,0.87327033,0.51092803,0.35696232,0.9391749,0.51900476,0.35706452,0.9558708,0.49131528,0.36767507,0.84603965,0.5383808,0.3780531,0.76312953,0.53068393,0.91736394,0.8079642,0.5500844,0.9070163,0.8360065,0.51892126,0.9014862,0.7395797,0.48748183,0.922452,0.8470276,0.47942972,0.91203254,0.8179605,0.4952323,0.90134215,0.8016927,-1,149.4411606,-1,-1,-1,-1,147.9201137,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.008924723,0.51501226,0.36228248,0.9457329,0.51480806,0.4410504,0.95483845,0.4678979,0.44081628,0.9086798,0.42055222,0.47764677,0.90432465,0.35809404,0.5089125,0.8594265,0.5504577,0.44605023,0.90147793,0.6051785,0.4828379,0.8896848,0.64828485,0.5193063,0.89161974,0.51477396,0.6241805,0.85638696,0.4835711,0.624076,0.864729,0.48730388,0.7602233,0.90549326,0.48759258,0.8910744,0.9018747,0.54232055,0.62932456,0.8194489,0.53445476,0.76528823,0.85357666,0.52292246,0.891114,0.8687794,0.5109296,0.35693896,0.9396703,0.51900315,0.3570443,0.9571681,0.49131358,0.36763325,0.85032165,0.5383702,0.37801623,0.76013786,0.53446984,0.9173673,0.80785763,0.55010045,0.9069773,0.8367778,0.5189258,0.9014498,0.7356114,0.48751473,0.9224248,0.8363349,0.4794663,0.9120177,0.81623733,0.4952383,0.90133846,0.79462576,-1,151.1565445,-1,-1,-1,-1,147.9084083,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.068764925,0.5150128,0.36228833,0.94485736,0.51480687,0.44106352,0.9536966,0.4716606,0.4408199,0.9077537,0.4205709,0.4776375,0.9054811,0.36170506,0.50887674,0.8580326,0.5504554,0.44606826,0.9004174,0.605186,0.48285314,0.88854367,0.6446322,0.51926464,0.89125484,0.5147738,0.6292232,0.8568608,0.48357347,0.6240871,0.8650453,0.48730367,0.7602113,0.905108,0.48757643,0.89106405,0.9045552,0.54232436,0.62934554,0.8203732,0.53069115,0.76528597,0.8543707,0.522915,0.8911081,0.86993873,0.5109273,0.3569403,0.9381773,0.51900834,0.35704994,0.9545623,0.4913053,0.36762968,0.8489984,0.5383784,0.37802225,0.75752836,0.5306615,0.9173514,0.8070805,0.55007964,0.90699726,0.83266383,0.5189188,0.9014439,0.7356263,0.4874799,0.9224292,0.8439848,0.4794318,0.91201574,0.8178849,0.49522126,0.9013375,0.80067223,-1,150.1364172,-1,-1,-1,-1,147.9210861,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.140573263,0.515013,0.3622879,0.9443186,0.51480836,0.44106248,0.9537327,0.46789765,0.44082445,0.9078626,0.42054927,0.47763982,0.9016974,0.35809332,0.50891834,0.8547307,0.55046064,0.44606516,0.90079683,0.6051978,0.48284867,0.89097637,0.6482911,0.5193158,0.889405,0.5147771,0.6241831,0.85654914,0.48357147,0.62407583,0.86493987,0.48730057,0.7602092,0.9050701,0.48757452,0.8910613,0.90418273,0.5423286,0.62933064,0.82090986,0.5306938,0.76528287,0.8543571,0.5229165,0.89111245,0.8706203,0.5109281,0.35694078,0.9377894,0.5190083,0.35704938,0.9540603,0.49130836,0.36763293,0.8479794,0.53837997,0.37802085,0.7578994,0.53067917,0.9173562,0.8071611,0.55009276,0.9069932,0.83485067,0.5189164,0.90145105,0.73673993,0.4874812,0.92243105,0.8432571,0.47942948,0.91201633,0.81741434,0.4952177,0.90133506,0.7999616,-1,151.1634585,-1,-1,-1,-1,147.9046308,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.208391428,0.5150182,0.36230403,0.9446471,0.5148072,0.44106954,0.9535356,0.46789593,0.4408281,0.9078575,0.42054018,0.4776408,0.90007293,0.3616921,0.5088817,0.84999675,0.5504584,0.4460793,0.90099066,0.60516965,0.48286372,0.8852392,0.644576,0.5192403,0.89205,0.5147696,0.62416625,0.8564878,0.48357275,0.62405694,0.86582327,0.48729488,0.76021373,0.9065313,0.48758388,0.8910417,0.9014797,0.54231167,0.62931275,0.8186673,0.5344631,0.7652663,0.8543324,0.5229132,0.8911018,0.87223464,0.51093745,0.35695088,0.93990314,0.5190159,0.35706347,0.95391333,0.4913173,0.36764064,0.8479051,0.53837955,0.37804002,0.7580145,0.5345569,0.9224003,0.81230676,0.55014336,0.90697384,0.84359425,0.5188985,0.9014488,0.7440323,0.4875076,0.92242604,0.8435719,0.47945258,0.9120222,0.822923,0.49151912,0.89656657,0.8022944,-1,150.1397421,-1,-1,-1,-1,147.0540843,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.274215698,0.5150191,0.362341,0.93890035,0.5148088,0.44107616,0.95316035,0.46788323,0.4408437,0.9076066,0.4205796,0.4776517,0.90376353,0.36173093,0.50885886,0.8527002,0.5541037,0.4460678,0.8980846,0.60514337,0.48276323,0.88958377,0.64461607,0.51924586,0.8786637,0.5147694,0.62416,0.8563097,0.48357037,0.6240532,0.86484224,0.48731783,0.76021206,0.90710473,0.4876002,0.891055,0.90196586,0.542311,0.6293039,0.8184238,0.53446674,0.7652647,0.8541098,0.52292603,0.89110595,0.869908,0.5109309,0.3569809,0.9376771,0.5190144,0.3570832,0.95154643,0.4913025,0.37267604,0.84920853,0.5383876,0.378043,0.7581051,0.5344956,0.9173769,0.8091232,0.55010784,0.9069934,0.8391688,0.5189292,0.90144765,0.7387981,0.48749924,0.92241025,0.8479618,0.47945043,0.9120027,0.8268232,0.49525392,0.9013377,0.80120665,-1,148.2844639,-1,-1,-1,-1,147.0671915,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.334056139,0.5150148,0.3623562,0.93637234,0.5147982,0.4410831,0.9527752,0.46786752,0.44084072,0.9076497,0.41683424,0.4776441,0.89640546,0.35806057,0.5089126,0.8446055,0.5504387,0.44607702,0.9038667,0.6012549,0.48266438,0.88212943,0.64454806,0.51910585,0.8813269,0.51470643,0.6241239,0.848964,0.4835244,0.62403905,0.8629116,0.4836635,0.7602177,0.90832436,0.4876029,0.89099437,0.89311695,0.5422389,0.6292498,0.80834824,0.5344941,0.7602869,0.84880745,0.5229091,0.8911268,0.8746469,0.51093024,0.35699883,0.9364014,0.5190045,0.35709468,0.95178217,0.49131566,0.37272227,0.842791,0.53838897,0.3780696,0.76169693,0.5305925,0.9173609,0.8066984,0.54644525,0.9119428,0.83208096,0.5189383,0.9014309,0.7463006,0.4875294,0.91728973,0.8334619,0.47946897,0.9069963,0.81836843,0.4952365,0.89652765,0.7903229,-1,150.1648568,-1,-1,-1,-1,147.9083451,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.399880409,0.5150001,0.36236218,0.93577975,0.51481664,0.44105792,0.9545564,0.4678516,0.44082192,0.90926677,0.41685778,0.4776238,0.893686,0.3580688,0.50890267,0.8489071,0.554123,0.44604608,0.9004956,0.6052358,0.48271638,0.89968365,0.6484268,0.5142196,0.83811975,0.5147206,0.6241148,0.85008216,0.483516,0.6240294,0.8618404,0.48367167,0.76018435,0.9057313,0.4875886,0.89103067,0.89811295,0.54227567,0.6292458,0.8113457,0.53451496,0.76024467,0.84548956,0.52288574,0.8911251,0.87559074,0.51091814,0.35700247,0.9350385,0.5189851,0.35710302,0.95481265,0.49132153,0.37271756,0.8406024,0.5383619,0.3780682,0.76734155,0.5306265,0.9173392,0.80846345,0.5464508,0.907,0.8347968,0.5189085,0.9014322,0.74754804,0.4875498,0.91728854,0.826662,0.47947997,0.90701,0.81270593,0.49151778,0.8965434,0.79272676,-1,151.3687679,-1,-1,-1,-1,147.9073637,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.461714983,0.5150158,0.36235157,0.9391983,0.51483244,0.4409996,0.9595281,0.46787104,0.44077986,0.9114911,0.42056853,0.4776172,0.89888895,0.3617013,0.5088503,0.85004044,0.55412716,0.44115996,0.9051486,0.6052294,0.4825682,0.89822537,0.6484867,0.5139932,0.8411372,0.51474637,0.62409896,0.85337436,0.4835409,0.6239965,0.8635956,0.48368633,0.7602015,0.9064189,0.4876049,0.8910265,0.89550364,0.54230195,0.6292455,0.8154824,0.5345116,0.7602844,0.8480264,0.52289534,0.8911392,0.8749895,0.51094055,0.35699108,0.939329,0.51900154,0.35710466,0.9542047,0.4913362,0.37267265,0.8438721,0.5383711,0.3780566,0.7653922,0.5306773,0.9173403,0.8116822,0.54648656,0.90698695,0.84184664,0.51891184,0.9014577,0.7462136,0.4875793,0.9172981,0.8278439,0.47951367,0.9119512,0.815958,0.49522468,0.89654845,0.7899595,-1,142.5703715,-1,-1,-1,-1,147.0660712,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.52355361,0.51501673,0.36235735,0.9359413,0.51484895,0.44104514,0.9575935,0.46786103,0.4408128,0.9099266,0.42056203,0.47762123,0.89602655,0.36169195,0.5088642,0.84993386,0.5542095,0.4460142,0.8983866,0.6090856,0.48253503,0.9130688,0.6562276,0.50888443,0.7929648,0.5147551,0.6240715,0.8538156,0.48354524,0.6189651,0.86556315,0.48368078,0.76019615,0.9059122,0.48760268,0.8910462,0.89601725,0.5423153,0.6241825,0.8133777,0.53450763,0.7602534,0.84649163,0.52290124,0.8911185,0.87195814,0.5109399,0.35699728,0.937245,0.5190032,0.35710478,0.95179665,0.4913377,0.37269667,0.8408576,0.5383746,0.37807184,0.7630344,0.5306174,0.9173082,0.80743176,0.54645365,0.9069762,0.83668053,0.5189258,0.9014325,0.7395333,0.48757046,0.917329,0.8273658,0.47950512,0.91197634,0.8122585,0.49523047,0.8965601,0.785666,-1,155.5511381,-1,-1,-1,-1,147.0579513,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.585384369,0.51501626,0.36234337,0.93762326,0.51483285,0.441033,0.95710814,0.46784687,0.440812,0.9096575,0.42054042,0.47764817,0.89359105,0.3580562,0.50893617,0.85402924,0.5541876,0.445984,0.8998007,0.6090318,0.4824769,0.90857685,0.6561625,0.5036776,0.81043464,0.5147539,0.6241004,0.85469663,0.48353922,0.6240105,0.8639833,0.48368865,0.7602132,0.90737927,0.48759654,0.8910389,0.89756954,0.5423171,0.62923485,0.8144049,0.5345311,0.7602693,0.8467987,0.5228863,0.8911163,0.872893,0.5109407,0.35698256,0.93791014,0.5190038,0.35710055,0.95181537,0.4913372,0.36766657,0.84378386,0.5383604,0.37806103,0.7581734,0.53060746,0.9173268,0.8054698,0.54645085,0.90699357,0.83253145,0.51890826,0.9014252,0.7391465,0.48756889,0.9173357,0.83486456,0.47950178,0.9119835,0.8181256,0.49521852,0.89655566,0.789628,-1,157.6708283,-1,-1,-1,-1,147.9112464,-1,-1,-1,-1
2022:01:05:09:32:10,up_60_30_,9.646221399,0.5149848,0.36230984,0.94172853,0.5148266,0.44100794,0.9572533,0.46784136,0.44080275,0.91098875,0.41685927,0.4776539,0.89452934,0.35807452,0.5089163,0.8502698,0.5541797,0.4411512,0.90076715,0.60902596,0.47771785,0.9149715,0.6562801,0.4985248,0.81124383,0.51476896,0.62409425,0.85485524,0.48354825,0.62400156,0.86297274,0.48369372,0.7601848,0.9077937,0.48759994,0.89105487,0.8972096,0.54233927,0.6292293,0.8159573,0.5345691,0.76028514,0.8458607,0.52287745,0.89113873,0.87438977,0.51090056,0.35695523,0.9354374,0.51897067,0.35707593,0.9589397,0.49130473,0.36764383,0.8487713,0.5345792,0.37802923,0.76546824,0.5345039,0.9224137,0.81028247,0.5501092,0.9070081,0.84017277,0.51887697,0.901468,0.74041265,0.48758388,0.9224082,0.83324206,0.47951457,0.91203445,0.82035685,0.49520987,0.8965827,0.7904817,-1,150.8754884,-1,-1,-1,-1,147.9289626,-1,-1,-1,-1
