now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck,
2022:01:05:09:32:31,up_60_30_,30.69507027,0.51505196,0.3622758,0.94200045,0.51480806,0.4410022,0.95421696,0.46778837,0.44083118,0.9131987,0.41686007,0.477692,0.8916913,0.3618043,0.50891465,0.86220163,0.5541421,0.44110516,0.91106945,0.60910404,0.48248366,0.910676,0.65626824,0.50362843,0.8083786,0.5148347,0.6292294,0.860828,0.48361263,0.62407136,0.8670274,0.48733562,0.7600785,0.8995867,0.4876231,0.89101666,0.89575934,0.5424034,0.6293594,0.8250762,0.53451985,0.7601537,0.84002876,0.52290905,0.89113283,0.8755038,0.5109932,0.35689873,0.9425197,0.5190683,0.3570754,0.94431394,0.49133253,0.3674947,0.8625225,0.53840226,0.37806493,0.7567617,0.52675706,0.9173418,0.8138312,0.5463998,0.9119775,0.832546,0.5189463,0.9014184,0.7428296,0.48746964,0.9173202,0.85097533,0.47573632,0.9070024,0.82111853,0.4952862,0.8965705,0.7955413,-1,148.6743388,-1,-1,-1,-1,147.0751994,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,30.76488423,0.5150605,0.36230037,0.940005,0.5148105,0.4410216,0.95429295,0.46778035,0.44084918,0.9124491,0.41684902,0.47770363,0.8918288,0.361805,0.5089298,0.8647964,0.5541477,0.44112676,0.9100552,0.6091277,0.48248133,0.9104927,0.6600734,0.5036948,0.8048106,0.5148178,0.6292285,0.8597459,0.48360825,0.62407094,0.8666839,0.4873341,0.7601082,0.9024076,0.48762795,0.89102817,0.8956976,0.5423749,0.6293536,0.82327414,0.5344896,0.7601735,0.8399173,0.52292067,0.89110744,0.8719189,0.5110022,0.3569178,0.94360346,0.52268577,0.3570921,0.9423698,0.49133688,0.36751303,0.8640778,0.5384174,0.3780763,0.7558314,0.5267365,0.91729975,0.81121707,0.5463867,0.9119535,0.83102685,0.5189622,0.901401,0.73706007,0.48749754,0.91729665,0.8481786,0.47945464,0.9069908,0.8232011,0.49528974,0.8965751,0.7930341,-1,149.5837579,-1,-1,-1,-1,147.0724948,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,30.82472324,0.51506543,0.36229345,0.94054437,0.5148154,0.4410202,0.9549032,0.467798,0.44086066,0.9106643,0.42051813,0.47770798,0.891511,0.3617706,0.50896233,0.8699863,0.5541503,0.44111598,0.90929514,0.60911405,0.47774017,0.9097606,0.6600559,0.5036135,0.80424833,0.51483214,0.6292312,0.86085045,0.483615,0.6240715,0.86720765,0.48733765,0.7600889,0.90131176,0.48763397,0.8910237,0.8957317,0.54239756,0.62935334,0.8247379,0.53452945,0.7601448,0.8399111,0.5229132,0.8911172,0.8748359,0.5110042,0.3569131,0.94362646,0.52269346,0.3570819,0.94225204,0.49133438,0.36751255,0.8650436,0.53843135,0.37806255,0.75549614,0.5267237,0.9173107,0.8111121,0.5463741,0.9119645,0.8286215,0.5189573,0.9013932,0.74308896,0.48749128,0.9173154,0.84928834,0.47945225,0.906999,0.82338756,0.49529737,0.89657086,0.79464746,-1,149.5936204,-1,-1,-1,-1,147.0928541,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,30.90451002,0.5150578,0.36229533,0.9410028,0.514817,0.44103357,0.95523435,0.46781862,0.4408699,0.90911084,0.41686237,0.4777152,0.8896819,0.36176795,0.5089038,0.8607248,0.5541436,0.4411304,0.91061926,0.6091203,0.48247778,0.91466707,0.6639632,0.50371003,0.81836087,0.5148297,0.6292336,0.8611624,0.48362476,0.6240767,0.86724555,0.48735014,0.760144,0.9039353,0.48765758,0.8910127,0.8913435,0.5423784,0.62935895,0.8241785,0.5344607,0.7601871,0.8412642,0.5266206,0.89107317,0.8699978,0.51099396,0.35691372,0.94288546,0.5226821,0.3570831,0.9431956,0.4913297,0.36752242,0.86355776,0.5384314,0.37807295,0.7592447,0.52674764,0.9172791,0.8123839,0.54639053,0.9070031,0.83586216,0.5189881,0.9013696,0.73386526,0.48751807,0.9172822,0.8510573,0.47947997,0.9069779,0.8295199,0.49533477,0.8965616,0.79014385,-1,150.4648355,-1,-1,-1,-1,147.1193752,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,30.96634507,0.5150782,0.36226213,0.9414283,0.51481915,0.44103456,0.9551609,0.46781346,0.4408572,0.90974814,0.41684365,0.47770074,0.88755405,0.36172867,0.5089192,0.86100256,0.55415815,0.44113424,0.90783095,0.6091493,0.47773772,0.91889286,0.66394866,0.50360817,0.81521076,0.5148079,0.6292418,0.8594879,0.48359758,0.62408775,0.86710805,0.4873208,0.7601761,0.90680116,0.48767093,0.8910075,0.88879704,0.54236335,0.62936735,0.8219776,0.534468,0.7602473,0.84359014,0.52662414,0.89114183,0.87393594,0.5110106,0.35689434,0.9415083,0.52271104,0.35705197,0.9404353,0.4913385,0.3675146,0.861724,0.53845096,0.37803313,0.751622,0.5305715,0.91735166,0.8096685,0.54643965,0.9119652,0.8334123,0.5189747,0.9014303,0.74318266,0.48747796,0.91728145,0.8512088,0.4794543,0.9069583,0.8291731,0.49536204,0.89656603,0.7910772,-1,150.504084,-1,-1,-1,-1,147.100367,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.0321691,0.5150821,0.36226296,0.94096094,0.5148198,0.4410322,0.95541316,0.46780553,0.4408606,0.9098608,0.4168194,0.47770324,0.8866838,0.36171654,0.5089316,0.86077356,0.55415606,0.44112712,0.90869063,0.6091467,0.47772887,0.9190024,0.660178,0.50358874,0.8160626,0.51481086,0.6292416,0.8594908,0.4836027,0.6240886,0.8669338,0.4873254,0.7601742,0.9067304,0.48767084,0.89101017,0.88902026,0.54236436,0.62936693,0.8221367,0.5344752,0.76025313,0.8434777,0.52662665,0.8911431,0.8739142,0.5110139,0.35689515,0.9410847,0.5227173,0.35704878,0.93990725,0.4913392,0.36751607,0.8617302,0.53845996,0.37802416,0.7524196,0.5305797,0.9173526,0.80957454,0.5464469,0.9119632,0.8340367,0.51897633,0.9014318,0.74168164,0.4874889,0.9172861,0.8512671,0.4794629,0.90696657,0.8296187,0.4953592,0.8965676,0.7916378,-1,149.634278,-1,-1,-1,-1,147.1050042,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.09699631,0.5150775,0.36227468,0.94117695,0.5148217,0.4410284,0.9560057,0.46781394,0.44086012,0.9090674,0.4168396,0.4777102,0.88644314,0.36173818,0.50894606,0.8620564,0.55414903,0.44112387,0.9107174,0.6091631,0.47774225,0.92072046,0.66394824,0.5036882,0.81643736,0.51480764,0.6292394,0.85972184,0.48359796,0.624085,0.8672984,0.48733032,0.7601708,0.9064982,0.48766124,0.8910023,0.89035714,0.542364,0.6293678,0.82248795,0.5345029,0.76024723,0.8427524,0.52293205,0.8911346,0.87391245,0.5110078,0.35690278,0.941896,0.5227095,0.35705408,0.9411834,0.49134168,0.36751664,0.86176085,0.5384567,0.37802008,0.75361365,0.53056115,0.9173545,0.81026196,0.5464361,0.9119724,0.83360016,0.5189681,0.90142304,0.7382893,0.48749962,0.91728693,0.8515251,0.4794682,0.9069721,0.83013713,0.49533907,0.89656377,0.7924495,-1,150.4643258,-1,-1,-1,-1,147.1000718,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.16082525,0.51508385,0.3622855,0.9421766,0.514822,0.44102806,0.95559776,0.46781895,0.44086343,0.90951806,0.4168609,0.47771192,0.8893323,0.3617883,0.5089128,0.8616305,0.5541429,0.44112304,0.9113449,0.6091688,0.48247963,0.91760826,0.6639612,0.5037194,0.81398404,0.5148222,0.629231,0.86103463,0.48360932,0.6240738,0.86887175,0.48732528,0.7601383,0.90465224,0.4876671,0.8910085,0.89043045,0.54237914,0.6293613,0.8238406,0.53450924,0.76022017,0.84246707,0.5229328,0.89111644,0.8732554,0.51101685,0.3569134,0.9449255,0.5227141,0.35705832,0.9416618,0.49135226,0.36752504,0.8632148,0.5384596,0.37800482,0.7511519,0.5305504,0.9173502,0.8153051,0.54642874,0.9119684,0.8376358,0.5189696,0.9014031,0.73857576,0.48749024,0.91730547,0.85064816,0.47946,0.90698355,0.82910854,0.49535498,0.8965702,0.79317033,-1,150.4552851,-1,-1,-1,-1,147.1073942,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.23063898,0.5150801,0.36228853,0.93969357,0.5148183,0.44102862,0.9557739,0.4678054,0.4408682,0.9098355,0.41685894,0.4777344,0.8906168,0.36180896,0.50894684,0.8665249,0.5541489,0.4411211,0.91064274,0.6091994,0.48248234,0.9183498,0.66402894,0.5087678,0.81843936,0.51482105,0.62923586,0.8609093,0.48360708,0.62408507,0.86846954,0.48732203,0.76014274,0.9045303,0.48766407,0.89100313,0.8898545,0.54238075,0.6293607,0.82407594,0.53450274,0.7602429,0.8432313,0.52292776,0.89112103,0.87427044,0.51101226,0.35691434,0.94301325,0.5227113,0.3570636,0.94056004,0.49134514,0.36753413,0.8639538,0.53845745,0.37802845,0.75571954,0.52676946,0.9173371,0.81377804,0.5464148,0.9119766,0.8355778,0.5189689,0.9014048,0.73814267,0.48749238,0.91731006,0.8500171,0.4794599,0.9069873,0.8275623,0.49535078,0.89656264,0.7904567,-1,148.5165498,-1,-1,-1,-1,147.0929509,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.29247785,0.515073,0.36231333,0.9384046,0.5148258,0.4410142,0.9571517,0.4678233,0.44084367,0.91262746,0.4205701,0.47770053,0.89619493,0.36190403,0.50884104,0.8512052,0.55414885,0.4411288,0.9099164,0.6091179,0.48248562,0.9148364,0.6600799,0.5036873,0.81530946,0.5148415,0.6292395,0.86309576,0.48363072,0.6240899,0.86805534,0.48735002,0.760164,0.9054271,0.4876666,0.89100236,0.8886191,0.54239756,0.6293684,0.82712847,0.53453493,0.7602533,0.844774,0.52291435,0.8911081,0.8726717,0.51100564,0.3569346,0.9424909,0.52269644,0.35708082,0.94112194,0.49135092,0.3675422,0.85875356,0.5384436,0.3780143,0.752411,0.52673715,0.9173562,0.81731474,0.5463857,0.91201204,0.8367098,0.51896304,0.90138674,0.7395821,0.4874543,0.91732,0.8488873,0.47943696,0.9069822,0.82380724,0.49535912,0.8965652,0.7893133,-1,149.6026058,-1,-1,-1,-1,147.0927393,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.37226009,0.5150753,0.36231813,0.93582034,0.51483065,0.44101027,0.95830464,0.4678356,0.4408491,0.91302687,0.4206028,0.47768596,0.8962796,0.36186868,0.5089458,0.86163384,0.55415136,0.44111648,0.9102626,0.6091472,0.4824715,0.91587013,0.6601316,0.5036279,0.81357616,0.5148548,0.6292402,0.86334926,0.48364598,0.624085,0.8680259,0.4873487,0.76016384,0.9061026,0.4876516,0.8910264,0.89346033,0.54240716,0.6293758,0.82730705,0.5345591,0.7602751,0.8436932,0.5229207,0.8911537,0.8742914,0.5110029,0.3569427,0.94117916,0.5226968,0.35708287,0.93933934,0.49133343,0.36757064,0.8665387,0.53844947,0.37802437,0.7542905,0.52677166,0.917385,0.80755615,0.5464128,0.9120278,0.827356,0.51895654,0.90142053,0.74129045,0.48743483,0.9173347,0.85159785,0.47572252,0.90699106,0.8242728,0.49534032,0.896582,0.7929733,-1,149.6209491,-1,-1,-1,-1,147.077792,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.43608999,0.51506954,0.36233118,0.9350185,0.5148267,0.44101143,0.9584006,0.46784616,0.4408533,0.91260594,0.4206357,0.4776771,0.89550865,0.36189967,0.5089223,0.85690135,0.5541298,0.44111484,0.9122289,0.6091124,0.48246753,0.9167257,0.6600517,0.50361735,0.8123232,0.5148534,0.6292407,0.8633307,0.4836547,0.6240886,0.8678312,0.48736984,0.76014,0.9051107,0.4876475,0.8909823,0.89244026,0.54239523,0.6293694,0.8269213,0.5346014,0.76023716,0.8424462,0.52289736,0.89112264,0.87563896,0.5109951,0.35695523,0.94109744,0.52268666,0.3570926,0.9392428,0.49132088,0.36759916,0.86774427,0.5384366,0.37804312,0.7535618,0.526748,0.917335,0.80940306,0.54638815,0.9119981,0.82652193,0.518932,0.9013874,0.74594367,0.48744026,0.91726327,0.8511945,0.47573164,0.90693736,0.8289315,0.49531955,0.8965507,0.7974118,-1,149.6067134,-1,-1,-1,-1,147.08703,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.50590277,0.51504797,0.3623017,0.9382762,0.5148307,0.4410134,0.9589516,0.467839,0.44086775,0.91039795,0.42062157,0.4777262,0.8959603,0.36184716,0.5139764,0.8744514,0.55413806,0.44110498,0.91065735,0.60905814,0.477715,0.91077197,0.6601062,0.5035612,0.819131,0.51486677,0.62923914,0.86609596,0.48366168,0.6240851,0.87071997,0.4873839,0.76022387,0.9115703,0.48761225,0.8911118,0.90815395,0.5424124,0.62937206,0.8284577,0.53458154,0.7652407,0.84794044,0.5228951,0.8911691,0.87927836,0.5109666,0.35692444,0.93800074,0.51905966,0.35707438,0.9424878,0.49129942,0.36754695,0.867214,0.53841066,0.37800825,0.7491784,0.5266886,0.91737777,0.81824565,0.54636234,0.9120371,0.8255302,0.51894003,0.90142757,0.7347142,0.48743287,0.9173753,0.8540838,0.47572505,0.91195446,0.82140374,0.49528158,0.9013759,0.7976139,-1,149.6189533,-1,-1,-1,-1,145.2261676,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.56574345,0.5150515,0.36229816,0.93908036,0.5148253,0.44102883,0.95850694,0.46784616,0.44088286,0.90923434,0.42061386,0.4777084,0.8943045,0.36184955,0.5139816,0.87575835,0.55412817,0.44111413,0.91062313,0.6090334,0.4776935,0.9122443,0.6600632,0.49845538,0.81883395,0.5148541,0.6292204,0.8652029,0.48365408,0.6240676,0.8713766,0.487378,0.7601934,0.910843,0.4876255,0.8910739,0.9025376,0.542393,0.6293503,0.8277137,0.53457403,0.76522714,0.84914756,0.5229107,0.89117116,0.87933695,0.5109763,0.35692033,0.93980414,0.5190596,0.35707688,0.9428997,0.49130616,0.36753052,0.86948293,0.538403,0.3780201,0.7457191,0.5267358,0.9224021,0.82316494,0.5463889,0.9120316,0.83621633,0.5189513,0.9014535,0.7347391,0.4874608,0.917353,0.85360456,0.47943228,0.90701056,0.82356113,0.4952992,0.90135235,0.7946005,-1,151.698239,-1,-1,-1,-1,145.2305602,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.63555694,0.5150491,0.36227134,0.94085914,0.51482415,0.4410299,0.9581576,0.46783173,0.44088942,0.90904945,0.42056808,0.47771424,0.8883292,0.3618143,0.5140291,0.8823556,0.5541505,0.44111452,0.90877426,0.6090831,0.4777054,0.91379,0.6600936,0.4984531,0.8156427,0.5148665,0.6292231,0.8663262,0.48365915,0.6240734,0.871789,0.4873865,0.76018655,0.9096239,0.48761842,0.89109457,0.90559345,0.54241306,0.6293522,0.82912916,0.5346043,0.7652241,0.8471507,0.5228784,0.89115626,0.8814478,0.51096964,0.35690066,0.9386679,0.5190555,0.35705686,0.94425374,0.49128452,0.36750564,0.87673086,0.53839326,0.37799835,0.74361724,0.52670014,0.91736025,0.82746786,0.54635555,0.9120206,0.83630574,0.51892185,0.90143317,0.7390062,0.48746416,0.91733587,0.8473477,0.4794428,0.9069995,0.8211079,0.4952788,0.90136886,0.7978055,-1,151.7000974,-1,-1,-1,-1,145.2275619,-1,-1,-1,-1
2022:01:05:09:32:32,up_60_30_,31.69739151,0.5150136,0.3623466,0.9383246,0.51480484,0.44104922,0.9560023,0.4677831,0.4409219,0.90925056,0.42052335,0.47773072,0.88001204,0.36180967,0.51399976,0.88073575,0.55412674,0.44111434,0.9116489,0.6090375,0.47769052,0.91385436,0.6562472,0.49839708,0.81858814,0.51488215,0.6292414,0.86719424,0.4836732,0.62409264,0.8705475,0.4873907,0.7601881,0.91046196,0.48761493,0.8910988,0.9064153,0.5424317,0.6293679,0.8306316,0.53458595,0.7602793,0.845953,0.52288055,0.89117014,0.8830584,0.5109311,0.3569603,0.94037634,0.51901144,0.35711432,0.9510432,0.4876582,0.36757123,0.88458514,0.53459185,0.37805057,0.74565965,0.52672964,0.9224122,0.82801425,0.5463764,0.9120508,0.8371182,0.5189182,0.9014517,0.73794574,0.48746917,0.91737145,0.8484746,0.47944924,0.9119554,0.822015,0.49526802,0.9013785,0.7984639,-1,150.8053736,-1,-1,-1,-1,145.255239,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,31.76720452,0.5150165,0.36234245,0.9399217,0.5147993,0.44103676,0.9564973,0.46777216,0.44091088,0.91036075,0.4205262,0.47771943,0.8806115,0.36180964,0.513999,0.8788298,0.5541142,0.4411029,0.9129131,0.6090044,0.47768277,0.9120905,0.6562316,0.49839476,0.82017946,0.51488537,0.6292248,0.866621,0.48367673,0.6240804,0.87068856,0.48739088,0.7601909,0.91056836,0.48761326,0.89109457,0.9064665,0.54243493,0.62934715,0.83004665,0.53458995,0.7602757,0.84561986,0.5228886,0.89118016,0.8843906,0.5109353,0.35695806,0.9415032,0.51901346,0.35711426,0.95230013,0.48765743,0.36756596,0.88453126,0.5345901,0.37804365,0.7444514,0.52675414,0.92242193,0.82924753,0.54639715,0.9120527,0.8396083,0.5189239,0.9014606,0.73934644,0.4874824,0.91736054,0.84627646,0.47945493,0.9119503,0.82185143,0.49526414,0.9013741,0.7976163,-1,150.8022332,-1,-1,-1,-1,145.2504868,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,31.82704449,0.51500434,0.36235544,0.94099325,0.51480097,0.44102556,0.95671767,0.4677759,0.44090417,0.91175914,0.42055577,0.47769216,0.88514715,0.3618305,0.5139769,0.8765722,0.5541108,0.44108722,0.9152868,0.60901153,0.47767943,0.9138612,0.6562257,0.49837306,0.8215986,0.51488984,0.62418,0.8669793,0.48367777,0.6240621,0.87112194,0.48740193,0.76016736,0.9091226,0.4876081,0.8910942,0.9071475,0.54243654,0.6293265,0.83111584,0.5345991,0.76026666,0.8453883,0.5228893,0.89118546,0.88408005,0.5109208,0.35697335,0.9422136,0.518993,0.35712484,0.9561534,0.4876491,0.36758468,0.8866065,0.53456086,0.37805626,0.74333256,0.5267782,0.92241335,0.8268334,0.5464106,0.9120362,0.8394182,0.5189134,0.90146965,0.7411088,0.48748296,0.9173538,0.8462575,0.47945222,0.90701276,0.82221943,0.4952536,0.9013752,0.7988643,-1,150.7976997,-1,-1,-1,-1,145.2572854,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,31.88888025,0.5150321,0.3623462,0.9413527,0.51479894,0.44103813,0.9568668,0.46776867,0.4409152,0.9096598,0.42056948,0.4777246,0.88530266,0.36183652,0.5139718,0.8780943,0.55411685,0.44110346,0.9141516,0.6090637,0.47773048,0.9178664,0.6562738,0.4984491,0.8154253,0.5148882,0.62924117,0.8672195,0.48367643,0.6240959,0.8705434,0.48739338,0.76017165,0.9102537,0.4876058,0.891093,0.9095262,0.54244006,0.62935746,0.8308349,0.5345757,0.76027733,0.8455994,0.5228527,0.8911735,0.8865708,0.5109504,0.35696235,0.94456834,0.5190272,0.35710955,0.95065635,0.48766023,0.36756137,0.89005995,0.53835756,0.37803516,0.7365185,0.52675706,0.91737044,0.82818186,0.54638207,0.9120177,0.8393708,0.5188839,0.90145195,0.75050104,0.4874476,0.917342,0.8452913,0.47943455,0.9069971,0.8205659,0.49524745,0.90136796,0.8075505,-1,150.7875925,-1,-1,-1,-1,145.2579598,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,31.95270848,0.5150343,0.36234772,0.941111,0.51479673,0.44103867,0.9563826,0.46775347,0.44091055,0.910653,0.41686743,0.48247406,0.8780494,0.36183158,0.5139802,0.876034,0.5541218,0.44110373,0.9136299,0.60906595,0.47773027,0.917737,0.6562602,0.4984317,0.8167874,0.5148857,0.629233,0.86709946,0.48367113,0.624088,0.8706824,0.4873926,0.7601729,0.9104101,0.48760653,0.89109963,0.90961605,0.54243946,0.629349,0.8308236,0.5345741,0.76027614,0.8457985,0.5228532,0.89117545,0.88680387,0.5109531,0.35696244,0.9448084,0.51903045,0.35711098,0.9494942,0.48766023,0.36755726,0.8906262,0.53835994,0.3780361,0.7355795,0.5267567,0.9173711,0.82827705,0.54638,0.9120194,0.8391735,0.5188851,0.9014532,0.7507243,0.48744366,0.91734594,0.844581,0.47943312,0.90699863,0.8197045,0.49524927,0.9013728,0.8071681,-1,150.7902716,-1,-1,-1,-1,145.2443093,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,32.01454306,0.5150377,0.36234453,0.94092274,0.51479703,0.44102824,0.9567546,0.4677657,0.4409089,0.9098669,0.4205305,0.48248047,0.88044494,0.3618475,0.5139754,0.8721863,0.554113,0.44109267,0.9147002,0.6090436,0.47773433,0.91614914,0.6562425,0.49842924,0.8167138,0.51488477,0.62922364,0.8662933,0.48367098,0.62407994,0.8697399,0.48739734,0.7601669,0.90951574,0.48760346,0.8911023,0.9100009,0.5424403,0.6293407,0.83056766,0.53457433,0.7602818,0.8454271,0.522852,0.8911821,0.88714564,0.51095265,0.35696012,0.94382614,0.51903296,0.35710448,0.94833755,0.48765638,0.3675547,0.8898605,0.53836447,0.3780127,0.7317393,0.5267645,0.9173768,0.8275913,0.54638463,0.91202146,0.83909416,0.518881,0.90145993,0.7509874,0.4874465,0.9173489,0.8436192,0.47943354,0.9070031,0.81865823,0.49524283,0.90137535,0.8074345,-1,150.7835936,-1,-1,-1,-1,145.2552145,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,32.08635139,0.5150496,0.36233643,0.9419941,0.5147899,0.44101107,0.9571945,0.46775195,0.4408967,0.9114743,0.41680023,0.4825004,0.87793154,0.36177903,0.514037,0.877975,0.5540953,0.44108117,0.91778517,0.6090521,0.47773904,0.91564137,0.6562064,0.49840006,0.8166505,0.51487154,0.6292436,0.8657181,0.48366922,0.6240966,0.8695052,0.48738754,0.7601425,0.90874064,0.48762026,0.89107215,0.9048937,0.5424147,0.6293651,0.82793224,0.5345703,0.7602739,0.8457313,0.52285516,0.89116305,0.8860421,0.51097053,0.35696137,0.9460993,0.5190404,0.3570961,0.94798994,0.48766798,0.36756408,0.89179116,0.5383651,0.37799922,0.7279922,0.52675796,0.91735107,0.8225515,0.546382,0.91199183,0.83644015,0.51889163,0.9014453,0.7471008,0.4874841,0.9173272,0.84450316,0.47946563,0.9069921,0.8233146,0.49526557,0.90135366,0.80037785,-1,150.7950014,-1,-1,-1,-1,145.2480368,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,32.15018082,0.5150498,0.3623345,0.9429527,0.5147872,0.44102126,0.956262,0.4639987,0.4409089,0.91184133,0.41677248,0.48250863,0.87649983,0.36178067,0.5140235,0.87729573,0.5540936,0.44108653,0.9176216,0.6090442,0.48246711,0.91577405,0.6562126,0.49843737,0.8170426,0.51486915,0.6292602,0.86634576,0.4836678,0.6241145,0.8690904,0.48739251,0.7601497,0.90805787,0.48762396,0.89107484,0.9038702,0.54241186,0.6293816,0.8282558,0.5345717,0.7602798,0.8454572,0.5228631,0.8911591,0.88444996,0.510971,0.35696244,0.9468049,0.51903856,0.35709316,0.94937754,0.48766902,0.36756572,0.89306784,0.53835773,0.37799108,0.7272167,0.5267778,0.9173514,0.8227457,0.54639494,0.9119843,0.8389273,0.5188964,0.9014463,0.7471848,0.48748732,0.9173284,0.8428556,0.47946915,0.9069947,0.8227053,0.49526933,0.90135527,0.7996423,-1,150.776231,-1,-1,-1,-1,144.2978453,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,32.21401,0.5150484,0.3623347,0.94292563,0.5147904,0.4410274,0.9558798,0.46399733,0.44090423,0.911697,0.4167904,0.48251268,0.87846404,0.361775,0.51402074,0.8737019,0.5541097,0.44110167,0.91652733,0.6091113,0.4824858,0.9175813,0.6600955,0.5036573,0.8113186,0.5148687,0.62926155,0.8665198,0.48365188,0.624104,0.8697084,0.4873746,0.76016337,0.907689,0.48761794,0.89110315,0.9059322,0.5424296,0.62939876,0.82941633,0.5345724,0.7602359,0.8429967,0.52285224,0.8911491,0.8845175,0.51097083,0.35696048,0.9467718,0.5190355,0.35709357,0.9495587,0.4876701,0.36755365,0.8934313,0.53835386,0.37799588,0.7257574,0.5266976,0.91734976,0.8260095,0.54633904,0.91201836,0.8336432,0.5189016,0.9014174,0.74525875,0.48745516,0.9173488,0.84030956,0.47944537,0.9070125,0.8142684,0.49526945,0.9013707,0.7995726,-1,149.5580029,-1,-1,-1,-1,144.2860735,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,32.27684212,0.51504695,0.3623463,0.942312,0.51478815,0.44101346,0.9565107,0.46775568,0.44089302,0.9121393,0.41686514,0.4824973,0.88087267,0.36182836,0.5139767,0.8743198,0.5540896,0.44108275,0.9186248,0.6090766,0.48248398,0.9180384,0.66007626,0.5036204,0.81166875,0.51487505,0.62922907,0.8655797,0.4836636,0.624079,0.8696895,0.48737484,0.760178,0.90823376,0.48761806,0.89109653,0.90424836,0.54242915,0.6293567,0.8285223,0.53455245,0.760226,0.84505194,0.52287674,0.89114505,0.88137984,0.5109718,0.35696796,0.94753265,0.5190327,0.3571052,0.9506414,0.48767266,0.3675571,0.89387923,0.53460467,0.37799102,0.7279182,0.5267179,0.9224038,0.8311691,0.54636,0.9120495,0.8399948,0.51892203,0.9014262,0.7420425,0.48744228,0.91736436,0.8405448,0.47943214,0.91194475,0.81279004,0.49527487,0.90136915,0.7984016,-1,149.5581992,-1,-1,-1,-1,145.2498783,-1,-1,-1,-1
2022:01:05:09:32:33,up_60_30_,32.33867669,0.515037,0.3623525,0.94152963,0.51478714,0.44101384,0.9563116,0.46774817,0.4408909,0.9132354,0.4205205,0.48248643,0.88153857,0.36183926,0.5139586,0.8701746,0.55409646,0.44108468,0.91875595,0.609069,0.48249844,0.91778404,0.6562693,0.5035686,0.8088289,0.5148722,0.6292331,0.8659751,0.48365656,0.62408316,0.8702869,0.4873755,0.76017666,0.9079546,0.4876164,0.89108485,0.904094,0.542431,0.62936515,0.8285191,0.53456116,0.7602327,0.8441379,0.52286154,0.89115024,0.8836581,0.51095897,0.35697332,0.9459696,0.5190202,0.35710797,0.95210433,0.4876668,0.3675663,0.89430636,0.5345941,0.37798423,0.7302111,0.5267254,0.9224195,0.8350314,0.5463611,0.91206133,0.84285396,0.51890683,0.9014303,0.7447549,0.4874427,0.9173561,0.8407689,0.47943118,0.9070104,0.8143825,0.49526557,0.90135825,0.79963267,-1,148.6553423,-1,-1,-1,-1,145.2480576,-1,-1,-1,-1
