Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
09:25:18:275,0.000,0.011,0.014,-0.008,-14.663,-49.409,10.889
09:25:18:275,0.000,0.018,0.021,0.015,-14.583,-48.875,10.943
09:25:18:484,0.208,-0.001,0.004,-0.001,-14.452,-48.660,10.944
09:25:18:484,0.209,-0.001,-0.021,-0.010,-14.509,-48.712,10.947
09:25:18:686,0.410,0.010,0.000,0.003,-14.448,-48.762,10.842
09:25:18:686,0.410,0.007,0.012,-0.002,-14.412,-48.761,10.868
09:25:18:686,0.410,0.009,0.028,0.017,-14.410,-48.762,10.817
09:25:18:747,0.471,0.009,0.023,0.000,-14.372,-48.866,10.763
09:25:18:747,0.471,0.007,0.010,-0.010,-14.391,-48.938,10.728
09:25:18:747,0.471,0.011,0.017,0.002,-14.448,-48.975,10.642
09:25:18:748,0.472,0.009,-0.012,-0.010,-14.486,-49.050,10.563
09:25:18:807,0.532,-0.003,0.001,-0.013,-14.513,-49.110,10.595
09:25:18:808,0.532,-0.007,0.003,-0.007,-14.541,-49.151,10.653
09:25:18:809,0.533,0.002,-0.012,-0.034,-14.549,-49.160,10.708
09:25:18:809,0.534,0.010,0.025,-0.020,-14.669,-49.191,10.763
09:25:18:884,0.608,0.003,-0.017,-0.034,-14.710,-49.299,10.908
09:25:18:885,0.609,0.018,-0.002,-0.013,-14.788,-49.341,10.917
09:25:18:885,0.610,-0.001,-0.020,-0.009,-14.788,-49.319,10.921
09:25:18:886,0.610,0.025,-0.012,-0.014,-14.796,-49.247,10.971
09:25:19:13,0.855,-0.008,0.007,0.011,-14.697,-48.666,11.113
09:25:19:131,0.855,0.013,0.031,0.003,-14.657,-48.629,11.103
09:25:19:136,0.860,0.013,0.004,-0.018,-14.652,-48.569,11.201
09:25:19:202,0.927,0.022,0.041,0.005,-14.689,-48.656,11.153
09:25:19:202,0.927,0.034,0.007,0.016,-14.692,-48.655,11.008
09:25:19:298,1.023,0.014,-0.007,0.003,-14.749,-48.686,10.957
09:25:19:498,1.222,0.015,-0.022,-0.010,-14.807,-48.759,10.950
09:25:20:101,1.825,0.005,-0.020,-0.018,-14.816,-48.826,10.992
09:25:20:3,2.024,-0.012,-0.019,-0.004,-14.782,-48.888,11.049
09:25:20:36,2.085,0.006,-0.025,-0.009,-14.708,-48.895,11.108
09:25:20:428,2.152,0.010,0.010,-0.033,-14.678,-48.911,11.196
09:25:20:428,2.152,-0.013,0.037,0.014,-14.593,-48.875,11.331
09:25:20:566,2.291,0.011,0.015,-0.002,-14.578,-48.846,11.496
09:25:20:568,2.292,0.006,0.038,0.013,-14.572,-48.870,11.418
09:25:20:697,2.422,0.012,0.015,-0.006,-14.592,-48.979,11.434
09:25:20:697,2.422,0.010,0.010,0.000,-14.624,-49.006,11.390
09:25:20:763,2.487,0.005,0.013,-0.013,-14.639,-49.110,11.330
09:25:20:764,2.488,0.002,0.010,-0.013,-14.564,-49.208,11.366
