Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
09:22:20:773,0.000,0.015,0.026,0.003,-16.996,-46.450,12.785
09:22:20:774,0.001,0.030,-0.013,0.021,-16.839,-46.537,12.741
09:22:20:84,0.067,0.011,-0.012,0.016,-16.528,-46.684,12.801
09:22:20:84,0.067,0.009,-0.028,-0.010,-16.354,-46.794,12.908
09:22:20:842,0.069,-0.010,0.000,-0.001,-16.134,-47.068,13.029
09:22:20:85,0.077,0.022,0.007,0.015,-15.932,-47.261,13.090
09:22:20:908,0.135,-0.013,0.023,0.020,-15.735,-47.335,13.197
09:22:21:572,0.798,-0.001,-0.008,-0.018,-15.636,-47.580,13.635
09:22:21:572,0.798,0.016,-0.013,-0.006,-15.704,-47.523,13.624
09:22:21:639,0.866,0.011,-0.012,-0.011,-15.814,-47.462,13.595
09:22:21:641,0.867,0.010,-0.003,0.018,-15.917,-47.374,13.501
09:22:21:708,0.934,0.019,-0.024,0.005,-15.990,-47.307,13.511
09:22:21:708,0.934,0.029,-0.010,0.006,-16.182,-47.235,13.525
09:22:21:708,0.934,0.013,0.004,0.016,-16.388,-47.126,13.566
09:22:21:708,0.934,-0.011,0.032,0.008,-16.528,-47.021,13.595
09:22:21:969,1.196,0.015,-0.005,0.002,-16.790,-46.924,13.653
09:22:21:969,1.196,0.011,-0.010,0.003,-16.979,-46.842,13.692
09:22:21:97,1.197,-0.036,0.020,-0.023,-17.351,-46.621,13.823
09:22:21:971,1.198,0.026,0.001,0.001,-17.852,-46.287,13.817
09:22:22:039,1.265,-0.052,0.055,-0.048,-18.199,-46.020,13.786
09:22:22:039,1.265,0.013,0.015,0.008,-18.418,-45.727,13.511
09:22:22:041,1.267,0.013,-0.015,-0.017,-18.434,-45.641,13.421
09:22:22:11,1.336,-0.012,0.032,0.018,-17.423,-44.923,12.967
09:22:22:11,1.336,0.016,-0.027,0.016,-17.129,-44.864,12.828
09:22:22:11,1.336,0.016,-0.008,-0.007,-17.064,-44.923,12.986
09:22:22:11,1.336,0.008,0.039,0.012,-16.940,-44.884,13.026
09:22:22:145,1.371,0.004,0.016,0.011,-16.830,-44.852,13.020
09:22:22:171,1.397,0.013,0.009,0.000,-16.819,-44.839,13.000
09:22:22:171,1.397,0.018,0.040,0.014,-16.801,-44.814,12.949
09:22:22:171,1.397,0.005,0.014,0.009,-16.753,-44.828,12.952
09:22:22:171,1.397,0.016,0.002,0.003,-16.752,-44.838,12.961
09:22:22:229,1.456,0.008,0.020,0.012,-16.760,-44.857,12.945
09:22:22:23,1.457,-0.009,0.009,0.013,-16.714,-44.921,12.965
09:22:22:23,1.457,0.002,-0.008,-0.009,-16.738,-44.996,13.006
09:22:22:231,1.458,-0.003,0.002,-0.011,-16.673,-45.276,13.115
09:22:22:431,1.657,-0.027,0.018,-0.007,-16.295,-45.373,13.389
09:22:22:431,1.657,-0.001,-0.008,-0.005,-16.228,-45.370,13.385
09:22:22:432,1.658,0.024,0.020,-0.023,-16.235,-45.349,13.390
09:22:22:433,1.659,-0.005,0.023,0.017,-16.180,-45.304,13.383
09:22:22:505,1.732,-0.015,0.011,-0.001,-16.089,-45.278,13.441
09:22:22:506,1.733,0.007,-0.008,-0.006,-16.101,-45.267,13.499
09:22:22:506,1.733,-0.003,0.009,-0.014,-16.155,-45.212,13.519
09:22:22:507,1.734,0.013,0.001,0.018,-16.129,-45.178,13.470
09:22:22:632,1.859,-0.001,0.001,0.002,-16.094,-45.113,13.644
09:22:22:632,1.859,0.004,-0.006,-0.007,-16.112,-45.124,13.701
09:22:22:632,1.859,0.000,0.017,0.004,-16.125,-45.129,13.713
09:22:22:632,1.859,0.004,0.006,-0.004,-16.094,-45.142,13.786
09:22:22:696,1.922,-0.003,-0.003,-0.015,-16.091,-45.158,13.839
09:22:22:696,1.922,0.005,0.019,0.006,-16.110,-45.165,13.816
09:22:22:697,1.923,-0.009,-0.006,-0.006,-16.080,-45.168,13.816
09:22:22:697,1.924,0.008,-0.001,-0.016,-16.082,-45.185,13.876
09:22:22:698,1.925,0.000,0.016,0.007,-16.077,-45.189,13.861
09:22:22:76,1.986,0.006,-0.017,-0.019,-16.107,-45.192,13.899
09:22:22:825,2.051,0.012,0.009,-0.004,-16.131,-45.194,13.847
09:22:22:826,2.052,-0.026,-0.023,0.008,-16.093,-45.183,13.814
09:22:22:826,2.052,-0.006,-0.029,-0.020,-16.087,-45.194,13.800
09:22:22:885,2.111,0.026,0.001,-0.004,-16.093,-45.178,13.734
09:22:22:885,2.112,-0.006,0.002,-0.005,-15.991,-45.148,13.731
09:22:22:948,2.175,-0.010,-0.024,-0.016,-15.934,-45.156,13.789
09:22:22:949,2.175,0.016,0.028,0.006,-15.906,-45.136,13.742
09:22:22:957,2.183,-0.003,0.032,0.013,-15.859,-45.126,13.720
09:22:23:025,2.251,-0.001,0.020,-0.002,-15.780,-45.137,13.773
09:22:23:026,2.252,-0.003,0.006,-0.004,-15.791,-45.155,13.786
09:22:23:026,2.253,0.000,0.008,0.000,-15.824,-45.157,13.767
09:22:23:085,2.311,-0.002,-0.029,-0.018,-15.877,-45.171,13.805
09:22:23:085,2.311,0.010,-0.010,-0.022,-15.912,-45.179,13.816
09:22:23:164,2.390,-0.014,-0.009,0.002,-15.905,-45.169,13.812
09:22:23:164,2.390,0.005,-0.009,-0.022,-15.854,-45.120,13.870
09:22:23:165,2.392,0.003,-0.002,-0.010,-15.841,-45.099,13.941
09:22:23:219,2.445,-0.005,-0.009,-0.018,-15.731,-45.066,13.979
09:22:23:272,2.498,0.005,-0.001,-0.016,-15.745,-45.023,13.969
09:22:23:273,2.499,-0.011,0.008,0.005,-15.667,-44.975,13.882
09:22:23:338,2.564,-0.014,-0.005,-0.004,-15.606,-44.941,13.861
09:22:23:338,2.564,0.011,0.013,0.002,-15.575,-44.882,13.850
09:22:23:344,2.570,0.002,0.018,-0.002,-15.534,-44.820,13.858
09:22:23:358,2.584,-0.063,0.035,-0.035,-15.437,-44.802,14.023
09:22:23:422,2.648,0.022,-0.004,0.003,-15.380,-44.894,14.116
09:22:23:423,2.649,0.032,0.015,0.020,-15.370,-45.091,14.117
09:22:23:552,2.779,-0.011,0.016,0.006,-15.177,-45.280,13.922
09:22:23:552,2.779,-0.004,-0.036,-0.025,-15.130,-45.329,13.910
09:22:23:623,2.850,-0.015,0.024,0.000,-15.121,-45.271,13.827
09:22:23:624,2.850,-0.005,0.008,0.016,-15.084,-45.237,13.682
09:22:23:688,2.915,-0.007,0.018,0.005,-15.057,-45.188,13.574
09:22:23:688,2.915,-0.011,0.027,0.019,-14.963,-45.112,13.507
09:22:23:813,3.040,0.001,-0.003,0.000,-14.809,-45.083,13.462
09:22:23:813,3.040,0.017,-0.015,-0.019,-14.824,-45.091,13.453
09:22:23:956,3.183,0.019,0.018,-0.005,-14.838,-45.094,13.350
09:22:23:956,3.183,-0.002,-0.006,0.005,-14.756,-45.120,13.216
09:22:23:957,3.183,0.020,-0.007,-0.011,-14.727,-45.155,13.192
09:22:24:019,3.245,-0.014,-0.020,-0.028,-14.596,-45.240,13.098
09:22:24:019,3.245,-0.001,-0.012,-0.010,-14.623,-45.294,13.049
09:22:24:019,3.245,-0.024,0.018,0.013,-14.564,-45.372,12.937
09:22:24:072,3.299,-0.016,0.001,-0.004,-14.516,-45.426,13.004
09:22:24:073,3.300,-0.007,0.019,-0.002,-14.509,-45.496,13.193
