Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
11:47:37:675,0.000,0.001,-0.002,0.008,-17.084,141.988,-16.670
11:47:37:675,0.000,0.008,-0.003,0.016,-17.083,141.976,-16.757
11:47:37:676,0.001,-0.005,0.013,-0.018,-17.086,141.983,-16.891
11:47:37:677,0.002,0.017,0.007,0.006,-17.114,141.992,-16.939
11:47:37:703,0.028,-0.002,0.029,-0.002,-17.165,141.973,-16.921
11:47:37:703,0.028,0.010,0.006,-0.009,-17.204,141.947,-16.911
11:47:37:704,0.029,0.006,-0.001,0.015,-17.241,141.940,-16.808
11:47:37:754,0.079,0.000,-0.008,0.003,-17.304,141.891,-16.620
11:47:37:755,0.080,0.009,0.015,0.006,-17.358,141.862,-16.511
11:47:37:755,0.080,0.009,0.018,0.010,-17.472,141.861,-16.371
11:47:37:756,0.081,0.020,0.020,0.012,-17.546,141.884,-16.309
11:47:37:803,0.128,-0.004,0.038,0.001,-17.598,141.876,-16.447
11:47:38:044,0.369,0.002,0.028,-0.005,-17.615,141.874,-16.549
11:47:38:044,0.369,0.025,0.015,0.025,-17.651,141.885,-16.477
11:47:38:045,0.370,0.003,0.026,-0.008,-17.660,141.859,-16.494
11:47:38:046,0.371,0.004,0.022,-0.012,-17.652,141.829,-16.567
11:47:38:069,0.394,0.012,0.013,0.000,-17.628,141.826,-16.563
11:47:38:07,0.395,0.001,-0.007,0.017,-17.624,141.822,-16.525
11:47:38:07,0.395,-0.006,0.002,-0.003,-17.608,141.754,-16.528
11:47:38:071,0.396,-0.026,0.018,-0.032,-17.642,141.662,-16.392
11:47:38:123,0.448,0.034,-0.003,0.043,-17.719,141.686,-15.884
11:47:38:123,0.448,-0.001,0.028,-0.005,-17.713,141.654,-15.992
11:47:38:124,0.448,-0.004,0.013,-0.015,-17.699,141.641,-16.014
11:47:38:305,0.630,0.011,-0.005,0.023,-17.673,141.656,-15.985
11:47:38:306,0.631,0.004,0.013,-0.016,-17.658,141.648,-16.053
11:47:38:306,0.631,0.011,0.007,0.003,-17.650,141.647,-15.979
11:47:38:542,0.867,0.014,-0.001,0.014,-17.695,141.611,-16.079
11:47:38:542,0.867,0.012,0.002,0.027,-17.716,141.577,-16.078
11:47:38:543,0.868,0.018,0.006,-0.006,-17.777,141.489,-16.153
11:47:38:673,0.998,0.009,0.023,0.001,-17.869,141.395,-16.199
11:47:38:674,0.999,0.013,0.011,0.017,-17.886,141.362,-16.163
11:47:38:675,1.000,0.004,0.011,-0.006,-17.881,141.335,-16.300
11:47:38:702,1.027,0.026,0.004,0.022,-17.891,141.345,-16.264
11:47:38:702,1.027,-0.002,0.019,-0.013,-17.885,141.298,-16.362
11:47:38:702,1.027,-0.007,0.019,-0.020,-17.875,141.264,-16.405
11:47:38:728,1.053,-0.001,0.012,-0.003,-17.866,141.264,-16.280
11:47:38:728,1.053,-0.010,0.020,-0.003,-17.879,141.307,-16.135
11:47:38:729,1.054,0.024,0.020,0.003,-17.886,141.359,-15.998
11:47:38:73,1.055,0.023,0.013,0.019,-17.898,141.387,-15.859
11:47:38:906,1.231,-0.017,0.020,-0.015,-17.823,141.308,-15.936
11:47:38:906,1.231,0.000,-0.006,-0.001,-17.807,141.300,-15.879
11:47:38:907,1.232,0.009,0.011,0.015,-17.805,141.304,-15.850
11:47:39:381,1.705,-0.001,0.014,-0.015,-17.812,141.318,-15.903
11:47:39:381,1.705,0.012,0.009,-0.007,-17.834,141.289,-15.888
11:47:39:405,1.729,0.015,0.020,0.010,-17.846,141.240,-15.827
11:47:39:405,1.729,0.002,0.010,-0.007,-17.848,141.202,-15.882
11:47:39:406,1.730,-0.010,0.012,-0.016,-17.822,141.181,-15.980
11:47:39:507,1.832,0.001,0.000,-0.001,-17.810,141.186,-15.968
11:47:39:508,1.833,0.005,0.006,0.004,-17.805,141.191,-15.955
