now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2022:01:05:15:15:56,down_150_60_,0.6961395740509033,0.48333576,0.47771627,0.79871666,0.51480407,0.5300405,0.7906199,0.51095784,0.5247487,0.76490396,0.5228613,0.571689,0.15292373,0.5463976,0.6032191,0.11740607,0.5149826,0.535025,0.8938738,0.5462774,0.6030065,0.7684444,0.55021906,0.60825783,0.7545515,0.49138162,0.68170595,0.80967575,0.4913202,0.681531,0.7584743,0.4717303,0.79158705,0.73639715,0.5070579,0.8961718,0.6775899,0.49138796,0.6867995,0.86700773,0.4599581,0.7967446,0.8390409,0.5147263,0.90153253,0.8873592,0.0,0.0,0.0,0.48731288,0.47730127,0.83629435,0.0,0.0,0.0,0.5070826,0.48261714,0.8451175,0.47561964,0.9277899,0.8082949,0.483609,0.9380294,0.9110929,0.52270114,0.9120329,0.8434392,0.4716636,0.91205335,0.34966466,0.47565207,0.9068612,0.30217463,0.51885873,0.896506,0.31714934,-1.00,156.3562745496979,-1,-1,-1,-1,11.705117806018865,-1,-1,-1,-1
2022:01:05:15:15:56,down_150_60_,0.8397562503814697,0.48337555,0.48253462,0.7712713,0.5147319,0.534996,0.7765649,0.51089066,0.52474654,0.7640915,0.5190182,0.56130874,0.11056267,0.55014765,0.60295284,0.052091833,0.51487434,0.5350862,0.88843375,0.54233646,0.58732194,0.7405359,0.5503414,0.60301626,0.77552056,0.48766252,0.6867052,0.8177991,0.4875642,0.6816652,0.7910771,0.4716678,0.79168475,0.7383428,0.5070434,0.8961725,0.6773897,0.49133077,0.68690866,0.88220495,0.4599615,0.79679114,0.84344155,0.5147229,0.9015397,0.88954026,0.0,0.0,0.0,0.48735374,0.4773891,0.8283174,0.0,0.0,0.0,0.5070323,0.4827506,0.8414941,0.47562638,0.9277811,0.81306136,0.48361883,0.9380197,0.91512245,0.52269316,0.91205204,0.8498384,0.47167462,0.9120401,0.3439418,0.47566617,0.9068525,0.2964398,0.51884663,0.8965173,0.31874955,-1.00,149.92274670228687,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:05:15:15:56,down_150_60_,0.9155528545379639,0.47952792,0.47766754,0.85582274,0.5109935,0.5299928,0.76977557,0.49921608,0.5297969,0.7301729,0.5149015,0.60817206,0.10320912,0.0,0.0,0.0,0.5150168,0.52999365,0.9227613,0.52674,0.6033533,0.83818173,0.5344919,0.56675845,0.55241257,0.4914508,0.68697673,0.8217139,0.48756114,0.68684775,0.7985573,0.47170165,0.79680496,0.7514079,0.50700617,0.8963445,0.7167447,0.4953702,0.68711793,0.85927165,0.4600923,0.7967764,0.83239186,0.51468647,0.9015608,0.8790862,0.48331958,0.472275,0.06740801,0.48350254,0.47235793,0.8658166,0.0,0.0,0.0,0.4992931,0.4776227,0.8497306,0.4756537,0.9328484,0.82052463,0.48362395,0.93807477,0.91844285,0.51903886,0.91215086,0.8414419,0.47166914,0.91734594,0.3608558,0.47562137,0.91209465,0.31519082,0.51885295,0.9014782,0.3398755,-1.00,117.92301080782647,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:05:15:15:56,down_150_60_,0.981377124786377,0.47956562,0.47772026,0.85391366,0.5110268,0.5299764,0.7721305,0.49928132,0.52977026,0.72710437,0.51491886,0.60817915,0.099832214,0.0,0.0,0.0,0.51502526,0.529978,0.92378914,0.5267559,0.6033407,0.8358577,0.5345162,0.57164377,0.54357725,0.4914665,0.68696636,0.8187344,0.4875887,0.6868364,0.7935015,0.4717039,0.7967881,0.75207376,0.5069999,0.89635,0.7204679,0.4953703,0.6871062,0.8590264,0.46008846,0.7967638,0.83250886,0.5110693,0.90155613,0.8778792,0.48338467,0.4771816,0.06724857,0.48352876,0.47720832,0.86860585,0.0,0.0,0.0,0.49928296,0.47760588,0.8510909,0.47565666,0.93284756,0.82026947,0.48362404,0.9380681,0.917065,0.5190306,0.9121501,0.84206253,0.47167265,0.9173489,0.36405313,0.47561917,0.9120967,0.3185376,0.5188498,0.90148693,0.34441566,-1.00,115.09206071789858,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:05:15:15:56,down_150_60_,1.0432119369506836,0.47957453,0.47768936,0.8048938,0.5110254,0.53001493,0.77093244,0.49924982,0.52980757,0.72893417,0.5148833,0.6082099,0.09476934,0.0,0.0,0.0,0.5150222,0.5300128,0.92139167,0.5267686,0.6081269,0.84093964,0.53061795,0.5667615,0.5516298,0.49145287,0.6869346,0.815147,0.4876135,0.68680024,0.7834614,0.471756,0.7967908,0.7503768,0.50700665,0.89635104,0.71440995,0.4953085,0.6870766,0.8630972,0.46007535,0.7967944,0.8346872,0.514688,0.9015596,0.8789248,0.48346645,0.47726208,0.05833038,0.483531,0.47717297,0.8297165,0.0,0.0,0.0,0.49925476,0.4775791,0.84381884,0.4756826,0.932838,0.82289094,0.48363551,0.9380694,0.9189332,0.51903945,0.91215354,0.841912,0.47170663,0.917335,0.35674995,0.4756505,0.91208446,0.31132066,0.5188442,0.9014924,0.33856758,-1.00,112.96505589266663,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:05:15:15:56,down_150_60_,1.121004581451416,0.47960055,0.47767228,0.7778759,0.51099366,0.5300473,0.75954235,0.49918014,0.5298612,0.72236353,0.5149283,0.6081952,0.094361775,0.0,0.0,0.0,0.51500666,0.52999467,0.9244937,0.53062856,0.6033311,0.81304145,0.52668476,0.5770776,0.43442792,0.49147555,0.6869223,0.81074464,0.48764846,0.6867936,0.77352285,0.47172454,0.7967656,0.7517297,0.50702804,0.8963891,0.71746457,0.49533397,0.68705976,0.8580146,0.46005875,0.7967641,0.83621174,0.5146971,0.9015781,0.8767487,0.483446,0.47719073,0.05678068,0.48356476,0.47717038,0.81085575,0.0,0.0,0.0,0.49926752,0.47763327,0.8434649,0.47570986,0.93284583,0.81967556,0.48364922,0.9380795,0.91174555,0.51904577,0.91717523,0.836856,0.47170967,0.92244625,0.3646007,0.47564214,0.9172113,0.3162348,0.5188561,0.90153253,0.33954212,-1.00,103.17869414011759,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:05:15:15:56,down_150_60_,1.198796272277832,0.47959316,0.47769096,0.7748223,0.5109976,0.53004414,0.75675637,0.499193,0.5298465,0.7199781,0.5148895,0.60818833,0.10108361,0.0,0.0,0.0,0.51501065,0.53000283,0.9213489,0.5306314,0.6033282,0.8109405,0.52663904,0.5770842,0.42792657,0.4914746,0.68691957,0.80984783,0.48764318,0.68679005,0.77265453,0.471727,0.79675996,0.7505487,0.50700235,0.89637893,0.7149703,0.4953396,0.68705845,0.8564181,0.46005732,0.79675996,0.8361635,0.5110676,0.9015646,0.8756463,0.4834216,0.47719085,0.05675704,0.48355752,0.477195,0.8139738,0.0,0.0,0.0,0.49928448,0.47764742,0.84300816,0.47567987,0.9328459,0.8201102,0.48363215,0.93807685,0.9138347,0.51903105,0.9121746,0.8383603,0.47169176,0.9224398,0.3603842,0.47562423,0.9172015,0.31266662,0.51883614,0.90152425,0.33859894,-1.00,103.28382677429373,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:05:15:15:56,down_150_60_,1.2696115970611572,0.4794635,0.47746083,0.8094598,0.5109953,0.52992195,0.76491493,0.49923158,0.52487737,0.72443557,0.5149951,0.60330844,0.11470954,0.0,0.0,0.0,0.5150031,0.5299057,0.9298207,0.53067213,0.6033229,0.8075688,0.52278674,0.59264123,0.36927375,0.4914508,0.6868641,0.81381506,0.4876051,0.6867163,0.77986014,0.4755713,0.79680854,0.7514389,0.50702,0.89630246,0.71698827,0.49534935,0.6870147,0.85687524,0.46002847,0.796777,0.838991,0.5146939,0.90148884,0.88095284,0.0,0.0,0.0,0.48345283,0.47207987,0.82234293,0.0,0.0,0.0,0.4991913,0.4774152,0.8412127,0.47571573,0.9328084,0.8234034,0.48366615,0.9380198,0.91811436,0.51905173,0.9120476,0.839506,0.47176647,0.91732615,0.352024,0.47570452,0.9120727,0.31053367,0.51885927,0.9014419,0.34215695,-1.00,96.83996286019159,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:05:15:15:56,down_150_60_,1.337425708770752,0.47949392,0.47744212,0.78152555,0.51100904,0.5298537,0.77411705,0.49923143,0.52482843,0.73630196,0.51504123,0.60324436,0.108451895,0.0,0.0,0.0,0.5150188,0.5298282,0.93886155,0.53068256,0.60331,0.8133609,0.5150378,0.60320854,0.37535477,0.49139652,0.6868314,0.8144587,0.48754057,0.6866731,0.783942,0.47178566,0.7967905,0.7486667,0.5070398,0.89630157,0.7207231,0.49532688,0.68699026,0.8598331,0.46003142,0.79677033,0.8398951,0.5147197,0.9015433,0.883913,0.4833317,0.46696338,0.05305526,0.4834843,0.47205272,0.79406285,0.0,0.0,0.0,0.49921283,0.47739306,0.82389617,0.47572023,0.93280965,0.83181536,0.48367086,0.93804324,0.92459935,0.5226832,0.9121174,0.8436244,0.4717547,0.9172747,0.3643054,0.47570154,0.9120252,0.32012138,0.51888686,0.90142703,0.34409893,-1.00,89.65028095832065,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:05:15:15:56,down_150_60_,1.3992602825164795,0.47949925,0.47744685,0.7881551,0.5110097,0.52984136,0.78030914,0.49919072,0.5248305,0.7407369,0.51503086,0.60326445,0.10631369,0.0,0.0,0.0,0.5150368,0.52981186,0.940681,0.53061914,0.6033236,0.8169018,0.5188121,0.6031379,0.35540614,0.4913736,0.68681085,0.8145801,0.48751557,0.6866551,0.7827283,0.47175133,0.79677683,0.7470692,0.50704086,0.8962778,0.71489906,0.49531138,0.6869724,0.8595488,0.46004385,0.7967601,0.8382081,0.5147147,0.90152717,0.8841872,0.4833108,0.4670096,0.060125668,0.48347938,0.47205186,0.7995441,0.0,0.0,0.0,0.49922067,0.4773781,0.8240522,0.47571215,0.9328101,0.8349289,0.48366907,0.93804187,0.92782676,0.51907533,0.9120897,0.84400827,0.47175324,0.9172611,0.3576532,0.4757061,0.9120089,0.31381136,0.518883,0.9014032,0.3403796,-1.00,92.5275906648279,-1,-1,-1,-1,-1,-1,-1,-1,-1
