Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
21:54:54:31,0.000,0.006,-0.024,-0.005,2.864,-50.167,-1.017
21:54:54:388,0.079,-0.005,-0.013,0.006,2.831,-50.242,-0.840
21:54:54:413,0.104,-0.013,-0.031,-0.027,2.827,-50.205,-0.779
21:54:54:498,0.188,-0.007,-0.004,-0.045,2.828,-50.197,-0.801
21:54:54:498,0.188,0.004,-0.020,0.009,2.855,-50.303,-0.856
21:54:54:499,0.189,-0.007,-0.018,-0.006,2.856,-50.359,-0.807
21:54:54:577,0.267,-0.012,-0.023,-0.035,2.859,-50.329,-0.749
21:54:54:577,0.267,0.007,0.007,-0.016,2.840,-50.343,-0.787
21:54:54:578,0.268,0.009,-0.014,0.011,2.871,-50.433,-0.828
21:54:54:898,0.588,0.011,-0.001,-0.005,3.093,-50.649,-0.824
21:54:54:898,0.588,0.013,-0.020,0.017,3.096,-50.740,-0.908
21:54:54:898,0.588,-0.003,-0.035,-0.015,3.106,-50.709,-0.852
21:54:54:971,0.661,-0.021,-0.009,-0.063,3.143,-50.686,-0.782
21:54:54:971,0.661,0.011,-0.012,0.016,3.142,-50.749,-0.901
21:54:54:972,0.662,0.004,-0.033,0.000,3.103,-50.809,-1.001
21:54:55:05,0.741,-0.024,0.004,-0.062,3.164,-50.787,-0.762
21:54:55:05,0.741,0.001,-0.023,0.003,3.158,-50.893,-0.852
21:54:55:128,0.818,0.024,-0.039,0.003,3.147,-50.871,-0.840
21:54:55:128,0.818,-0.013,-0.032,-0.035,3.193,-50.755,-0.624
21:54:55:129,0.819,-0.003,-0.006,-0.009,3.206,-50.754,-0.606
21:54:55:207,0.897,0.009,-0.031,0.006,3.171,-50.858,-0.833
21:54:55:207,0.897,0.012,-0.051,0.000,3.153,-50.797,-0.818
21:54:55:208,0.898,-0.020,-0.035,-0.039,3.174,-50.733,-0.661
21:54:55:285,0.976,0.003,-0.047,0.008,3.132,-50.871,-0.586
21:54:55:286,0.977,0.009,-0.044,-0.006,3.073,-50.867,-0.471
21:54:55:306,0.997,-0.006,-0.001,-0.023,3.011,-50.858,-0.481
21:54:55:362,1.052,-0.003,-0.015,-0.026,2.955,-50.921,-0.589
21:54:55:362,1.052,0.003,0.001,-0.009,2.911,-50.982,-0.496
21:54:55:385,1.075,-0.004,0.008,-0.032,2.897,-50.958,-0.403
21:54:55:632,1.322,0.023,-0.007,-0.009,2.814,-50.878,-0.500
21:54:55:632,1.322,-0.020,-0.028,-0.013,2.820,-50.851,-0.317
21:54:55:633,1.323,0.008,-0.028,-0.022,2.831,-50.771,-0.282
21:54:55:708,1.399,0.027,-0.023,0.013,2.824,-50.649,-0.350
21:54:55:709,1.400,-0.003,-0.030,0.004,2.824,-50.598,-0.187
21:54:55:71,1.401,0.011,-0.033,-0.013,2.816,-50.511,-0.139
21:54:55:71,1.401,0.010,-0.031,-0.003,2.803,-50.342,-0.108
21:54:55:788,1.478,0.011,-0.026,-0.019,2.753,-50.174,0.065
21:54:55:789,1.479,-0.010,-0.019,-0.037,2.715,-50.028,0.066
21:54:55:79,1.480,-0.059,0.004,-0.083,2.697,-49.980,0.219
21:54:55:866,1.556,-0.028,0.002,-0.046,2.688,-50.020,0.096
21:54:55:866,1.556,-0.015,-0.001,-0.028,2.666,-50.029,0.023
21:54:55:867,1.557,-0.030,0.013,-0.035,2.666,-50.027,0.118
21:54:55:868,1.558,-0.006,-0.009,-0.027,2.680,-50.054,0.186
21:54:55:943,1.633,-0.028,-0.026,-0.029,2.747,-50.185,0.257
21:54:55:943,1.633,-0.001,-0.017,-0.011,2.774,-50.245,0.248
21:54:56:021,1.712,0.023,-0.034,-0.006,2.863,-50.318,0.225
21:54:56:022,1.713,-0.018,-0.029,-0.010,2.878,-50.368,0.271
21:54:56:1,1.790,0.009,-0.041,-0.033,2.899,-50.357,0.176
21:54:56:179,1.869,0.020,-0.027,-0.006,2.874,-50.478,0.277
21:54:56:179,1.869,-0.001,0.010,-0.015,2.848,-50.506,0.336
21:54:56:333,2.023,0.013,-0.027,-0.010,2.812,-50.558,0.265
21:54:56:414,2.104,-0.018,-0.014,-0.028,2.866,-50.528,0.322
21:54:56:599,2.289,0.008,-0.015,-0.016,2.890,-50.593,0.372
21:54:56:6,2.290,0.016,-0.037,-0.006,2.882,-50.657,0.204
21:54:56:838,2.528,0.001,-0.012,-0.028,2.925,-50.782,0.429
21:54:56:917,2.607,0.019,0.001,0.013,2.904,-50.821,0.384
21:54:56:917,2.607,-0.002,-0.024,-0.008,2.904,-50.830,0.361
21:54:56:918,2.608,-0.013,-0.025,-0.020,2.903,-50.775,0.429
21:54:56:992,2.683,0.013,-0.003,-0.009,2.946,-50.741,0.380
21:54:56:992,2.683,-0.005,-0.030,-0.022,2.933,-50.746,0.457
21:54:57:151,2.841,-0.004,-0.013,-0.033,2.962,-50.800,0.637
21:54:57:151,2.841,0.011,-0.003,-0.005,2.958,-50.852,0.601
21:54:57:228,2.918,-0.004,-0.036,-0.001,2.959,-50.918,0.621
21:54:57:229,2.919,-0.009,-0.007,-0.052,2.958,-50.895,0.666
21:54:57:229,2.919,-0.001,0.018,-0.035,2.956,-50.873,0.660
21:54:57:248,2.939,0.004,-0.010,0.002,2.957,-50.956,0.547
21:54:57:304,2.995,-0.002,-0.018,-0.041,2.995,-50.895,0.669
21:54:57:383,3.073,-0.007,-0.041,-0.034,3.024,-50.916,0.688
21:54:57:406,3.097,-0.020,-0.002,-0.052,3.032,-50.885,0.760
21:54:57:492,3.182,0.014,-0.013,0.014,3.011,-50.958,0.530
21:54:57:492,3.182,0.006,-0.032,-0.003,2.985,-50.980,0.449
21:54:57:492,3.182,-0.012,-0.025,-0.028,2.997,-50.897,0.580
21:54:57:652,3.343,-0.016,0.013,-0.044,3.025,-50.867,0.623
21:54:57:652,3.343,0.003,-0.037,-0.017,3.045,-50.972,0.475
21:54:57:652,3.343,0.004,-0.040,0.002,3.071,-51.038,0.509
21:54:57:653,3.344,-0.012,-0.013,-0.014,3.088,-51.022,0.607
21:54:57:731,3.421,-0.002,-0.011,-0.027,3.081,-50.992,0.565
21:54:57:731,3.421,0.013,-0.044,-0.003,3.089,-51.025,0.496
21:54:57:732,3.422,-0.025,-0.029,-0.015,3.130,-51.132,0.620
21:54:57:732,3.422,-0.007,-0.009,-0.023,3.139,-51.138,0.646
21:54:57:882,3.572,-0.022,-0.009,-0.018,3.141,-51.340,0.530
21:54:58:121,3.811,-0.002,-0.011,-0.003,3.174,-51.501,0.559
21:54:58:122,3.812,0.004,-0.038,-0.020,3.165,-51.456,0.556
21:54:58:199,3.889,0.000,-0.029,-0.028,3.160,-51.419,0.632
21:54:58:2,3.890,-0.006,-0.020,-0.014,3.195,-51.482,0.759
21:54:58:201,3.891,0.003,-0.016,-0.008,3.197,-51.526,0.764
21:54:58:385,4.075,-0.003,-0.031,-0.004,3.121,-51.698,0.858
21:54:58:386,4.076,-0.001,0.003,-0.042,3.116,-51.707,0.867
21:54:58:542,4.233,-0.001,-0.027,0.009,3.180,-51.821,0.740
21:54:58:542,4.233,-0.009,-0.019,-0.043,3.203,-51.745,0.838
21:54:58:699,4.389,0.015,-0.025,-0.002,3.201,-51.726,0.721
21:54:58:699,4.389,0.002,-0.043,-0.003,3.199,-51.784,0.713
21:54:58:699,4.389,-0.017,-0.033,-0.017,3.203,-51.780,0.837
21:54:58:78,4.470,0.007,-0.017,-0.021,3.187,-51.723,0.836
21:54:58:781,4.471,-0.007,-0.017,-0.035,3.119,-51.728,0.829
