Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
21:58:30:263,0.000,0.025,0.013,-0.015,26.038,-68.616,5.973
21:58:30:263,0.000,0.012,0.012,-0.006,25.987,-68.586,5.948
21:58:30:263,0.001,-0.016,0.004,-0.009,25.995,-68.069,6.044
21:58:30:264,0.002,0.014,0.018,-0.023,26.004,-68.067,6.048
21:58:30:55,0.287,0.021,-0.012,-0.011,25.839,-68.108,6.434
21:58:30:551,0.288,-0.035,0.018,-0.035,25.840,-68.145,6.483
21:58:30:652,0.389,-0.003,-0.011,-0.004,25.840,-67.856,6.353
21:58:30:653,0.390,-0.008,0.021,-0.017,25.877,-67.758,6.495
21:58:30:733,0.470,-0.008,-0.042,-0.006,25.873,-67.802,6.357
21:58:30:734,0.471,0.001,0.016,-0.003,25.930,-67.490,6.558
21:58:30:735,0.472,0.017,-0.014,-0.014,25.925,-67.489,6.519
21:58:30:735,0.472,0.003,-0.028,0.011,25.903,-67.511,6.443
21:58:30:839,0.576,-0.007,0.010,-0.009,25.897,-67.423,6.604
21:58:30:84,0.577,0.022,-0.013,-0.009,25.817,-67.427,6.412
21:58:30:84,0.577,-0.015,0.008,0.014,25.816,-67.489,6.407
21:58:30:934,0.672,0.004,0.027,-0.032,25.815,-67.475,6.526
21:58:31:127,0.864,0.022,-0.002,-0.018,25.761,-67.389,6.423
21:58:31:128,0.865,-0.040,0.047,-0.072,25.758,-67.383,6.450
21:58:31:129,0.866,0.017,0.034,0.005,25.759,-67.331,6.468
21:58:31:129,0.866,-0.007,-0.027,0.003,25.728,-67.306,6.258
21:58:31:235,0.973,-0.022,-0.002,-0.051,25.764,-67.471,6.257
21:58:31:235,0.973,-0.005,-0.022,0.020,25.765,-67.630,6.108
21:58:31:235,0.973,-0.030,0.033,0.001,25.773,-67.691,6.207
21:58:31:31,1.048,0.028,0.019,-0.012,25.741,-67.702,6.335
21:58:31:311,1.049,0.025,0.002,-0.003,25.714,-67.741,6.184
21:58:31:312,1.050,0.006,-0.007,0.027,25.740,-67.793,6.160
21:58:31:312,1.050,-0.038,0.040,0.015,25.768,-67.823,6.305
21:58:31:496,1.234,-0.043,0.003,-0.014,25.683,-67.988,5.951
21:58:31:496,1.234,0.000,-0.005,-0.017,25.669,-67.987,5.941
21:58:31:497,1.235,0.012,-0.022,-0.002,25.644,-68.007,5.875
21:58:31:521,1.259,-0.022,0.001,-0.002,25.649,-68.053,5.897
21:58:31:522,1.260,0.004,-0.007,0.013,25.625,-68.071,5.922
21:58:31:522,1.260,0.012,0.006,-0.017,25.540,-68.064,5.873
21:58:31:523,1.261,0.008,-0.013,-0.006,25.519,-68.064,5.876
21:58:31:626,1.364,-0.008,-0.017,0.023,25.482,-68.110,5.795
21:58:31:707,1.444,-0.020,-0.033,-0.009,25.555,-68.115,5.914
21:58:31:707,1.444,-0.019,0.000,-0.020,25.593,-68.172,5.966
21:58:31:708,1.445,0.012,-0.002,0.000,25.567,-68.203,5.849
21:58:31:78,1.517,-0.005,-0.042,-0.003,25.557,-68.249,5.861
21:58:31:78,1.517,-0.003,0.012,-0.017,25.568,-68.291,5.971
21:58:32:204,1.942,-0.007,0.015,-0.012,25.289,-68.252,5.763
21:58:32:205,1.943,0.011,0.040,0.003,25.310,-68.211,5.728
21:58:32:205,1.943,0.008,0.006,-0.002,25.338,-68.126,5.642
21:58:32:275,2.013,-0.028,-0.002,-0.048,25.428,-68.026,5.839
21:58:32:387,2.125,-0.005,0.008,-0.022,25.463,-67.968,5.817
21:58:32:388,2.126,-0.013,-0.020,-0.009,25.495,-67.919,5.713
21:58:32:388,2.126,-0.032,-0.035,-0.024,25.536,-67.889,5.798
21:58:32:389,2.127,-0.019,-0.003,-0.035,25.578,-67.843,5.918
21:58:32:493,2.230,0.003,-0.001,0.012,25.521,-68.008,5.870
21:58:32:494,2.231,-0.006,-0.010,-0.035,25.503,-68.006,6.085
21:58:32:495,2.232,0.026,0.049,0.006,25.468,-68.082,6.013
21:58:33:062,2.799,-0.013,0.021,-0.031,25.524,-68.162,5.755
21:58:34:7,4.438,0.005,0.012,0.006,25.454,-68.587,5.735
21:58:34:701,4.439,-0.019,-0.024,0.000,25.461,-68.611,5.858
21:58:34:724,4.462,0.012,0.016,0.012,25.433,-68.642,5.825
