Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
22:01:59:554,0.000,-0.011,0.010,-0.002,24.555,-59.513,7.169
22:01:59:554,0.000,-0.014,0.004,-0.003,24.556,-59.550,7.059
22:01:59:555,0.001,-0.024,-0.005,0.025,24.555,-59.601,7.073
22:01:59:574,0.020,-0.031,0.036,-0.033,24.530,-59.578,7.159
22:01:59:602,0.048,0.002,0.007,-0.032,24.489,-59.554,7.078
22:01:59:603,0.049,-0.009,0.002,0.011,24.520,-59.656,6.981
22:01:59:626,0.072,-0.039,0.013,0.014,24.535,-59.712,7.028
22:01:59:739,0.185,-0.007,0.002,-0.016,24.530,-59.690,7.058
22:01:59:739,0.185,0.020,0.015,0.034,24.523,-59.696,6.989
22:01:59:74,0.186,-0.049,0.029,0.015,24.560,-59.730,7.142
22:01:59:741,0.187,0.001,-0.009,-0.005,24.598,-59.677,7.256
22:01:59:892,0.338,-0.021,-0.008,-0.032,24.660,-59.602,7.166
22:01:59:893,0.339,-0.016,-0.021,-0.004,24.744,-59.545,7.231
22:01:59:92,0.366,-0.052,0.008,-0.030,24.818,-59.559,7.286
22:01:59:921,0.367,-0.024,0.018,-0.024,24.863,-59.550,7.152
22:01:59:921,0.367,-0.035,-0.056,-0.002,24.874,-59.583,6.982
22:02:00:24,0.686,-0.014,-0.007,0.006,24.907,-59.843,7.004
22:02:00:24,0.686,-0.005,0.011,0.006,24.908,-59.911,6.982
22:02:00:241,0.687,-0.034,0.007,-0.020,24.895,-59.933,7.063
22:02:00:265,0.711,-0.003,-0.015,0.011,24.863,-59.897,7.122
22:02:00:266,0.712,-0.053,0.023,-0.009,24.843,-59.889,7.314
22:02:00:267,0.713,-0.040,0.039,-0.054,24.818,-59.862,7.417
22:02:00:267,0.713,-0.012,-0.001,-0.007,24.764,-59.833,7.230
22:02:00:396,0.842,-0.012,0.004,0.009,24.781,-59.864,7.272
22:02:00:397,0.843,-0.052,0.023,-0.035,24.815,-59.883,7.422
22:02:00:397,0.843,-0.014,-0.003,0.007,24.800,-59.881,7.309
22:02:00:398,0.844,-0.015,-0.017,0.011,24.795,-59.910,7.321
22:02:00:42,0.866,-0.006,-0.002,0.000,24.813,-59.920,7.519
22:02:00:574,1.020,-0.010,-0.011,-0.003,24.736,-60.021,7.586
22:02:00:732,1.178,0.011,-0.008,0.002,24.789,-60.166,7.536
22:02:00:813,1.259,-0.006,-0.034,0.022,24.809,-60.151,7.451
22:02:00:813,1.259,-0.086,0.028,-0.077,24.895,-60.191,7.735
22:02:00:814,1.260,0.027,0.006,0.038,24.832,-60.191,7.243
22:02:00:893,1.339,0.007,-0.030,0.029,24.816,-60.215,7.038
22:02:00:893,1.339,-0.066,0.007,-0.035,24.894,-60.198,7.455
22:02:00:893,1.339,-0.041,0.004,-0.052,24.914,-60.113,7.703
22:02:01:053,1.499,-0.007,0.008,0.001,24.883,-60.079,7.618
22:02:01:053,1.499,-0.056,-0.011,0.004,24.903,-60.130,7.657
22:02:01:053,1.499,-0.052,0.019,-0.048,24.919,-60.101,7.799
22:02:01:054,1.500,-0.007,0.015,0.001,24.876,-60.061,7.721
22:02:01:076,1.522,-0.008,-0.001,0.006,24.897,-60.104,7.735
22:02:01:076,1.522,-0.035,-0.020,-0.014,24.962,-60.147,7.923
22:02:01:077,1.523,-0.011,0.008,0.000,24.962,-60.137,7.942
22:02:01:179,1.625,-0.035,0.013,-0.026,24.942,-60.140,8.125
22:02:01:206,1.652,-0.035,-0.008,-0.010,24.956,-60.114,8.180
22:02:01:207,1.653,-0.017,-0.006,0.011,24.966,-60.118,8.199
22:02:01:208,1.654,-0.048,0.017,-0.027,24.977,-60.155,8.291
22:02:01:343,1.789,-0.014,-0.010,-0.016,24.902,-60.086,8.447
22:02:01:343,1.789,-0.030,0.012,-0.008,24.898,-60.086,8.520
22:02:01:344,1.790,-0.026,0.031,-0.022,24.936,-60.067,8.637
22:02:01:493,1.939,-0.017,0.024,-0.021,24.946,-60.063,8.737
22:02:01:525,1.971,-0.046,0.026,0.001,25.008,-60.175,8.731
22:02:01:525,1.971,-0.005,0.010,-0.004,24.991,-60.171,8.666
22:02:01:526,1.972,-0.006,0.005,-0.009,24.990,-60.158,8.653
22:02:01:867,2.313,-0.043,0.023,-0.051,25.279,-60.466,8.741
22:02:01:868,2.314,-0.026,-0.013,-0.005,25.286,-60.462,8.771
22:02:02:149,2.595,-0.012,0.012,0.015,25.182,-60.835,8.435
22:02:02:198,2.644,-0.033,0.008,-0.021,25.199,-60.779,8.567
22:02:02:281,2.727,-0.022,-0.016,0.001,25.155,-60.751,8.391
22:02:02:305,2.751,-0.040,-0.022,0.000,25.159,-60.753,8.541
22:02:02:332,2.778,-0.003,0.005,-0.003,25.129,-60.747,8.610
22:02:02:333,2.779,-0.027,-0.015,-0.001,25.082,-60.778,8.487
22:02:02:471,2.917,0.009,0.021,0.000,24.982,-60.804,8.498
22:02:02:471,2.917,-0.007,0.010,0.018,24.987,-60.874,8.467
22:02:02:472,2.918,-0.028,0.031,-0.031,25.032,-60.899,8.629
22:02:02:486,2.932,-0.005,-0.001,-0.008,25.043,-60.867,8.710
22:02:02:513,2.959,-0.037,-0.001,0.001,25.042,-60.858,8.712
22:02:02:539,2.985,-0.022,0.017,-0.020,25.044,-60.856,8.777
22:02:02:657,3.103,-0.025,-0.002,-0.006,25.067,-60.870,8.820
22:02:02:657,3.103,-0.014,0.007,0.009,25.119,-60.931,8.827
22:02:02:657,3.103,-0.008,-0.002,0.007,25.101,-60.954,8.718
22:02:02:672,3.118,-0.051,-0.019,-0.009,25.081,-60.956,8.773
22:02:02:811,3.257,-0.010,0.020,-0.021,25.086,-60.955,8.908
22:02:02:812,3.258,-0.007,0.012,0.022,25.032,-61.015,8.670
22:02:02:812,3.258,-0.035,-0.011,-0.010,25.017,-61.079,8.664
22:02:02:831,3.277,-0.029,-0.022,0.011,24.918,-61.077,8.464
22:02:02:855,3.301,-0.051,-0.005,-0.034,24.903,-61.075,8.671
22:02:02:966,3.412,-0.012,0.007,-0.017,24.874,-61.055,8.744
22:02:02:966,3.412,0.007,0.015,0.018,24.797,-61.099,8.591
22:02:02:967,3.413,-0.051,0.013,-0.011,24.780,-61.177,8.591
22:02:03:13,3.576,-0.006,-0.012,-0.004,24.714,-61.233,8.615
22:02:03:13,3.576,-0.034,0.016,0.000,24.732,-61.240,8.663
