Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
20:44:48:781,0.000,-0.013,0.007,0.007,-13.464,-17.581,14.228
20:44:48:792,0.011,0.026,0.045,0.047,-13.358,-17.606,14.058
20:44:48:894,0.113,0.012,0.035,0.028,-13.293,-17.637,14.024
20:44:49:004,0.223,0.012,-0.010,-0.040,-13.676,-17.951,14.130
20:44:49:004,0.223,-0.024,0.004,0.011,-13.721,-17.990,14.115
20:44:49:005,0.224,-0.016,-0.030,-0.016,-13.792,-18.053,14.096
20:44:49:018,0.237,-0.021,-0.009,-0.025,-13.900,-18.003,14.222
20:44:49:045,0.264,0.004,-0.040,-0.031,-13.935,-17.994,14.173
20:44:49:046,0.265,0.002,-0.012,0.001,-13.968,-17.972,14.193
20:44:49:147,0.366,-0.003,0.021,0.010,-13.880,-17.769,14.250
20:44:49:17,0.389,0.010,-0.005,0.014,-13.846,-17.712,14.157
20:44:49:217,0.436,0.022,-0.031,-0.003,-13.871,-17.670,14.131
20:44:49:315,0.534,0.020,-0.039,-0.020,-13.942,-17.506,14.234
20:44:49:316,0.535,0.023,-0.026,-0.005,-13.930,-17.493,14.140
20:44:49:317,0.536,0.054,-0.036,0.009,-13.887,-17.422,14.123
20:44:49:458,0.677,0.002,0.027,0.039,-13.282,-17.485,14.403
20:44:49:567,0.785,-0.007,0.046,0.022,-13.236,-17.376,14.637
20:44:49:567,0.785,-0.022,0.042,0.017,-13.226,-17.358,14.677
20:44:49:567,0.785,-0.015,-0.002,0.003,-13.269,-17.286,14.748
20:44:49:58,0.798,0.018,0.006,0.017,-13.406,-17.192,14.762
20:44:49:629,0.848,0.023,-0.019,0.006,-13.504,-17.131,14.680
20:44:49:929,1.148,-0.017,-0.001,-0.011,-13.204,-17.343,13.832
20:44:49:929,1.148,-0.019,-0.012,-0.008,-13.202,-17.367,13.863
20:44:49:93,1.149,-0.014,0.014,0.000,-13.204,-17.364,13.899
20:44:50:004,1.223,-0.008,0.007,-0.001,-13.153,-17.364,13.890
20:44:50:004,1.223,-0.011,-0.012,-0.006,-13.147,-17.356,13.882
20:44:50:004,1.223,-0.007,0.010,0.001,-13.149,-17.318,13.863
20:44:50:005,1.224,-0.004,-0.001,0.010,-13.096,-17.313,13.804
20:44:50:017,1.236,0.012,-0.011,-0.003,-13.041,-17.339,13.643
20:44:50:169,1.388,-0.005,0.000,0.008,-12.967,-17.313,13.554
20:44:50:182,1.401,-0.003,0.016,0.013,-12.948,-17.318,13.617
20:44:50:183,1.402,-0.017,-0.018,-0.015,-12.949,-17.330,13.661
20:44:50:233,1.452,-0.008,0.000,-0.020,-13.043,-17.337,13.820
20:44:50:44,1.659,-0.005,0.001,-0.007,-12.834,-17.299,13.902
20:44:50:441,1.660,-0.010,0.027,0.012,-12.791,-17.295,13.914
20:44:50:442,1.661,-0.010,0.028,0.016,-12.724,-17.299,13.891
20:44:50:529,1.748,-0.016,0.015,0.006,-12.806,-17.252,13.960
20:44:50:746,1.965,0.015,-0.032,-0.006,-13.114,-17.109,13.931
20:44:50:746,1.965,0.024,-0.026,-0.015,-13.172,-17.088,13.873
20:44:50:854,2.073,0.028,-0.050,-0.017,-13.120,-17.060,13.663
20:44:50:854,2.073,0.018,-0.044,-0.040,-13.132,-17.093,13.561
20:44:50:854,2.073,-0.063,0.010,0.033,-13.092,-17.078,13.601
20:44:50:921,2.140,-0.012,0.035,0.016,-12.837,-17.074,13.445
20:44:50:921,2.140,-0.009,0.009,0.000,-12.737,-16.990,13.426
20:44:50:997,2.216,0.021,-0.029,0.000,-12.957,-16.868,13.440
20:44:51:01,2.229,0.018,-0.037,-0.022,-13.055,-16.828,13.423
20:44:51:017,2.236,0.012,-0.017,0.019,-13.094,-16.805,13.429
20:44:51:265,2.484,0.031,0.010,0.011,-12.849,-16.773,13.129
20:44:51:266,2.485,0.022,0.027,0.016,-12.775,-16.759,13.076
20:44:51:307,2.526,0.003,0.018,0.013,-12.785,-16.783,13.157
20:44:51:308,2.527,-0.005,0.001,0.009,-12.864,-16.831,13.121
20:44:51:33,2.549,-0.001,-0.024,-0.015,-12.932,-16.867,13.120
20:44:51:574,2.793,0.012,0.039,0.020,-12.731,-16.815,13.180
20:44:51:575,2.794,-0.003,0.007,0.015,-12.640,-16.783,13.182
20:44:51:623,2.842,0.005,0.010,0.011,-12.612,-16.780,13.182
20:44:51:67,2.889,0.036,0.021,0.021,-12.594,-16.780,13.131
20:44:51:671,2.890,0.029,0.025,0.016,-12.560,-16.852,13.047
20:44:51:719,2.937,0.004,-0.009,0.013,-12.564,-16.971,12.960
20:44:51:773,2.992,-0.015,0.007,-0.015,-12.638,-17.141,12.945
20:44:51:774,2.993,-0.057,0.033,0.030,-12.596,-17.272,12.824
20:44:51:775,2.994,0.019,0.003,0.023,-12.511,-17.385,12.502
20:44:51:849,3.068,-0.034,0.027,-0.026,-12.685,-17.403,12.558
20:44:51:849,3.068,-0.008,-0.011,-0.006,-12.786,-17.454,12.673
20:44:51:849,3.068,0.002,-0.022,-0.011,-12.854,-17.472,12.634
20:44:51:893,3.112,-0.005,-0.038,-0.067,-13.098,-17.395,12.852
20:44:51:921,3.139,0.046,-0.049,-0.017,-13.024,-17.362,12.422
20:44:51:971,3.190,-0.002,-0.011,-0.003,-13.075,-17.310,12.481
20:44:51:971,3.190,0.019,-0.011,-0.007,-13.022,-17.288,12.526
20:44:52:14,3.359,-0.002,-0.006,-0.004,-12.793,-17.300,12.614
20:44:52:14,3.359,-0.004,-0.001,-0.002,-12.879,-17.176,12.757
20:44:52:141,3.360,0.021,0.010,0.026,-12.877,-17.072,12.781
20:44:52:182,3.401,0.011,0.016,0.013,-12.839,-17.052,12.828
20:44:52:183,3.402,-0.010,0.019,0.023,-12.803,-17.070,12.899
20:44:52:235,3.454,-0.010,0.011,0.010,-12.830,-17.159,12.917
20:44:52:283,3.501,-0.010,0.002,-0.005,-12.820,-17.222,12.853
20:44:52:283,3.501,-0.023,-0.011,-0.008,-12.847,-17.268,12.922
20:44:52:333,3.552,0.004,-0.041,-0.049,-12.922,-17.313,12.929
20:44:52:333,3.552,-0.033,-0.003,-0.011,-12.903,-17.290,12.940
20:44:52:598,3.817,-0.043,0.084,-0.041,-12.428,-16.673,13.314
20:44:52:643,3.862,-0.084,0.086,0.066,-12.555,-16.528,13.343
20:44:52:698,3.916,0.061,0.031,0.057,-12.593,-16.462,12.934
20:44:52:698,3.917,-0.001,0.050,-0.041,-13.117,-16.177,13.167
20:44:52:699,3.918,0.022,-0.035,0.020,-13.440,-16.034,13.532
20:44:52:745,3.964,0.008,-0.061,-0.048,-14.218,-15.826,13.591
20:44:52:978,4.196,0.005,0.029,-0.016,-14.074,-16.110,13.680
20:44:52:979,4.197,-0.056,0.046,0.031,-13.975,-16.175,13.856
20:44:52:98,4.198,0.004,0.015,0.018,-13.833,-16.317,13.621
20:44:53:165,4.384,-0.076,0.050,0.019,-13.974,-16.226,13.926
20:44:53:166,4.385,-0.009,0.020,0.033,-13.911,-16.238,13.664
20:44:53:166,4.385,0.017,-0.003,-0.066,-14.240,-16.012,14.011
20:44:53:167,4.386,-0.076,0.016,0.036,-14.550,-15.813,14.609
20:44:53:309,4.528,-0.002,-0.027,-0.024,-14.959,-15.396,14.734
20:44:53:39,4.609,0.011,-0.006,-0.001,-14.878,-15.408,14.741
20:44:53:391,4.610,-0.006,0.008,0.008,-14.742,-15.459,14.597
20:44:53:392,4.611,-0.002,0.039,0.002,-14.684,-15.433,14.558
20:44:53:392,4.611,-0.070,0.074,0.037,-14.599,-15.420,14.477
20:44:53:579,4.798,-0.030,-0.001,0.023,-15.206,-15.014,15.030
20:44:53:58,4.799,0.067,-0.026,0.011,-14.993,-15.117,14.685
20:44:53:581,4.800,0.000,0.003,-0.046,-15.036,-15.064,14.850
20:44:53:692,4.911,-0.006,0.006,-0.005,-14.824,-15.106,15.257
20:44:53:717,4.936,0.011,0.035,0.056,-14.668,-15.127,15.180
20:44:53:742,4.961,0.028,0.020,0.012,-14.465,-15.141,14.973
20:44:53:797,5.015,-0.006,0.061,0.016,-14.514,-15.131,15.014
20:44:53:797,5.015,-0.047,0.053,0.051,-14.423,-15.221,14.783
20:44:53:831,5.050,0.027,-0.017,-0.006,-14.445,-15.301,14.466
20:44:54:038,5.257,-0.003,-0.010,-0.047,-14.653,-15.249,14.598
20:44:54:039,5.258,0.022,-0.026,0.014,-14.672,-15.291,14.447
20:44:54:04,5.259,0.022,-0.047,-0.004,-14.721,-15.286,14.419
20:44:54:091,5.310,-0.017,0.008,0.014,-14.669,-15.355,14.328
20:44:54:091,5.310,0.020,-0.020,0.000,-14.586,-15.408,14.205
