Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
20:36:54:078,0.000,0.017,0.014,0.025,17.209,-40.901,16.459
20:36:54:078,0.000,0.021,0.009,0.006,17.195,-40.898,16.373
20:36:54:078,0.000,0.005,0.034,0.008,17.282,-41.005,16.036
20:36:54:235,0.156,-0.003,0.002,0.016,17.346,-41.093,15.774
20:36:54:235,0.156,0.012,0.020,0.015,17.320,-41.116,15.642
20:36:54:236,0.157,0.012,0.006,0.019,17.336,-41.123,15.638
20:36:54:237,0.158,-0.001,0.006,0.006,17.332,-41.132,15.690
20:36:54:537,0.459,0.005,-0.018,0.005,17.120,-40.961,16.118
20:36:54:537,0.459,-0.001,-0.011,0.008,17.073,-40.884,16.287
20:36:54:537,0.459,0.013,-0.013,0.024,17.071,-40.769,16.457
20:36:54:572,0.494,0.023,-0.010,0.013,17.065,-40.725,16.530
20:36:54:572,0.494,0.015,0.000,0.020,17.096,-40.743,16.545
20:36:54:573,0.495,-0.003,-0.005,0.011,17.115,-40.743,16.601
20:36:54:574,0.496,0.025,0.008,0.010,17.116,-40.730,16.655
20:36:54:609,0.531,0.002,0.003,0.021,17.132,-40.760,16.641
20:36:54:609,0.531,0.004,0.019,0.003,17.105,-40.774,16.667
20:36:54:61,0.532,-0.002,-0.010,0.011,17.071,-40.771,16.725
20:36:54:61,0.532,0.002,0.015,0.000,17.059,-40.745,16.792
20:36:54:654,0.576,-0.005,-0.013,0.016,17.068,-40.727,16.807
20:36:54:655,0.577,0.005,0.004,0.007,17.027,-40.709,16.809
20:36:54:656,0.578,0.002,-0.001,0.008,17.042,-40.692,16.815
20:36:54:668,0.589,0.007,-0.015,-0.004,17.033,-40.661,16.851
20:36:54:668,0.589,-0.008,-0.011,0.000,17.036,-40.653,16.843
20:36:54:67,0.591,0.017,0.007,0.009,17.020,-40.639,16.781
20:36:54:693,0.614,0.010,0.030,0.028,17.088,-40.619,16.612
20:36:54:693,0.614,0.033,0.021,0.038,17.139,-40.694,16.340
20:36:54:724,0.645,0.021,0.005,0.018,17.105,-40.758,16.250
20:36:54:736,0.657,-0.003,0.000,0.002,17.072,-40.891,16.145
20:36:54:814,0.736,0.000,-0.010,0.008,17.057,-40.923,16.129
20:36:54:814,0.736,-0.004,-0.021,-0.002,16.999,-40.889,16.175
20:36:54:835,0.757,0.002,-0.010,0.017,16.996,-40.866,16.178
20:36:54:875,0.797,0.008,-0.011,0.022,17.028,-40.841,16.174
