Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
20:29:34:64,0.000,0.007,0.010,0.001,19.546,-16.276,32.914
20:29:34:641,0.001,0.000,0.009,0.007,19.511,-16.235,32.897
20:29:34:642,0.002,0.009,0.016,0.005,19.445,-16.126,32.983
20:29:35:166,0.526,-0.003,0.005,-0.006,19.634,-16.020,33.291
20:29:35:166,0.526,0.010,0.017,0.003,19.661,-15.976,33.290
20:29:35:167,0.527,0.001,0.005,0.007,19.661,-15.970,33.269
20:29:35:398,0.758,0.000,0.004,0.001,19.635,-16.009,33.248
20:29:35:398,0.758,-0.010,0.010,0.004,19.626,-16.038,33.273
20:29:35:927,1.287,-0.004,0.010,-0.005,19.649,-16.025,33.276
20:29:35:927,1.287,-0.010,0.001,0.010,19.602,-15.955,33.124
20:29:35:928,1.288,0.007,0.014,0.004,19.591,-15.929,33.119
20:29:35:929,1.289,-0.007,-0.003,0.008,19.589,-15.947,33.087
20:29:36:137,1.496,-0.015,0.004,0.005,19.612,-15.954,33.101
20:29:36:137,1.496,-0.022,-0.004,0.008,19.600,-15.942,33.103
20:29:37:029,2.388,-0.008,0.006,0.001,19.557,-15.908,33.113
20:29:37:029,2.388,-0.011,-0.001,0.009,19.547,-15.874,33.118
20:29:37:03,2.389,-0.011,0.002,0.016,19.551,-15.844,33.109
20:29:37:031,2.390,-0.007,0.006,0.008,19.551,-15.844,33.109
20:29:37:415,2.774,-0.003,-0.008,0.009,19.545,-15.725,32.978
20:29:37:468,2.828,0.005,-0.008,-0.003,19.495,-15.684,33.005
20:29:37:554,2.914,-0.009,-0.004,0.013,19.510,-15.650,33.010
20:29:37:554,2.914,-0.010,0.000,0.018,19.579,-15.609,32.937
20:29:37:555,2.915,-0.024,0.007,0.006,19.730,-15.497,33.011
20:29:37:555,2.915,-0.007,0.002,0.002,19.769,-15.434,32.948
20:29:37:792,3.151,-0.006,-0.005,0.012,19.459,-15.088,32.928
20:29:37:793,3.152,0.004,-0.023,0.007,19.333,-14.935,33.107
20:29:37:793,3.152,-0.007,0.002,0.008,19.503,-15.234,33.544
20:29:37:997,3.357,-0.001,0.001,0.006,19.451,-15.449,33.849
20:29:37:998,3.358,-0.007,0.005,0.005,19.383,-15.458,33.868
20:29:38:07,3.429,0.001,-0.001,-0.003,19.221,-15.581,33.873
20:29:38:15,3.510,0.004,0.020,0.004,19.267,-15.601,33.924
20:29:38:447,3.807,-0.002,0.003,0.008,19.354,-15.686,33.878
20:29:38:447,3.807,-0.002,-0.016,-0.001,19.306,-15.720,33.878
20:29:38:447,3.807,-0.003,-0.010,0.010,19.289,-15.737,33.824
20:29:38:448,3.808,-0.007,-0.017,0.019,19.333,-15.764,33.726
20:29:38:525,3.885,-0.012,-0.006,0.007,19.435,-15.845,33.676
20:29:38:526,3.886,-0.012,0.010,-0.010,19.560,-15.906,33.780
20:29:38:526,3.886,-0.012,0.008,0.002,19.584,-15.909,33.766
20:29:38:527,3.887,-0.003,0.007,-0.004,19.587,-15.907,33.782
20:29:38:806,4.166,-0.007,0.018,0.000,19.663,-15.881,33.846
20:29:38:895,4.254,0.001,0.024,-0.004,19.658,-15.854,33.828
20:29:38:895,4.254,-0.006,0.010,0.004,19.627,-15.835,33.801
20:29:38:895,4.254,-0.005,0.016,-0.001,19.562,-15.801,33.795
20:29:38:972,4.331,0.005,0.009,0.006,19.497,-15.744,33.721
20:29:38:972,4.331,-0.002,-0.011,0.009,19.452,-15.714,33.688
20:29:38:973,4.332,-0.003,-0.004,0.008,19.382,-15.688,33.687
20:29:38:974,4.333,-0.005,-0.013,0.007,19.350,-15.666,33.690
20:29:39:05,4.410,-0.008,-0.014,0.017,19.391,-15.625,33.705
20:29:39:051,4.411,0.001,-0.023,0.006,19.420,-15.610,33.707
20:29:39:051,4.411,-0.005,0.024,0.000,19.621,-15.744,33.770
20:29:39:303,4.663,0.002,-0.007,0.009,19.395,-15.694,33.659
20:29:39:938,5.297,-0.004,-0.003,-0.002,19.354,-15.618,33.639
20:29:40:284,5.643,0.004,0.018,0.009,19.441,-15.563,33.752
20:29:40:284,5.643,0.002,0.014,0.004,19.449,-15.595,33.705
20:29:40:476,5.835,-0.023,-0.009,-0.001,19.375,-15.676,33.676
20:29:40:476,5.835,-0.006,0.005,-0.002,19.341,-15.678,33.673
20:29:40:476,5.835,-0.017,-0.005,0.010,19.321,-15.679,33.628
20:29:40:774,6.133,0.004,0.008,0.008,19.368,-15.610,33.604
20:29:40:801,6.160,0.002,-0.011,0.008,19.176,-15.682,33.528
20:29:41:066,6.426,0.004,0.012,0.010,19.484,-15.531,33.994
20:29:41:147,6.506,0.004,0.010,0.009,19.444,-15.542,33.990
20:29:41:147,6.506,-0.006,-0.009,0.014,19.343,-15.565,33.938
20:29:41:23,6.590,-0.008,-0.011,0.008,19.293,-15.593,33.934
20:29:41:231,6.591,0.004,0.004,0.009,19.325,-15.635,33.870
20:29:41:232,6.592,0.006,0.008,-0.002,19.272,-15.637,33.829
20:29:41:443,6.802,-0.001,0.004,0.009,19.162,-15.565,33.632
20:29:41:443,6.802,-0.009,-0.007,0.011,19.191,-15.550,33.634
20:29:41:443,6.802,0.003,0.011,0.004,19.222,-15.539,33.667
20:29:41:511,6.871,0.002,0.010,0.004,19.258,-15.515,33.672
20:29:41:512,6.872,0.005,0.013,0.005,19.280,-15.501,33.681
20:29:41:807,7.166,-0.005,0.004,0.004,19.278,-15.518,33.746
20:29:41:808,7.167,-0.015,0.002,0.009,19.272,-15.527,33.744
20:29:41:808,7.167,-0.004,0.007,-0.003,19.241,-15.548,33.761
20:29:42:113,7.472,-0.005,0.004,0.015,19.168,-15.451,33.744
20:29:42:481,7.841,-0.006,-0.005,0.006,19.161,-15.452,33.751
20:29:42:936,8.296,-0.009,-0.004,0.005,19.307,-15.474,33.819
20:29:42:937,8.297,-0.004,0.019,0.008,19.357,-15.461,33.733
20:29:42:937,8.297,-0.006,0.016,0.001,19.356,-15.462,33.726
20:29:42:938,8.298,0.000,0.001,0.006,19.288,-15.425,33.678
20:29:43:245,8.605,-0.007,0.000,0.004,19.277,-14.882,33.675
20:29:43:246,8.606,0.001,-0.003,0.004,19.275,-14.876,33.676
20:29:44:424,9.784,0.006,0.022,0.015,19.492,-14.568,33.671
20:29:44:668,10.028,0.004,0.022,-0.007,19.505,-14.567,33.730
20:29:44:668,10.028,-0.001,0.018,0.007,19.506,-14.583,33.712
20:29:44:669,10.029,0.003,0.027,0.002,19.782,-13.243,33.917
20:29:44:67,10.030,-0.002,0.003,0.011,19.607,-13.213,33.948
20:29:45:319,10.678,-0.008,0.003,0.007,19.589,-13.210,33.948
20:29:45:319,10.678,-0.008,0.007,0.007,19.577,-13.216,33.925
20:29:45:553,10.912,-0.020,0.011,0.007,19.557,-13.088,33.920
20:29:45:637,10.996,-0.010,0.011,0.005,19.494,-13.078,33.890
20:29:45:638,10.997,0.009,-0.009,-0.008,19.411,-12.998,33.875
20:29:45:638,10.997,0.002,0.011,0.008,19.392,-12.958,33.887
20:29:45:689,11.049,-0.015,0.005,0.011,19.401,-12.855,33.860
20:29:45:689,11.049,0.001,0.011,0.009,19.151,-12.764,33.808
20:29:45:69,11.050,0.001,0.011,0.006,19.182,-12.737,33.842
20:29:47:792,13.152,-0.005,0.012,0.001,18.982,-12.516,34.176
20:29:47:793,13.153,-0.008,0.008,0.005,18.994,-12.510,34.199
20:29:47:793,13.153,0.003,0.019,-0.002,19.000,-12.528,34.154
20:29:48:029,13.389,0.002,-0.010,0.003,18.927,-12.525,34.069
20:29:48:03,13.390,-0.012,-0.002,0.013,18.957,-12.558,34.031
20:29:48:045,13.405,-0.006,0.000,0.000,18.961,-12.563,34.044
20:29:50:698,16.057,-0.006,0.008,-0.003,18.961,-12.449,33.842
20:29:51:07,16.430,-0.003,0.015,0.019,18.937,-12.456,33.760
20:29:51:071,16.431,-0.008,-0.005,0.012,18.915,-12.460,33.692
20:29:51:071,16.431,0.000,0.004,0.011,18.827,-12.173,33.548
20:29:51:154,16.513,-0.011,0.011,0.003,18.806,-12.220,33.815
20:29:51:154,16.513,-0.007,0.023,0.002,19.069,-12.041,34.346
20:29:51:155,16.514,-0.006,0.004,0.004,18.822,-12.082,34.143
20:29:51:155,16.514,-0.003,0.007,-0.003,18.849,-12.160,34.258
20:29:51:222,16.581,0.001,0.007,0.002,18.929,-12.168,34.254
20:29:51:677,17.036,-0.004,0.008,-0.001,18.975,-12.240,34.305
20:29:51:678,17.037,-0.007,0.017,0.008,18.967,-12.229,34.291
20:29:51:678,17.037,-0.006,0.006,0.010,18.949,-12.235,34.274
20:29:51:679,17.038,-0.006,0.012,-0.004,18.889,-12.267,34.266
20:29:52:044,17.404,-0.007,-0.005,-0.008,18.746,-12.253,34.267
20:29:52:123,17.482,-0.011,-0.003,0.015,18.714,-12.227,34.245
20:29:52:124,17.483,-0.012,-0.006,0.007,18.693,-12.200,34.271
20:29:52:124,17.483,-0.005,0.014,0.008,18.631,-12.081,34.379
20:29:52:492,17.851,-0.014,0.003,0.001,18.378,-11.975,34.429
20:29:52:492,17.851,0.003,-0.002,0.022,17.826,-11.148,34.023
20:29:52:493,17.852,-0.004,0.008,0.004,17.939,-11.194,34.076
20:29:52:494,17.853,0.001,0.006,0.003,17.958,-11.487,34.043
20:29:53:009,18.368,-0.014,0.003,0.009,17.977,-11.614,34.047
20:29:53:086,18.445,0.006,0.014,-0.001,17.996,-11.647,34.037
20:29:55:925,21.284,0.003,0.007,0.004,17.942,-11.625,34.271
20:29:55:926,21.285,-0.005,0.001,0.000,17.942,-11.634,34.261
20:29:55:976,21.335,-0.010,0.009,0.013,17.947,-11.651,34.215
20:29:55:977,21.336,-0.016,-0.008,0.007,17.924,-11.658,34.213
20:29:56:006,21.365,0.001,0.001,0.006,17.877,-11.556,34.165
20:29:56:007,21.366,-0.011,0.006,0.015,17.940,-11.562,34.162
20:29:56:368,21.727,-0.009,0.000,0.008,17.944,-11.589,34.180
20:29:56:498,21.858,-0.003,0.023,-0.007,18.216,-11.733,34.644
20:29:57:053,22.412,-0.008,0.003,0.017,18.121,-11.667,34.684
20:29:57:053,22.412,-0.016,-0.016,0.012,18.119,-11.678,34.733
20:29:59:28,24.639,-0.003,0.002,0.007,18.502,-11.745,34.974
20:30:01:172,26.532,-0.001,0.001,0.007,18.496,-11.754,34.973
20:30:01:302,26.662,0.001,0.004,0.000,18.485,-11.785,34.995
20:30:01:838,27.197,-0.012,0.011,0.006,18.484,-11.821,35.006
20:30:01:838,27.197,0.006,0.005,-0.003,18.466,-11.841,35.009
20:30:01:839,27.198,0.002,0.007,0.005,18.446,-11.861,35.011
20:30:01:84,27.199,-0.024,0.009,0.001,18.436,-11.909,34.997
20:30:02:147,27.506,-0.012,0.004,0.009,18.425,-11.926,35.001
20:30:02:147,27.506,-0.008,0.009,0.006,18.522,-11.830,35.123
20:30:02:169,27.528,-0.006,-0.006,0.011,18.521,-11.823,35.131
20:30:02:282,27.642,0.000,-0.002,0.009,18.528,-11.724,35.131
20:30:02:283,27.643,-0.004,0.006,0.008,18.761,-11.534,35.232
20:30:02:283,27.643,0.002,0.005,0.002,18.745,-11.543,35.259
20:30:02:284,27.644,0.002,-0.007,0.007,18.701,-11.483,35.243
20:30:02:618,27.978,-0.001,-0.006,0.001,18.637,-11.416,35.029
20:30:03:259,28.618,0.001,0.013,0.008,18.911,-11.459,35.122
20:30:03:259,28.618,-0.005,0.012,0.002,18.969,-11.471,35.130
20:30:03:259,28.618,-0.002,0.008,0.010,18.986,-11.403,35.353
20:30:03:691,29.050,0.003,0.007,0.013,18.961,-11.436,35.304
20:30:03:777,29.137,-0.007,0.008,0.007,18.943,-11.477,35.311
20:30:03:778,29.138,-0.016,0.014,0.009,18.955,-11.498,35.293
20:30:03:779,29.139,0.002,0.007,0.010,18.886,-11.497,35.260
20:30:03:779,29.139,0.001,0.013,0.000,18.754,-11.531,35.123
20:30:03:853,29.213,-0.010,-0.003,0.013,18.887,-11.574,34.985
20:30:05:113,30.472,-0.010,0.005,0.010,19.108,-11.633,35.057
20:30:05:113,30.472,-0.009,0.007,0.010,19.136,-11.615,35.091
20:30:05:189,30.548,-0.005,0.001,0.006,19.088,-11.681,35.158
20:30:05:266,30.626,-0.008,0.001,0.010,19.015,-11.749,35.114
20:30:05:562,30.922,-0.006,0.002,0.007,18.955,-11.821,35.078
20:30:05:796,31.155,0.005,0.009,0.011,19.199,-11.525,35.321
20:30:05:797,31.156,-0.006,0.009,0.012,19.257,-11.522,35.347
20:30:06:053,31.413,-0.003,0.007,0.004,19.276,-11.537,35.368
20:30:06:08,31.439,-0.003,0.004,0.008,19.276,-11.537,35.368
20:30:06:168,31.527,-0.016,-0.001,0.011,19.307,-11.564,35.380
20:30:06:169,31.528,-0.013,0.012,0.001,19.370,-11.617,35.419
20:30:06:17,31.529,-0.007,0.013,0.016,19.534,-11.426,35.482
20:30:06:691,32.050,-0.001,0.011,-0.003,19.473,-11.434,35.170
20:30:07:061,32.421,0.002,0.010,0.002,19.588,-11.503,35.292
20:30:07:061,32.421,-0.002,0.002,0.008,19.488,-11.550,35.241
20:30:07:062,32.422,-0.007,-0.012,0.006,19.411,-11.543,35.222
20:30:07:063,32.423,-0.009,0.004,-0.001,19.296,-11.559,35.227
20:30:08:11,33.470,-0.006,0.007,0.008,19.258,-11.411,35.340
20:30:08:11,33.470,-0.001,0.014,0.003,19.243,-11.384,35.352
20:30:08:111,33.471,0.001,0.011,0.011,19.253,-11.375,35.338
20:30:08:112,33.472,-0.001,0.006,0.006,19.214,-11.364,35.339
