Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
21:27:05:461,0,0.06,-0.044,0.01,-24.084,-38.27,0.539
21:27:05:461,0,0.039,-0.013,0.023,-24.065,-37.802,0.741
21:27:05:936,0.475,0.021,0.007,0.005,-23.045,-37.473,0.647
21:27:05:936,0.475,-0.004,-0.014,0.016,-22.937,-37.637,0.55
21:27:05:937,0.476,0.029,0.009,0.014,-22.801,-37.884,0.399
21:27:05:937,0.476,-0.037,0.015,-0.018,-22.64,-38.05,0.357
21:27:06:024,0.563,-0.016,0.013,-0.003,-22.364,-38.356,0.268
21:27:06:025,0.564,-0.016,0.029,-0.004,-22.217,-38.555,0.096
21:27:06:026,0.565,-0.036,0.031,-0.019,-22.01,-38.807,-0.057
21:27:06:026,0.565,-0.028,0.053,-0.042,-21.906,-38.935,-0.09
21:27:06:051,0.591,-0.022,0.079,-0.077,-21.716,-39.048,-0.304
21:27:06:051,0.591,-0.056,0.061,0.014,-21.324,-39.21,-1.221
21:27:06:051,0.591,-0.032,0.074,0.04,-21.129,-39.324,-1.955
21:27:06:052,0.592,0.064,0.033,0.081,-21.108,-39.144,-2.423
21:27:06:053,0.593,-0.025,0.009,0.074,-21.237,-38.914,-2.22
21:27:06:072,0.612,0.02,0.005,0.01,-21.591,-38.572,-1.563
21:27:06:072,0.612,0.022,0.005,-0.006,-21.824,-38.357,-0.968
21:27:06:073,0.613,0.018,-0.004,-0.017,-21.866,-38.29,-0.87
21:27:06:074,0.614,0.007,0.01,-0.01,-21.845,-38.235,-0.848
21:27:06:141,0.68,0.046,-0.001,0.006,-21.877,-37.759,-0.795
21:27:06:197,0.736,0.002,-0.002,-0.003,-21.584,-36.72,-2.531
21:27:06:198,0.737,-0.056,0.029,0.005,-21.554,-36.636,-2.552
21:27:06:198,0.737,0.03,-0.004,0.03,-21.616,-36.419,-2.668
21:27:06:212,0.751,-0.021,0.024,0.039,-21.741,-36.157,-2.608
21:27:06:237,0.776,0.008,0.015,0.057,-21.861,-35.76,-2.603
21:27:06:274,0.813,0.036,0.022,0.066,-21.953,-35.643,-2.806
21:27:06:371,0.91,0.032,0.034,0.046,-21.97,-35.659,-3.032
21:27:06:372,0.911,0,0.017,0.003,-21.983,-35.888,-3.278
21:27:06:373,0.912,-0.059,0.023,-0.041,-22.029,-36.144,-3.417
21:27:06:373,0.912,-0.064,0.075,0.013,-22.06,-36.486,-3.726
21:27:06:6,1.139,-0.043,0,0.012,-22.9,-35.442,-2.413
21:27:06:6,1.139,0.028,0.01,-0.007,-22.922,-35.342,-2.408
21:27:06:601,1.14,-0.046,0.039,0.01,-22.879,-35.266,-2.241
21:27:06:602,1.141,0.024,-0.013,-0.035,-22.88,-35.317,-2.274
21:27:06:676,1.215,-0.074,0.032,0.018,-22.845,-35.36,-2.381
21:27:06:774,1.313,-0.072,0.036,0.019,-22.768,-35.395,-2.532
21:27:06:775,1.314,0.03,-0.036,-0.003,-22.785,-35.408,-2.723
21:27:06:776,1.315,-0.075,0.024,-0.006,-22.808,-35.231,-2.522
21:27:06:886,1.425,-0.046,0.024,0.059,-22.627,-34.562,-2.299
21:27:06:886,1.425,0.026,-0.003,0.05,-22.549,-34.322,-2.301
21:27:06:886,1.425,0.015,-0.012,0.034,-22.559,-34.155,-2.159
21:27:06:887,1.426,-0.009,0.026,0.063,-22.556,-33.918,-1.967
21:27:06:899,1.438,0.026,0.021,0.05,-22.565,-33.816,-2.007
21:27:06:967,1.506,0.012,0.033,0.025,-22.406,-33.72,-2.116
21:27:06:974,1.513,0.041,0.008,0,-22.442,-33.691,-2.123
21:27:06:986,1.526,-0.015,0.016,0.01,-22.514,-33.571,-2.034
21:27:07:049,1.589,0.037,-0.017,0.014,-22.568,-33.52,-2.152
21:27:07:061,1.6,0.044,-0.012,0.001,-22.647,-33.518,-2.277
21:27:07:141,1.68,0.006,0.025,0.005,-22.548,-33.53,-2.283
21:27:07:205,1.744,-0.017,0.007,0.024,-22.401,-33.747,-2.684
21:27:07:206,1.745,0.016,-0.021,-0.03,-22.341,-33.855,-2.643
21:27:07:225,1.764,-0.005,0.02,-0.019,-22.304,-33.827,-2.488
21:27:07:249,1.788,-0.106,0.011,-0.039,-22.188,-33.791,-2.332
21:27:07:315,1.855,0.035,0.018,-0.027,-22.199,-33.777,-2.557
21:27:07:315,1.855,-0.024,0.014,-0.004,-22.156,-33.661,-2.478
21:27:07:336,1.876,-0.067,0.018,-0.027,-22.136,-33.616,-2.374
21:27:07:4,1.939,0.018,-0.002,0.012,-22.123,-33.514,-2.533
21:27:07:427,1.966,-0.036,0.031,0.026,-22.065,-33.344,-2.545
21:27:07:427,1.966,-0.003,0.013,0.005,-22.011,-33.308,-2.618
21:27:07:439,1.978,0.014,0.046,0.019,-21.974,-33.261,-2.749
21:27:07:49,2.029,-0.029,0.051,0.037,-21.979,-33.181,-2.756
21:27:07:49,2.029,-0.001,0.031,0.03,-22.015,-33.141,-2.816
21:27:07:512,2.051,-0.006,0.04,0,-22.151,-33.082,-2.785
21:27:07:575,2.114,0.008,-0.001,-0.001,-22.405,-33.05,-2.848
21:27:07:599,2.139,0.009,-0.01,-0.011,-22.531,-33.012,-2.829
21:27:07:623,2.163,0.005,-0.008,-0.012,-22.697,-32.974,-2.841
21:27:07:69,2.229,0.024,-0.02,-0.04,-22.888,-32.893,-2.85
21:27:07:69,2.229,-0.03,-0.015,-0.01,-22.9,-32.88,-2.844
21:27:07:778,2.317,0.029,-0.041,0.01,-22.888,-32.883,-2.975
21:27:07:779,2.318,0.007,0.001,0.009,-22.841,-32.886,-2.996
21:27:07:806,2.345,0.005,-0.006,0.023,-22.661,-33.102,-3.292
21:27:07:826,2.365,-0.008,-0.012,-0.008,-22.625,-33.147,-3.317
21:27:07:862,2.401,-0.017,0.029,-0.016,-22.578,-33.138,-3.218
