Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
21:23:16:377,0.000,0.017,-0.039,0.015,9.646,-34.324,-9.243
21:23:16:377,0.000,0.010,-0.034,0.027,9.564,-34.269,-9.189
21:23:16:378,0.001,0.016,-0.028,0.007,9.526,-34.290,-9.135
21:23:16:379,0.002,-0.007,-0.027,0.000,9.502,-34.346,-9.072
21:23:16:72,0.343,0.011,-0.007,0.021,9.477,-34.470,-9.136
21:23:16:721,0.344,0.025,-0.006,0.028,9.465,-34.523,-9.097
21:23:16:722,0.345,0.027,-0.009,0.051,9.486,-34.675,-9.185
21:23:16:85,0.473,-0.004,0.024,0.008,9.277,-36.271,-9.285
21:23:16:85,0.473,-0.009,0.010,0.014,9.144,-36.991,-9.313
21:23:16:851,0.474,-0.030,-0.014,-0.037,9.009,-37.432,-9.336
21:23:16:877,0.500,-0.090,-0.030,-0.056,8.682,-38.566,-9.310
21:23:16:877,0.500,-0.063,-0.042,-0.134,8.473,-39.146,-9.447
21:23:16:878,0.501,-0.105,-0.070,-0.099,8.367,-39.634,-9.562
21:23:16:951,0.574,-0.093,-0.092,-0.133,8.269,-39.839,-9.623
21:23:16:952,0.575,-0.120,-0.021,-0.119,8.192,-39.955,-9.559
21:23:16:952,0.575,-0.100,-0.035,-0.104,8.146,-39.900,-9.473
21:23:16:981,0.604,-0.088,-0.015,-0.074,8.070,-39.592,-9.058
21:23:16:982,0.605,-0.025,0.010,-0.027,8.037,-39.168,-8.836
21:23:16:982,0.605,-0.047,0.015,-0.043,7.928,-37.955,-8.326
21:23:16:983,0.606,-0.046,0.041,-0.051,8.011,-37.954,-8.308
21:23:17:001,0.624,-0.015,-0.015,0.009,8.158,-37.981,-8.660
21:23:17:081,0.705,0.012,-0.058,0.022,8.125,-37.855,-8.899
21:23:17:081,0.705,-0.034,-0.025,-0.009,7.970,-37.454,-8.892
21:23:17:111,0.734,0.001,-0.023,0.011,7.791,-37.105,-8.843
21:23:17:112,0.735,0.026,-0.031,0.036,7.514,-36.612,-8.786
21:23:17:113,0.736,0.037,-0.040,0.051,7.312,-36.242,-8.663
21:23:17:113,0.736,0.006,-0.056,0.019,7.237,-36.095,-8.602
21:23:17:216,0.839,0.024,-0.036,0.024,7.164,-36.010,-8.597
21:23:17:217,0.840,0.015,-0.082,0.037,7.182,-36.006,-8.621
21:23:17:218,0.841,0.022,-0.082,0.015,7.186,-36.012,-8.686
21:23:17:218,0.841,-0.013,-0.031,0.003,7.234,-36.058,-8.684
21:23:17:322,0.945,-0.003,-0.024,0.019,7.296,-36.109,-8.728
21:23:17:323,0.946,0.007,-0.041,0.001,7.339,-36.131,-8.766
21:23:17:324,0.947,-0.021,-0.036,0.008,7.355,-36.135,-8.712
21:23:17:324,0.947,0.005,-0.004,-0.024,7.385,-36.161,-8.648
21:23:17:348,0.971,-0.025,0.004,0.001,7.452,-36.197,-8.664
21:23:17:349,0.972,-0.013,-0.014,0.009,7.579,-36.288,-8.787
21:23:17:35,0.973,-0.012,-0.018,-0.007,7.611,-36.380,-8.821
21:23:17:35,0.973,-0.038,-0.007,-0.025,7.628,-36.386,-8.711
21:23:17:479,1.102,-0.020,-0.003,-0.008,7.875,-36.389,-8.117
21:23:17:48,1.103,-0.003,-0.030,0.014,7.908,-36.380,-8.052
21:23:17:481,1.104,-0.013,-0.047,-0.011,7.934,-36.324,-7.867
21:23:17:584,1.207,-0.026,-0.037,-0.009,7.963,-36.298,-7.692
21:23:17:585,1.208,-0.002,-0.026,-0.011,7.977,-36.279,-7.615
21:23:17:585,1.208,-0.012,-0.019,-0.009,8.066,-36.229,-7.528
21:23:17:586,1.209,-0.012,0.006,0.002,8.138,-36.194,-7.631
21:23:17:712,1.335,0.006,-0.031,0.051,8.459,-36.638,-9.529
21:23:17:713,1.336,0.003,-0.072,-0.026,8.342,-36.689,-9.688
21:23:17:82,1.443,-0.037,-0.033,-0.019,8.175,-36.645,-9.525
21:23:17:82,1.443,-0.010,-0.063,-0.009,8.160,-36.676,-9.475
21:23:17:821,1.444,0.007,-0.064,-0.015,8.139,-36.712,-9.589
21:23:17:822,1.445,-0.043,-0.038,-0.024,8.251,-36.814,-9.569
21:23:17:838,1.461,-0.026,-0.046,0.006,8.298,-36.872,-9.611
21:23:17:946,1.569,-0.005,-0.035,-0.027,8.296,-36.842,-9.594
21:23:17:946,1.569,-0.047,-0.016,-0.032,8.379,-36.806,-9.500
21:23:18:058,1.681,0.015,-0.036,0.012,8.484,-36.794,-9.575
21:23:18:058,1.681,-0.025,0.003,-0.016,8.627,-36.777,-9.551
21:23:18:059,1.682,-0.006,-0.003,0.009,8.733,-36.792,-9.608
21:23:18:06,1.683,-0.006,-0.003,-0.009,8.847,-36.808,-9.660
21:23:18:081,1.704,-0.019,0.009,-0.016,9.003,-36.830,-9.584
21:23:18:081,1.704,-0.025,0.003,-0.019,9.043,-36.866,-9.546
21:23:18:188,1.812,-0.020,-0.025,-0.016,9.064,-36.871,-9.501
21:23:18:189,1.813,-0.062,-0.029,-0.057,9.069,-36.910,-9.363
21:23:18:189,1.813,-0.023,-0.054,-0.023,9.097,-36.942,-9.449
21:23:18:19,1.814,-0.013,-0.042,-0.006,9.163,-36.938,-9.582
21:23:18:29,1.913,-0.012,-0.048,-0.015,9.296,-36.621,-9.336
21:23:18:319,1.942,0.024,0.001,0.010,9.458,-35.828,-9.248
21:23:18:32,1.943,-0.030,0.025,-0.015,9.642,-35.722,-9.229
21:23:18:321,1.944,-0.033,0.024,-0.010,9.789,-35.720,-9.361
21:23:18:424,2.047,-0.027,0.039,0.013,10.063,-35.552,-10.070
21:23:18:425,2.048,-0.003,0.011,0.003,10.115,-35.510,-10.238
21:23:18:425,2.048,-0.009,-0.024,0.030,10.142,-35.462,-10.380
21:23:18:442,2.065,-0.021,-0.020,-0.010,10.108,-35.398,-10.346
