Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
11:14:00:61,0.000,0.013,-0.004,0.009,-37.927,160.548,-10.189
11:14:01:425,0.815,-0.006,-0.001,0.014,-37.858,159.515,-9.886
11:14:01:425,0.815,-0.002,0.002,0.002,-37.886,159.793,-9.823
11:14:01:574,0.964,0.006,-0.004,0.008,-37.888,159.821,-9.796
11:14:01:575,0.965,-0.004,-0.012,0.002,-38.044,160.991,-9.818
11:14:02:044,1.434,-0.009,-0.014,0.008,-38.044,160.991,-9.818
11:14:02:359,1.749,-0.003,-0.005,0.003,-38.053,161.000,-9.822
11:14:02:394,1.784,0.004,0.005,-0.003,-38.067,161.004,-9.830
11:14:02:395,1.785,0.006,-0.003,0.009,-38.083,161.009,-9.839
11:14:02:395,1.785,0.005,0.008,0.002,-38.084,161.003,-9.845
11:14:02:396,1.786,0.006,0.010,0.000,-38.118,160.981,-9.859
11:14:02:552,1.942,0.001,0.004,-0.001,-38.118,160.942,-9.831
11:14:02:552,1.942,0.006,0.001,0.012,-38.112,160.936,-9.837
11:14:02:553,1.943,0.003,-0.010,0.014,-38.103,160.932,-9.873
11:14:02:553,1.943,0.007,0.000,0.005,-38.250,160.428,-10.177
11:14:02:709,2.099,-0.006,-0.025,0.013,-38.138,160.385,-10.141
11:14:02:709,2.099,-0.001,-0.013,0.011,-38.138,160.337,-10.110
11:14:02:71,2.100,-0.009,-0.013,0.011,-38.163,160.286,-10.107
11:14:02:711,2.101,-0.005,-0.007,0.010,-38.168,160.248,-10.101
11:14:02:866,2.256,-0.004,0.005,0.009,-38.208,160.206,-10.102
11:14:02:867,2.257,0.003,0.008,0.000,-38.061,159.393,-10.103
11:14:02:868,2.258,0.011,0.006,0.009,-37.997,159.617,-10.031
11:14:02:869,2.259,0.005,-0.004,0.008,-37.998,159.603,-10.033
11:14:03:829,3.218,0.010,0.003,0.008,-38.005,159.729,-10.054
11:14:03:997,3.386,0.002,-0.004,0.008,-38.028,159.734,-10.063
11:14:03:997,3.386,-0.001,0.000,0.011,-37.935,159.649,-9.849
11:14:03:997,3.386,-0.004,0.005,0.005,-37.897,159.601,-9.804
11:14:03:997,3.386,0.002,-0.001,0.003,-37.895,159.629,-9.820
11:14:04:332,3.721,0.002,0.007,-0.001,-37.895,159.646,-9.826
11:14:04:332,3.721,0.001,0.002,0.006,-37.890,159.648,-9.790
11:14:04:489,3.878,-0.001,-0.006,0.009,-37.875,159.675,-9.807
11:14:04:489,3.878,0.005,-0.003,0.014,-37.857,159.741,-9.829
11:14:04:649,4.038,0.001,-0.004,0.012,-37.857,159.741,-9.829
11:14:04:649,4.038,0.008,0.010,0.004,-37.858,159.760,-9.843
11:14:04:65,4.039,0.010,0.004,0.014,-37.858,159.760,-9.843
11:14:04:8,4.190,0.003,0.004,0.010,-37.861,159.755,-9.871
11:14:08:351,7.740,0.006,0.012,0.003,-37.688,159.286,-10.066
11:14:11:107,10.496,0.009,0.030,-0.022,-36.862,159.994,-10.895
11:14:11:107,10.496,0.002,0.020,-0.010,-36.881,159.960,-10.898
11:14:11:107,10.496,0.012,0.017,-0.001,-36.820,159.944,-10.886
11:14:11:283,10.672,-0.017,-0.017,0.005,-36.683,159.705,-10.565
11:14:13:044,12.433,-0.014,-0.007,-0.010,-36.677,159.652,-10.541
11:14:13:384,12.773,-0.010,-0.025,0.009,-37.314,159.657,-10.840
11:14:15:143,14.533,-0.013,-0.009,-0.002,-37.695,159.733,-10.728
11:14:15:987,15.377,-0.001,0.018,-0.010,-37.689,159.984,-10.722
11:14:15:987,15.377,-0.012,0.004,-0.008,-37.454,160.381,-9.289
11:14:16:938,16.327,0.002,0.002,0.002,-37.406,160.267,-9.134
11:14:16:938,16.327,-0.004,0.016,-0.022,-37.396,160.281,-9.130
11:14:16:939,16.328,-0.002,-0.013,0.008,-37.171,160.907,-9.258
11:14:16:939,16.328,-0.014,0.011,-0.012,-37.279,160.874,-9.477
11:14:17:426,16.816,0.010,-0.001,0.010,-37.129,160.740,-9.803
11:14:17:587,16.977,-0.006,-0.006,0.002,-37.096,160.508,-9.920
11:14:17:741,17.131,-0.005,0.006,0.006,-37.093,160.388,-10.214
11:14:17:901,17.291,-0.010,0.000,0.012,-37.114,160.332,-10.173
11:14:17:902,17.292,0.007,0.002,0.011,-37.102,160.664,-10.171
11:14:18:089,17.479,0.001,-0.001,0.005,-37.214,160.266,-10.106
11:14:18:089,17.479,0.004,0.005,0.009,-37.483,160.371,-10.756
11:14:18:09,17.480,-0.006,-0.003,0.001,-37.354,160.250,-10.850
11:14:21:033,20.423,0.000,-0.023,0.017,-36.977,159.354,-10.321
11:14:21:057,20.447,-0.007,0.000,0.008,-37.335,159.294,-10.512
11:14:21:058,20.448,-0.002,-0.012,0.010,-37.326,159.499,-10.505
11:14:21:059,20.449,-0.002,-0.007,0.008,-37.320,159.493,-10.510
11:14:21:059,20.449,-0.003,0.009,0.012,-37.335,159.738,-10.576
11:14:21:131,20.520,0.002,0.009,0.015,-37.186,159.728,-10.516
11:14:21:184,20.573,0.001,0.001,0.011,-37.149,159.635,-10.418
11:14:21:374,20.763,-0.008,0.004,0.001,-37.161,159.800,-10.354
11:14:21:374,20.763,-0.004,0.008,-0.001,-36.885,160.000,-10.162
11:14:21:374,20.763,-0.003,0.008,0.002,-36.879,159.999,-10.162
11:14:21:374,20.763,-0.001,-0.007,0.013,-36.782,159.992,-10.116
11:14:21:4,20.789,-0.007,-0.008,0.011,-36.782,159.992,-10.116
11:14:21:4,20.789,0.004,0.002,0.008,-36.791,160.001,-10.120
11:14:21:4,20.789,0.000,-0.009,0.015,-36.791,160.009,-10.122
11:14:21:4,20.789,-0.181,-0.342,0.136,-35.798,164.914,-12.419
11:14:21:452,20.841,-0.236,-0.334,0.206,-35.830,166.744,-14.276
11:14:21:452,20.841,-0.282,-0.283,0.349,-38.428,172.375,-19.347
11:14:21:453,20.842,-0.187,-0.104,0.207,-75.725,-133.969,-59.949
11:14:21:454,20.843,-0.205,-0.117,0.241,-74.853,-136.280,-57.369
11:14:21:529,20.918,-0.211,-0.133,0.298,-74.465,-137.367,-55.725
11:14:21:53,20.919,-0.196,-0.139,0.317,-74.181,-138.330,-53.640
11:14:21:531,20.920,-0.196,-0.095,0.325,-74.264,-138.497,-52.474
11:14:21:531,20.920,-0.192,-0.059,0.286,-74.625,-137.880,-52.503
11:14:21:584,20.973,-0.210,-0.084,0.176,-76.547,-133.791,-54.725
11:14:21:584,20.973,-0.197,-0.115,0.111,-78.260,-129.626,-57.354
11:14:21:584,20.973,-0.189,-0.080,0.049,-80.299,-123.978,-61.174
11:14:21:661,21.050,-0.187,-0.045,0.016,-81.760,-119.350,-64.383
11:14:21:662,21.051,-0.193,0.024,-0.080,-84.058,-111.017,-70.352
11:14:21:662,21.051,-0.181,0.119,-0.262,-87.893,-93.698,-82.553
11:14:21:663,21.052,-0.121,0.110,-0.307,-90.084,-82.139,-90.299
11:14:21:688,21.077,-0.008,0.101,-0.335,-91.200,-75.436,-94.229
11:14:21:688,21.077,0.019,0.058,-0.231,-91.807,-69.434,-96.332
11:14:21:689,21.078,-0.024,-0.007,-0.109,-91.094,-68.554,-93.891
11:14:21:69,21.079,-0.063,-0.051,-0.054,-90.185,-69.910,-90.672
11:14:21:74,21.129,-0.126,0.131,0.252,-84.305,-82.387,-66.747
11:14:21:741,21.130,-0.098,-0.046,0.250,-83.982,-82.071,-65.720
11:14:21:741,21.130,-0.085,-0.150,0.228,-83.518,-80.703,-64.529
11:14:21:788,21.177,-0.066,-0.182,0.235,-83.148,-78.819,-63.709
11:14:21:788,21.177,-0.069,-0.093,0.259,-82.960,-77.148,-63.043
11:14:21:813,21.202,-0.052,0.074,0.312,-82.711,-74.984,-61.147
11:14:21:862,21.251,-0.029,0.056,0.365,-82.325,-73.535,-53.969
11:14:21:941,21.330,0.083,-0.050,0.419,-81.345,-77.338,-36.318
11:14:21:967,21.356,0.174,-0.008,0.426,-80.803,-77.321,-33.387
