Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
11:24:04:726,0.000,0.018,-0.021,0.002,23.262,151.111,-13.044
11:24:04:726,0.000,0.009,-0.002,0.008,23.225,151.093,-13.050
11:24:04:726,0.000,0.018,-0.012,0.004,23.194,151.083,-13.048
11:24:04:726,0.000,-0.007,0.019,0.005,23.125,151.048,-13.053
11:24:04:743,0.017,0.012,0.005,0.009,23.100,151.023,-13.019
11:24:04:744,0.018,0.009,0.006,0.008,23.088,150.973,-12.985
11:24:04:769,0.043,0.007,0.001,0.008,23.078,150.939,-12.984
11:24:04:795,0.069,-0.001,0.004,0.003,23.068,150.915,-12.966
11:24:04:907,0.181,0.003,-0.008,0.001,23.065,150.881,-12.958
11:24:04:907,0.181,-0.001,-0.001,0.002,23.056,150.862,-12.954
11:24:04:908,0.182,0.005,-0.018,-0.005,23.070,150.851,-12.959
11:24:04:909,0.183,0.004,0.008,0.004,23.070,150.851,-12.959
11:24:04:925,0.199,-0.001,-0.001,-0.006,23.070,150.851,-12.959
11:24:05:065,0.339,-0.006,0.010,0.008,23.070,150.851,-12.959
11:24:05:066,0.340,0.006,-0.003,-0.001,23.070,150.851,-12.959
11:24:05:066,0.340,0.015,0.002,0.016,23.065,150.861,-12.949
11:24:05:067,0.341,0.001,-0.005,0.002,23.065,150.862,-12.941
11:24:05:243,0.517,0.012,0.001,0.013,23.087,150.860,-12.902
11:24:05:38,0.654,0.015,-0.011,0.002,23.102,150.864,-12.910
11:24:05:38,0.654,0.002,0.001,0.005,23.101,150.863,-12.917
11:24:05:381,0.655,0.011,-0.014,0.002,23.109,150.863,-12.911
11:24:05:382,0.656,0.016,-0.014,-0.003,23.117,150.861,-12.913
11:24:05:4,0.674,0.003,-0.007,-0.007,23.078,150.854,-12.938
11:24:05:588,0.862,-0.007,0.007,-0.003,22.972,150.755,-13.001
11:24:05:589,0.863,-0.011,0.008,0.005,23.015,150.748,-13.044
11:24:05:695,0.969,0.019,-0.020,0.004,23.059,150.748,-13.050
11:24:05:696,0.970,0.009,-0.017,0.001,23.094,150.736,-13.122
11:24:05:696,0.970,0.016,-0.023,-0.002,23.108,150.738,-13.137
11:24:05:697,0.971,0.013,-0.025,-0.003,23.109,150.739,-13.166
11:24:05:715,0.989,-0.002,0.003,0.006,23.086,150.745,-13.189
11:24:05:716,0.990,0.011,-0.025,-0.006,23.072,150.744,-13.202
11:24:05:738,1.012,0.002,0.014,0.005,23.012,150.746,-13.236
11:24:05:764,1.038,-0.002,0.017,0.012,22.966,150.727,-13.255
11:24:05:791,1.065,0.016,0.003,0.014,22.942,150.711,-13.276
11:24:05:897,1.171,0.002,0.011,0.006,22.917,150.699,-13.390
11:24:05:953,1.227,0.005,0.012,0.010,22.879,150.695,-13.399
11:24:05:953,1.227,0.008,0.018,0.018,22.878,150.682,-13.395
11:24:06:033,1.307,0.012,0.020,0.024,22.883,150.666,-13.399
11:24:06:033,1.307,0.007,-0.003,0.006,22.935,150.658,-13.401
11:24:06:034,1.308,0.009,-0.002,0.004,22.958,150.659,-13.418
11:24:06:054,1.328,0.010,0.012,0.011,22.963,150.657,-13.462
11:24:06:109,1.383,0.017,-0.016,0.002,22.984,150.644,-13.474
11:24:06:109,1.383,0.014,-0.021,-0.002,23.021,150.644,-13.487
11:24:06:22,1.494,0.008,-0.001,0.002,23.021,150.643,-13.494
11:24:06:22,1.494,-0.002,0.000,0.000,23.021,150.643,-13.494
11:24:06:221,1.495,0.014,-0.012,0.002,23.021,150.643,-13.494
11:24:06:221,1.495,0.011,-0.009,-0.002,23.022,150.645,-13.516
11:24:06:237,1.511,0.011,-0.002,0.006,23.006,150.651,-13.533
11:24:06:263,1.537,0.004,-0.004,0.003,23.006,150.651,-13.533
11:24:06:35,1.624,0.007,0.004,0.008,23.006,150.651,-13.533
11:24:06:35,1.624,0.002,-0.010,-0.001,22.990,150.639,-13.534
11:24:06:35,1.624,0.003,-0.003,0.004,22.983,150.640,-13.533
11:24:06:368,1.642,0.011,-0.023,-0.004,22.983,150.640,-13.533
11:24:06:394,1.668,0.021,-0.037,-0.005,22.955,150.651,-13.533
11:24:06:42,1.694,0.008,-0.005,-0.001,22.888,150.653,-13.566
11:24:06:505,1.779,0.001,0.009,0.013,22.756,150.665,-13.566
11:24:06:506,1.780,-0.001,0.040,0.022,22.729,150.695,-13.578
11:24:06:692,1.966,-0.003,-0.021,-0.009,22.878,150.878,-13.753
11:24:06:692,1.966,0.017,-0.011,0.013,22.903,150.918,-13.898
11:24:06:693,1.967,-0.011,-0.006,-0.005,22.916,150.909,-14.072
11:24:06:709,1.983,0.012,0.000,0.006,22.916,150.909,-14.072
11:24:06:737,2.011,0.014,0.009,0.012,22.906,150.887,-14.083
11:24:06:821,2.095,0.003,0.017,0.008,22.903,150.862,-14.109
11:24:06:821,2.095,0.015,0.004,0.014,22.925,150.853,-14.100
11:24:06:822,2.096,0.021,-0.003,0.012,22.961,150.843,-14.085
11:24:06:841,2.115,0.006,0.000,0.015,22.976,150.845,-14.066
11:24:06:868,2.142,0.011,-0.015,0.007,22.988,150.823,-14.057
11:24:07:008,2.282,0.017,-0.015,0.004,22.992,150.780,-14.053
11:24:07:008,2.282,0.001,0.004,0.003,22.973,150.749,-14.078
11:24:07:008,2.282,0.002,-0.003,0.009,22.962,150.704,-14.093
11:24:07:012,2.286,-0.002,0.009,0.007,22.951,150.676,-14.097
11:24:07:029,2.303,0.008,-0.004,0.003,22.929,150.600,-14.132
11:24:07:079,2.353,-0.001,0.008,0.008,22.925,150.569,-14.180
11:24:07:08,2.354,-0.006,0.005,0.001,22.929,150.544,-14.200
11:24:07:162,2.436,-0.006,-0.003,-0.004,22.955,150.521,-14.223
11:24:07:162,2.436,-0.015,0.001,-0.002,22.956,150.511,-14.232
11:24:07:351,2.625,0.016,-0.002,0.001,22.984,150.507,-14.201
11:24:07:351,2.625,-0.002,0.004,0.004,22.985,150.518,-14.213
11:24:07:352,2.626,0.007,0.013,0.012,22.992,150.516,-14.222
11:24:07:352,2.626,0.011,0.004,0.007,23.008,150.519,-14.231
11:24:07:369,2.643,0.004,0.004,0.007,23.051,150.511,-14.238
11:24:07:369,2.643,0.009,-0.013,0.004,23.095,150.505,-14.239
11:24:07:48,2.754,0.010,-0.015,-0.001,23.124,150.493,-14.238
11:24:07:48,2.754,0.013,-0.012,0.005,23.135,150.523,-14.227
11:24:07:481,2.755,0.014,-0.019,-0.002,23.146,150.557,-14.228
11:24:07:482,2.756,0.025,-0.014,0.014,23.143,150.604,-14.211
11:24:07:499,2.773,0.024,0.005,0.015,23.130,150.620,-14.177
11:24:07:5,2.774,0.010,0.002,0.009,23.092,150.613,-14.166
11:24:07:549,2.823,0.002,0.003,0.007,23.066,150.504,-14.192
11:24:07:637,2.911,-0.009,0.000,-0.004,23.050,150.430,-14.248
11:24:07:638,2.912,-0.014,-0.007,0.001,23.047,150.400,-14.290
11:24:07:638,2.912,-0.007,-0.013,0.001,23.045,150.384,-14.336
11:24:07:639,2.913,0.013,-0.011,0.000,23.023,150.392,-14.352
11:24:07:821,3.095,-0.001,0.023,0.015,22.870,150.415,-14.383
11:24:07:821,3.095,0.007,0.008,0.010,22.861,150.412,-14.367
11:24:07:822,3.096,-0.003,0.012,0.004,22.878,150.413,-14.349
11:24:07:822,3.096,0.007,-0.020,-0.002,22.915,150.412,-14.361
11:24:07:838,3.112,-0.005,-0.003,0.002,22.931,150.429,-14.374
11:24:07:979,3.253,0.008,-0.015,-0.003,22.940,150.443,-14.372
11:24:07:979,3.253,0.010,-0.003,0.004,22.941,150.451,-14.364
11:24:07:98,3.254,0.006,-0.008,0.000,22.925,150.455,-14.361
11:24:07:98,3.254,0.012,0.012,0.011,22.927,150.461,-14.324
11:24:07:998,3.272,-0.001,0.013,0.010,22.912,150.461,-14.300
11:24:07:999,3.273,0.009,-0.009,0.010,22.906,150.467,-14.241
11:24:08:207,3.481,0.000,0.003,0.004,22.899,150.403,-14.275
11:24:08:293,3.567,-0.002,0.008,0.007,22.899,150.403,-14.275
11:24:08:294,3.568,-0.008,-0.006,0.005,22.892,150.405,-14.274
11:24:08:294,3.568,-0.006,-0.009,-0.005,22.892,150.405,-14.274
11:24:08:295,3.569,-0.016,0.011,0.000,22.878,150.408,-14.264
11:24:08:337,3.611,-0.012,0.043,0.014,22.827,150.413,-14.206
11:24:08:365,3.639,-0.006,0.039,0.021,22.805,150.423,-14.208
11:24:08:477,3.751,0.009,-0.003,0.001,22.846,150.453,-14.172
11:24:08:477,3.751,0.001,0.004,0.006,22.870,150.473,-14.164
11:24:08:478,3.752,-0.002,-0.007,0.001,22.903,150.498,-14.156
11:24:08:478,3.752,-0.004,-0.014,0.000,22.912,150.513,-14.148
11:24:08:494,3.768,0.003,-0.017,-0.007,22.912,150.521,-14.145
11:24:08:679,3.953,0.015,-0.009,0.011,22.856,150.692,-14.016
11:24:08:764,4.038,0.015,0.001,0.010,22.856,150.692,-14.016
11:24:08:764,4.038,0.002,-0.003,0.007,22.849,150.693,-14.015
11:24:08:765,4.039,0.009,-0.002,0.004,22.850,150.694,-14.008
11:24:08:785,4.059,-0.001,0.001,0.000,22.835,150.690,-14.000
11:24:08:809,4.083,-0.016,0.006,0.001,22.805,150.687,-14.003
11:24:08:952,4.226,0.000,-0.014,-0.006,22.805,150.685,-13.976
11:24:08:952,4.226,-0.007,0.006,0.000,22.784,150.697,-13.970
11:24:08:952,4.226,-0.008,0.005,0.000,22.752,150.749,-13.947
11:24:08:952,4.226,0.006,0.015,0.020,22.727,150.792,-13.928
11:24:08:97,4.244,0.009,0.011,0.013,22.689,150.844,-13.877
11:24:08:97,4.244,0.006,0.015,0.020,22.683,150.867,-13.871
11:24:09:108,4.382,0.007,0.002,0.010,22.686,150.891,-13.859
11:24:09:108,4.382,0.009,0.001,0.008,22.686,150.885,-13.854
11:24:09:109,4.383,0.008,-0.007,0.001,22.685,150.888,-13.838
11:24:09:109,4.383,0.006,-0.002,0.003,22.679,150.892,-13.822
11:24:09:128,4.402,0.008,-0.001,0.004,22.672,150.893,-13.821
11:24:09:128,4.402,0.006,0.005,0.009,22.642,150.897,-13.823
11:24:09:292,4.566,0.010,-0.016,0.012,22.650,150.905,-13.816
11:24:09:292,4.566,0.005,-0.006,0.010,22.636,150.905,-13.821
11:24:09:292,4.566,0.015,0.004,0.007,22.604,150.953,-13.821
11:24:09:293,4.567,0.016,-0.002,0.018,22.592,150.984,-13.820
11:24:09:423,4.697,0.021,0.005,0.025,22.566,151.017,-13.781
11:24:09:424,4.698,0.013,0.007,0.018,22.546,151.029,-13.733
11:24:09:424,4.698,0.020,0.009,0.020,22.544,151.011,-13.715
11:24:09:425,4.699,0.004,-0.008,0.005,22.571,150.983,-13.689
11:24:09:448,4.722,0.003,-0.020,0.000,22.606,150.955,-13.664
11:24:09:449,4.723,0.002,-0.009,-0.002,22.625,150.924,-13.659
11:24:09:449,4.723,0.006,0.001,0.007,22.625,150.917,-13.661
11:24:09:45,4.724,0.013,-0.010,0.002,22.615,150.906,-13.654
11:24:09:496,4.770,0.000,0.012,0.013,22.576,150.882,-13.654
11:24:09:496,4.770,-0.004,0.000,0.005,22.568,150.868,-13.655
11:24:09:605,4.879,0.015,0.000,0.010,22.567,150.870,-13.683
11:24:09:606,4.880,-0.002,0.005,0.006,22.560,150.875,-13.703
11:24:09:607,4.881,-0.002,0.005,0.014,22.560,150.873,-13.710
11:24:09:607,4.881,0.002,-0.001,0.002,22.553,150.874,-13.709
11:24:09:766,5.040,-0.013,0.006,0.005,22.510,150.892,-13.721
11:24:09:766,5.040,0.001,0.000,0.011,22.445,150.906,-13.695
11:24:09:766,5.040,0.012,0.016,0.010,22.410,150.920,-13.687
11:24:09:783,5.057,0.014,0.013,0.014,22.416,150.974,-13.663
11:24:09:784,5.058,0.012,0.006,0.012,22.450,151.019,-13.630
11:24:09:893,5.167,0.008,0.009,0.017,22.467,151.035,-13.608
11:24:09:893,5.167,0.011,-0.017,0.002,22.510,151.024,-13.601
11:24:09:915,5.189,0.013,-0.005,0.012,22.519,151.037,-13.600
11:24:09:915,5.189,0.013,0.000,0.008,22.512,151.055,-13.588
11:24:09:941,5.215,0.013,0.005,0.014,22.506,151.062,-13.593
11:24:09:941,5.215,0.011,0.008,0.011,22.499,151.058,-13.579
11:24:09:966,5.240,0.014,-0.012,0.002,22.492,151.061,-13.570
11:24:09:993,5.267,-0.002,0.010,0.005,22.490,151.044,-13.587
11:24:10:046,5.320,0.012,-0.018,0.001,22.497,151.043,-13.588
11:24:10:046,5.320,0.008,-0.006,0.005,22.496,151.035,-13.590
11:24:10:098,5.372,0.008,-0.016,0.000,22.494,151.021,-13.592
11:24:10:099,5.373,0.012,-0.010,0.005,22.486,151.013,-13.600
11:24:10:151,5.425,0.005,-0.009,0.000,22.440,150.989,-13.606
11:24:10:152,5.426,0.009,-0.010,0.007,22.406,150.961,-13.628
11:24:10:232,5.506,0.001,0.000,0.000,22.357,150.905,-13.690
11:24:10:233,5.507,0.012,-0.003,0.010,22.302,150.882,-13.737
11:24:10:234,5.508,-0.001,0.003,0.008,22.278,150.873,-13.764
11:24:10:422,5.696,-0.010,0.029,0.009,22.238,150.775,-13.814
11:24:10:422,5.696,-0.002,-0.005,0.002,22.249,150.730,-13.818
11:24:10:422,5.696,0.002,-0.006,-0.001,22.256,150.734,-13.832
11:24:10:422,5.696,-0.014,0.005,-0.004,22.255,150.730,-13.854
11:24:10:551,5.825,0.009,-0.039,-0.014,22.256,150.743,-13.858
11:24:10:551,5.825,-0.005,-0.015,-0.004,22.206,150.758,-13.927
11:24:10:552,5.826,0.004,-0.014,0.000,22.162,150.774,-13.989
11:24:10:553,5.827,0.012,0.008,0.005,22.106,150.812,-14.059
11:24:10:574,5.848,0.012,0.023,0.017,22.081,150.856,-14.111
11:24:10:574,5.848,0.017,0.014,0.017,22.084,150.885,-14.070
11:24:10:575,5.849,0.018,0.023,0.018,22.072,150.909,-13.992
11:24:10:709,5.983,0.010,0.000,0.009,22.054,150.861,-13.914
11:24:10:71,5.984,-0.002,0.000,0.002,22.062,150.801,-13.920
11:24:10:71,5.984,-0.004,0.001,-0.001,22.074,150.779,-13.919
11:24:10:729,6.003,0.011,-0.028,-0.004,22.089,150.775,-13.922
11:24:10:729,6.003,0.004,-0.012,-0.002,22.090,150.781,-13.928
11:24:10:752,6.026,0.001,0.001,0.006,22.041,150.745,-13.928
11:24:10:892,6.166,-0.002,0.000,0.007,21.919,150.627,-13.921
11:24:10:893,6.167,-0.007,0.033,0.011,21.927,150.628,-13.908
11:24:10:893,6.167,-0.014,0.020,0.010,21.925,150.620,-13.916
11:24:10:909,6.183,0.010,-0.020,0.002,21.962,150.616,-13.908
11:24:11:023,6.297,0.007,-0.018,-0.008,21.975,150.610,-13.932
