Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
19:27:13:964,0.000,0.001,-0.005,0.001,5.123,-19.963,-15.812
19:27:13:965,0.001,-0.003,-0.008,0.003,5.162,-19.949,-15.848
19:27:13:966,0.002,0.004,-0.010,0.007,5.191,-19.948,-15.899
19:27:13:966,0.002,-0.012,-0.007,-0.004,5.229,-19.938,-15.879
19:27:14:041,0.077,-0.010,-0.014,-0.004,5.339,-19.936,-15.975
19:27:14:041,0.077,-0.005,-0.021,0.001,5.388,-19.953,-16.027
19:27:14:061,0.097,0.005,-0.023,0.002,5.501,-20.278,-16.283
19:27:14:224,0.260,-0.001,-0.017,0.005,5.501,-20.278,-16.297
19:27:14:225,0.261,-0.004,-0.028,0.006,5.789,-20.508,-16.542
19:27:14:225,0.261,0.011,-0.017,0.008,5.764,-20.526,-16.549
19:27:14:937,0.972,0.001,-0.002,0.001,5.808,-20.282,-16.637
19:27:14:938,0.973,-0.008,-0.014,0.001,5.910,-20.238,-16.603
19:27:15:014,1.050,-0.004,-0.009,0.000,5.932,-20.242,-16.626
19:27:15:014,1.050,0.003,0.000,0.004,5.938,-20.248,-16.598
19:27:15:015,1.051,0.001,-0.024,0.004,6.059,-20.188,-16.466
19:27:15:016,1.052,-0.005,-0.012,0.008,6.059,-20.188,-16.459
19:27:15:041,1.077,-0.001,-0.010,0.004,6.012,-20.206,-16.401
19:27:15:12,1.155,-0.002,0.004,-0.001,5.931,-20.207,-16.355
19:27:15:121,1.156,-0.001,-0.008,0.006,5.934,-20.186,-16.361
19:27:15:122,1.157,-0.010,0.000,0.000,5.934,-20.185,-16.340
19:27:15:193,1.228,-0.018,-0.005,-0.003,5.947,-20.147,-16.395
19:27:15:349,1.385,-0.009,-0.014,0.000,5.948,-20.139,-16.366
19:27:15:461,1.496,-0.017,-0.024,0.000,5.948,-20.139,-16.366
19:27:15:461,1.496,0.000,-0.021,0.003,5.947,-20.146,-16.373
19:27:15:462,1.497,-0.011,-0.012,0.001,5.926,-20.187,-16.389
19:27:15:463,1.498,0.004,-0.006,0.005,5.844,-20.244,-16.487
19:27:15:987,2.022,-0.004,-0.005,-0.001,5.496,-20.155,-16.389
19:27:15:987,2.022,0.001,-0.008,0.003,5.497,-20.145,-16.480
19:27:16:348,2.384,-0.004,0.000,0.003,5.447,-20.074,-16.771
19:27:16:348,2.384,-0.018,0.005,0.005,5.468,-20.077,-16.780
19:27:16:432,2.467,-0.005,0.004,-0.005,5.529,-20.110,-16.833
19:27:16:432,2.467,0.004,-0.014,0.012,5.581,-20.156,-16.895
19:27:16:433,2.468,0.002,-0.013,0.011,5.663,-20.208,-16.852
19:27:16:434,2.469,0.009,-0.018,0.010,5.719,-20.224,-16.869
19:27:16:449,2.484,0.003,-0.012,0.002,5.748,-20.229,-16.892
19:27:16:51,2.546,0.004,-0.013,0.008,5.807,-20.230,-16.880
19:27:16:537,2.573,-0.002,-0.004,-0.006,5.766,-20.206,-16.941
19:27:16:537,2.573,-0.010,-0.005,0.002,5.744,-20.203,-16.940
19:27:16:538,2.574,-0.009,0.003,0.002,5.716,-20.193,-16.966
19:27:16:617,2.653,-0.008,-0.006,0.001,5.716,-20.188,-17.022
19:27:16:617,2.653,-0.015,-0.016,0.005,5.751,-20.202,-17.046
19:27:16:617,2.653,-0.009,-0.016,0.005,5.757,-20.212,-17.096
19:27:16:688,2.724,0.000,-0.014,0.004,5.742,-20.258,-17.198
19:27:16:688,2.724,-0.009,-0.025,-0.001,5.737,-20.288,-17.263
19:27:16:764,2.800,0.004,-0.020,0.004,5.731,-20.325,-17.314
