Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
17:06:13:877,0.000,0.030,-0.009,0.010,151.358,-20.250,-162.994
17:06:13:878,0.001,-0.023,-0.026,0.013,151.396,-20.278,-163.224
17:06:13:878,0.001,0.014,0.014,0.006,151.444,-20.286,-163.280
17:06:14:137,0.260,-0.039,0.028,0.020,152.528,-20.704,-164.043
17:06:14:138,0.261,0.098,0.030,0.041,152.625,-20.739,-163.907
17:06:14:16,0.283,0.049,0.038,-0.001,152.672,-20.702,-163.960
17:06:14:293,0.416,-0.030,0.002,-0.006,151.945,-20.328,-163.889
17:06:14:378,0.501,0.037,-0.068,0.007,151.606,-20.276,-163.723
17:06:14:379,0.502,0.044,-0.033,0.035,151.489,-20.296,-163.699
17:06:14:379,0.502,0.029,-0.060,0.031,151.553,-20.409,-164.063
17:06:14:38,0.503,0.025,-0.061,0.045,151.713,-20.526,-164.376
17:06:14:396,0.519,0.067,-0.055,0.027,151.797,-20.596,-164.462
17:06:14:536,0.659,-0.037,-0.005,0.078,152.087,-20.526,-164.961
17:06:14:537,0.660,0.034,-0.002,0.014,152.081,-20.416,-164.930
17:06:14:538,0.661,0.000,0.016,0.012,152.128,-20.349,-164.946
17:06:14:538,0.661,0.025,0.011,0.022,152.218,-20.274,-164.947
17:06:14:554,0.677,-0.006,0.041,0.012,152.230,-20.199,-165.108
17:06:14:695,0.818,-0.039,0.031,-0.017,151.891,-19.876,-165.086
17:06:14:695,0.818,-0.047,0.012,-0.006,151.763,-19.753,-165.085
17:06:14:696,0.819,0.009,0.011,-0.022,151.650,-19.717,-164.966
17:06:14:712,0.835,-0.018,0.012,-0.031,151.637,-19.740,-165.078
17:06:14:852,0.975,-0.019,0.004,0.009,151.654,-19.793,-165.321
17:06:14:853,0.976,-0.011,-0.007,0.059,151.600,-19.834,-165.458
17:06:14:854,0.977,-0.016,0.012,0.027,151.471,-19.811,-165.578
17:06:14:854,0.977,0.029,-0.032,0.029,151.387,-19.764,-165.497
17:06:14:98,1.103,-0.006,0.002,0.031,151.272,-19.185,-165.867
17:06:15:031,1.154,0.033,-0.011,0.011,151.159,-18.984,-165.845
17:06:15:031,1.154,0.016,0.017,0.001,151.111,-18.728,-166.009
17:06:15:85,1.973,-0.034,0.023,0.002,151.200,-18.599,-166.289
17:06:15:85,1.973,0.009,-0.008,-0.007,151.241,-18.457,-166.468
17:06:15:851,1.974,-0.038,0.016,-0.006,151.255,-18.356,-166.637
17:06:15:852,1.975,-0.048,0.008,0.007,151.234,-18.160,-166.864
