1,2,3,10,11,12,19,20,21
now_time,trils,duration,2_RShoulder,,,5_LShoulder,,
2021:12:29:21:42:12,up_60_30s.csv,1.24001646,0.4832905,0.44620985,0.90554416,0.58552986,0.45661682,0.87896454
2021:12:29:21:42:12,up_60_30s.csv,1.340747356,0.48329526,0.44617575,0.9081595,0.58557117,0.4616826,0.8743035
2021:12:29:21:42:12,up_60_30s.csv,1.490392208,0.48332456,0.44623896,0.90081775,0.5856496,0.461759,0.8663894
2021:12:29:21:42:13,up_60_30s.csv,1.578128815,0.4833298,0.4462418,0.90094626,0.5856213,0.4617142,0.8698323
2021:12:29:21:42:13,up_60_30s.csv,1.677861691,0.48332325,0.44623956,0.9002506,0.5856112,0.46172157,0.87108684
2021:12:29:21:42:13,up_60_30s.csv,1.741691351,0.48332006,0.44620803,0.9042012,0.5856018,0.46170914,0.87131935
2021:12:29:21:42:13,up_60_30s.csv,1.805548668,0.48331928,0.4462099,0.9047555,0.58559495,0.46171784,0.8723359
2021:12:29:21:42:13,up_60_30s.csv,1.869349718,0.48331967,0.4462047,0.90573174,0.5855857,0.4617257,0.87393147
2021:12:29:21:42:13,up_60_30s.csv,1.929190159,0.48327646,0.4461986,0.9017278,0.58554476,0.45666274,0.87508875
2021:12:29:21:42:13,up_60_30s.csv,1.991024733,0.4796477,0.44621396,0.89929366,0.5855279,0.46168545,0.8762199
2021:12:29:21:42:13,up_60_30s.csv,2.056848526,0.47964075,0.4462283,0.89823824,0.5855357,0.46171328,0.87622416
2021:12:29:21:42:13,up_60_30s.csv,2.124667168,0.47964123,0.44622147,0.8989058,0.58552235,0.4616784,0.8770294
2021:12:29:21:42:13,up_60_30s.csv,2.206450701,0.47965646,0.44625893,0.8963467,0.5855115,0.46173304,0.87975496
2021:12:29:21:42:13,up_60_30s.csv,2.270277977,0.4796394,0.4462714,0.89424026,0.5855123,0.46171898,0.8798382
2021:12:29:21:42:13,up_60_30s.csv,2.332113266,0.47962686,0.44629082,0.8911915,0.58551717,0.461763,0.87891674
2021:12:29:21:42:13,up_60_30s.csv,2.397937536,0.4796376,0.44628942,0.89240044,0.5855174,0.46178687,0.8786848
2021:12:29:21:42:13,up_60_30s.csv,2.469745159,0.47963393,0.44625565,0.8964142,0.5855156,0.46179047,0.87902546
2021:12:29:21:42:13,up_60_30s.csv,2.53357482,0.4796294,0.44621316,0.8985542,0.5855165,0.46180567,0.8784559
2021:12:29:21:42:14,up_60_30s.csv,2.593414545,0.47962743,0.44620788,0.8992505,0.5855104,0.4618105,0.87857306
2021:12:29:21:42:14,up_60_30s.csv,2.665222406,0.47963545,0.44620228,0.900006,0.58552814,0.46181682,0.87680286
2021:12:29:21:42:14,up_60_30s.csv,2.72506237,0.47963315,0.44619513,0.9021187,0.58551997,0.46180987,0.87773126
2021:12:29:21:42:14,up_60_30s.csv,2.818816662,0.47963455,0.4462234,0.90016747,0.58552676,0.46181655,0.8773498
2021:12:29:21:42:14,up_60_30s.csv,2.89963007,0.47963655,0.44622892,0.8996957,0.58552915,0.46181244,0.8769297
2021:12:29:21:42:14,up_60_30s.csv,2.978385687,0.4796431,0.4462196,0.9015662,0.58554614,0.46182987,0.875715
2021:12:29:21:42:14,up_60_30s.csv,3.042242527,0.47963434,0.4462157,0.90195507,0.58551764,0.46181926,0.8777265
2021:12:29:21:42:14,up_60_30s.csv,3.104049444,0.47963613,0.4462172,0.9021334,0.58552223,0.46182823,0.8770511
2021:12:29:21:42:14,up_60_30s.csv,3.177851677,0.47961473,0.44628307,0.89135545,0.58554137,0.46182302,0.87630105
2021:12:29:21:42:14,up_60_30s.csv,3.239686728,0.47961903,0.44627282,0.8928581,0.5855363,0.4618292,0.8765977
2021:12:29:21:42:14,up_60_30s.csv,3.307505131,0.47963035,0.44626135,0.89485604,0.58553684,0.4618294,0.87591004
2021:12:29:21:42:14,up_60_30s.csv,3.36934042,0.47963557,0.4462612,0.8957689,0.58553755,0.46182013,0.87602276
2021:12:29:21:42:14,up_60_30s.csv,3.429179907,0.47963977,0.44624355,0.8971918,0.58553547,0.4618126,0.87613326
2021:12:29:21:42:14,up_60_30s.csv,3.503980398,0.47964525,0.4462447,0.8969535,0.5855276,0.46177554,0.87770015
2021:12:29:21:42:14,up_60_30s.csv,3.565814972,0.47964865,0.44624385,0.8971043,0.5855292,0.46179262,0.8779298
2021:12:29:21:42:15,up_60_30s.csv,3.631639004,0.47964314,0.44623223,0.8974904,0.5855346,0.4617674,0.8755417
2021:12:29:21:42:15,up_60_30s.csv,3.703446865,0.47963607,0.44624618,0.89587384,0.5855339,0.4617627,0.8754661
2021:12:29:21:42:15,up_60_30s.csv,3.777249336,0.479637,0.44622067,0.8987946,0.58551705,0.46175674,0.87650836
2021:12:29:21:42:15,up_60_30s.csv,3.84107852,0.4832767,0.44620502,0.90083313,0.5855298,0.4617448,0.87610745
2021:12:29:21:42:15,up_60_30s.csv,3.900948763,0.48328415,0.44618043,0.90401965,0.58553547,0.4617173,0.87478065
2021:12:29:21:42:15,up_60_30s.csv,3.962753773,0.48327687,0.44619775,0.9011376,0.5855219,0.46170023,0.87560475
2021:12:29:21:42:15,up_60_30s.csv,4.024588108,0.48327893,0.44620365,0.9007828,0.58551276,0.4616947,0.8769333
2021:12:29:21:42:15,up_60_30s.csv,4.09240675,0.483285,0.44620073,0.90169054,0.5855072,0.46168596,0.8769916
2021:12:29:21:42:15,up_60_30s.csv,4.16022563,0.48329848,0.44621196,0.90111816,0.585511,0.46167856,0.8773309
2021:12:29:21:42:15,up_60_30s.csv,4.230038881,0.48327821,0.44620532,0.9031,0.5855091,0.46178302,0.8794344
2021:12:29:21:42:15,up_60_30s.csv,4.293896198,0.4832991,0.44620705,0.9041027,0.5855086,0.46177176,0.8798477
2021:12:29:21:42:15,up_60_30s.csv,4.353708982,0.4833159,0.44621104,0.90556675,0.5855089,0.46176788,0.87925977
2021:12:29:21:42:15,up_60_30s.csv,4.419532299,0.48331124,0.4461933,0.9068028,0.5855096,0.46175632,0.879281
2021:12:29:21:42:15,up_60_30s.csv,4.489346027,0.4832946,0.44620755,0.9028757,0.5855193,0.4617495,0.87777585
2021:12:29:21:42:16,up_60_30s.csv,4.63098979,0.4832972,0.44620392,0.90409374,0.5855123,0.46175152,0.87814176
2021:12:29:21:42:16,up_60_30s.csv,4.692801714,0.48329443,0.4461938,0.9036838,0.58550626,0.46172932,0.8776595
