Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
20:23:08:295,0.000,0.007,0.007,-0.010,-19.489,107.092,-19.906
20:23:08:376,0.081,0.012,0.008,-0.010,-19.520,107.079,-19.969
20:23:08:377,0.082,-0.002,-0.008,-0.008,-19.579,107.054,-20.139
20:23:08:487,0.192,0.000,0.002,-0.003,-19.570,107.076,-20.288
20:23:08:488,0.193,0.004,0.025,-0.019,-19.524,107.087,-20.347
20:23:08:489,0.194,0.020,0.024,-0.026,-19.476,107.113,-20.481
20:23:08:489,0.194,0.013,0.026,-0.025,-19.454,107.138,-20.531
20:23:08:591,0.297,-0.015,0.017,-0.020,-19.471,107.172,-20.497
20:23:08:592,0.298,0.001,0.014,-0.005,-19.479,107.190,-20.407
20:23:08:593,0.299,0.003,-0.006,0.003,-19.407,107.226,-20.093
20:23:08:644,0.350,0.005,0.014,-0.025,-19.423,107.286,-19.947
20:23:08:644,0.350,0.001,0.017,-0.037,-19.415,107.297,-19.942
20:23:08:645,0.351,-0.002,0.002,-0.020,-19.445,107.316,-19.858
20:23:08:775,0.480,-0.007,0.012,-0.017,-19.594,107.308,-19.815
20:23:08:776,0.481,0.001,0.003,-0.009,-19.635,107.294,-19.783
20:23:08:776,0.481,-0.007,0.001,-0.002,-19.664,107.295,-19.705
20:23:08:777,0.482,-0.010,-0.013,-0.003,-19.680,107.302,-19.670
20:23:08:88,0.586,0.000,0.014,-0.018,-19.672,107.362,-19.742
20:23:08:881,0.587,-0.003,0.016,-0.018,-19.668,107.382,-19.816
20:23:08:881,0.587,0.001,0.016,-0.027,-19.684,107.395,-19.843
20:23:08:986,0.691,-0.003,0.012,-0.016,-19.733,107.424,-19.996
20:23:08:987,0.692,0.011,0.027,-0.024,-19.725,107.433,-20.001
20:23:08:988,0.693,-0.006,0.004,-0.021,-19.717,107.442,-20.005
20:23:09:007,0.713,-0.003,0.010,0.004,-19.849,107.383,-20.012
20:23:09:133,0.839,-0.013,-0.011,0.001,-19.868,107.343,-19.999
20:23:09:167,0.872,-0.003,-0.016,0.011,-19.989,107.254,-19.980
20:23:09:168,0.873,0.000,-0.009,-0.003,-19.927,107.269,-19.935
20:23:09:223,0.928,0.004,0.016,-0.006,-19.716,107.303,-19.961
20:23:09:224,0.929,0.006,0.026,-0.005,-19.623,107.342,-19.880
20:23:09:224,0.929,-0.004,0.014,-0.020,-19.539,107.396,-19.842
20:23:09:344,1.050,-0.006,0.014,-0.026,-19.530,107.474,-19.992
20:23:09:402,1.108,-0.015,-0.002,-0.013,-19.524,107.485,-19.916
20:23:09:403,1.109,0.001,0.024,-0.020,-19.515,107.427,-19.953
20:23:09:403,1.109,-0.012,-0.005,-0.017,-19.528,107.414,-19.953
20:23:09:433,1.139,0.004,0.010,-0.005,-19.527,107.367,-19.898
20:23:09:433,1.139,-0.001,0.004,-0.004,-19.504,107.330,-19.863
20:23:09:434,1.140,0.006,0.011,0.006,-19.484,107.263,-19.869
20:23:09:434,1.140,0.007,0.015,0.005,-19.469,107.228,-19.847
20:23:09:458,1.163,0.006,0.012,0.006,-19.456,107.217,-19.800
20:23:09:458,1.163,0.003,0.007,0.001,-19.462,107.210,-19.841
20:23:09:459,1.164,0.003,0.011,-0.001,-19.456,107.210,-19.845
20:23:09:459,1.164,0.008,0.009,-0.016,-19.453,107.217,-19.856
20:23:09:503,1.208,-0.002,0.003,-0.010,-19.451,107.218,-19.865
20:23:09:563,1.268,-0.004,0.001,-0.013,-19.453,107.236,-19.875
20:23:09:563,1.268,-0.003,0.000,-0.018,-19.442,107.244,-19.899
20:23:09:564,1.269,-0.004,0.009,-0.019,-19.446,107.247,-19.941
20:23:09:565,1.270,-0.004,0.008,-0.022,-19.443,107.250,-19.986
20:23:09:744,1.450,-0.006,-0.007,-0.007,-19.412,107.175,-19.901
20:23:09:745,1.450,-0.004,-0.002,-0.008,-19.326,107.180,-19.805
