Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
20:16:21:571,0.000,-0.008,0.004,-0.018,6.440,113.359,-31.429
20:16:21:572,0.001,-0.008,-0.016,-0.015,6.415,113.369,-31.409
20:16:21:677,0.106,-0.008,-0.006,-0.010,6.343,113.356,-31.453
20:16:21:677,0.106,-0.004,0.001,-0.008,6.353,113.348,-31.428
20:16:21:701,0.130,-0.012,-0.002,-0.013,6.361,113.339,-31.425
20:16:21:788,0.216,-0.007,0.005,-0.013,6.370,113.353,-31.433
20:16:21:789,0.217,-0.009,0.021,-0.014,6.396,113.360,-31.443
20:16:21:789,0.217,-0.009,-0.001,-0.015,6.425,113.369,-31.430
20:16:21:79,0.218,-0.009,0.007,-0.007,6.424,113.370,-31.389
20:16:21:966,0.395,-0.006,0.008,-0.018,6.457,113.451,-31.374
20:16:22:254,0.683,-0.014,0.007,-0.022,6.462,113.419,-31.802
20:16:22:254,0.683,-0.014,-0.014,-0.020,6.440,113.387,-31.845
20:16:22:278,0.707,-0.008,0.011,-0.015,6.405,113.349,-31.892
20:16:22:333,0.762,-0.013,-0.008,-0.022,6.400,113.336,-31.916
20:16:22:359,0.788,-0.008,-0.007,-0.010,6.408,113.305,-31.941
20:16:22:36,0.789,-0.005,0.003,-0.007,6.415,113.276,-31.965
20:16:22:384,0.812,-0.009,0.000,-0.015,6.429,113.236,-32.007
20:16:22:466,0.895,-0.001,-0.006,-0.003,6.449,113.225,-31.979
20:16:22:467,0.896,0.001,0.011,-0.001,6.449,113.225,-31.979
20:16:22:468,0.897,-0.005,0.006,-0.010,6.477,113.231,-32.005
20:16:22:567,0.996,-0.004,0.004,-0.008,6.508,113.247,-31.952
20:16:22:597,1.026,-0.016,-0.009,-0.024,6.470,113.273,-32.089
20:16:22:755,1.184,-0.010,0.019,-0.024,6.492,113.131,-32.427
20:16:22:756,1.185,-0.011,0.021,-0.022,6.522,113.084,-32.471
20:16:22:756,1.185,-0.001,0.015,-0.012,6.533,113.052,-32.450
20:16:22:776,1.205,-0.002,0.029,-0.016,6.523,113.013,-32.421
20:16:22:89,1.319,-0.007,0.001,-0.021,6.514,112.993,-32.391
20:16:22:891,1.320,0.000,0.000,-0.007,6.507,112.984,-32.320
20:16:22:892,1.321,-0.006,0.004,-0.015,6.468,112.964,-32.307
20:16:22:892,1.321,-0.008,0.004,-0.010,6.465,112.962,-32.290
20:16:22:961,1.390,-0.009,-0.030,-0.016,6.466,112.970,-32.235
20:16:23:048,1.477,-0.008,-0.007,-0.008,6.461,112.975,-32.209
20:16:23:048,1.477,-0.015,-0.008,-0.025,6.477,112.988,-32.205
20:16:23:049,1.478,-0.004,-0.005,-0.021,6.486,112.996,-32.191
20:16:23:05,1.479,-0.004,-0.010,-0.005,6.493,113.009,-32.105
20:16:23:068,1.497,-0.013,0.016,-0.027,6.542,113.067,-32.061
20:16:23:151,1.580,-0.010,0.009,-0.013,6.574,113.094,-31.951
20:16:23:151,1.580,-0.010,0.024,-0.021,6.572,113.100,-31.904
20:16:23:152,1.581,-0.020,0.032,-0.028,6.538,113.081,-31.940
20:16:23:17,1.599,-0.012,0.003,-0.031,6.465,113.043,-31.947
20:16:23:226,1.654,-0.015,-0.005,-0.019,6.402,112.980,-31.840
20:16:23:337,1.766,-0.005,-0.015,-0.011,6.391,112.977,-31.781
20:16:23:472,1.901,-0.018,0.016,-0.022,6.689,113.175,-31.805
20:16:23:472,1.901,-0.019,0.016,-0.024,6.714,113.210,-31.855
20:16:23:472,1.901,-0.005,0.000,-0.013,6.742,113.249,-31.820
20:16:23:514,1.943,-0.015,0.028,-0.011,6.787,113.317,-31.811
20:16:23:515,1.944,-0.021,0.004,-0.032,6.793,113.337,-31.873
20:16:23:565,1.994,-0.013,-0.012,-0.023,6.747,113.331,-31.886
20:16:23:726,2.155,-0.009,0.013,-0.015,6.724,113.330,-31.791
20:16:23:727,2.156,-0.003,0.002,-0.012,6.702,113.335,-31.782
20:16:23:728,2.157,-0.013,0.008,-0.018,6.699,113.336,-31.788
20:16:23:804,2.233,-0.010,0.005,-0.019,6.679,113.328,-31.766
20:16:23:826,2.255,-0.020,0.008,-0.022,6.721,113.304,-31.802
20:16:23:852,2.281,-0.009,-0.013,-0.007,6.712,113.263,-31.814
20:16:23:909,2.338,-0.006,0.022,-0.008,6.686,113.211,-31.836
20:16:23:931,2.360,-0.006,-0.011,-0.017,6.659,113.164,-31.880
20:16:23:987,2.415,0.008,-0.006,-0.004,6.639,113.136,-31.885
20:16:23:988,2.416,0.001,0.014,-0.004,6.629,113.109,-31.910
20:16:24:196,2.625,-0.009,0.018,-0.010,6.576,113.089,-32.024
20:16:24:197,2.626,-0.009,-0.005,-0.015,6.578,113.084,-32.056
20:16:24:308,2.736,-0.014,0.004,-0.018,6.571,113.082,-32.070
20:16:24:308,2.736,-0.010,-0.009,-0.020,6.566,113.070,-32.094
20:16:24:308,2.737,0.000,0.009,0.001,6.566,113.067,-32.071
20:16:24:309,2.738,-0.009,0.002,-0.014,6.567,113.063,-32.088
20:16:24:515,2.944,-0.014,0.006,-0.015,6.644,113.129,-32.207
20:16:24:516,2.945,-0.013,0.008,-0.021,6.680,113.149,-32.226
20:16:24:594,3.022,-0.008,-0.001,-0.017,6.685,113.143,-32.292
20:16:24:595,3.023,-0.017,0.011,-0.018,6.687,113.141,-32.348
20:16:24:614,3.042,-0.013,0.006,-0.017,6.656,113.104,-32.428
20:16:24:698,3.127,-0.006,-0.009,-0.015,6.657,113.094,-32.438
20:16:24:699,3.128,-0.013,-0.002,-0.021,6.674,113.076,-32.472
20:16:24:699,3.128,-0.013,0.018,-0.015,6.691,113.054,-32.522
20:16:24:719,3.148,-0.011,0.007,-0.014,6.707,112.995,-32.609
20:16:24:774,3.202,-0.006,-0.001,-0.011,6.707,112.955,-32.663
20:16:24:966,3.394,-0.015,0.030,-0.024,6.733,112.941,-32.700
20:16:24:966,3.394,-0.012,-0.006,-0.024,6.739,112.896,-32.718
20:16:24:967,3.395,-0.005,0.005,-0.016,6.704,112.852,-32.758
20:16:24:968,3.396,-0.005,0.015,-0.007,6.714,112.800,-32.764
