now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2022:01:04:21:18:55,down_90_60_,0.6957733631134033,0.4403431,0.6659364,0.6913194,0.48335057,0.6450953,0.86559117,0.48337492,0.63459086,0.7771666,0.5345174,0.665883,0.2578155,0.5699104,0.6871003,0.31327853,0.48344198,0.6554227,0.88388413,0.5345222,0.6869382,0.8427016,0.5776158,0.6922893,0.8702839,0.55034316,0.76545864,0.7990253,0.5542755,0.74978065,0.7137399,0.48727798,0.8073681,0.65410006,0.5110424,0.9014988,0.5093133,0.55019826,0.7707286,0.89275885,0.48329198,0.81766826,0.9116868,0.5187628,0.9224169,0.8644766,0.4285811,0.65554273,0.070341915,0.4325816,0.6503989,0.7740366,0.0,0.0,0.0,0.44807646,0.63960296,0.8223182,0.48337132,0.93293095,0.8095215,0.48750746,0.9432278,0.88106513,0.5345047,0.9379401,0.8267881,0.47964445,0.9120415,0.23299894,0.48735783,0.9068369,0.17650647,0.52274936,0.90676546,0.18808298,-1.00,111.88614241749478,-1,-1,-1,-1,58.88357833829287,-1,-1,-1,-1
2022:01:04:21:18:55,down_90_60_,0.8096022605895996,0.44036534,0.665991,0.70289254,0.483357,0.6451356,0.8664533,0.48342982,0.6345776,0.78664327,0.53840107,0.665919,0.28128368,0.5737147,0.6919329,0.3336256,0.48341927,0.65552074,0.8778499,0.53450584,0.6869892,0.839574,0.57760054,0.69231325,0.8561624,0.5503959,0.7654471,0.7972102,0.55807483,0.74969774,0.7094496,0.4872733,0.8072818,0.63265175,0.51470053,0.9014428,0.49152127,0.55022,0.77073896,0.893299,0.47967294,0.81768763,0.90834963,0.5187548,0.91736543,0.8639675,0.42850184,0.6556227,0.07039106,0.43258977,0.6504437,0.78205836,0.0,0.0,0.0,0.44807637,0.6396678,0.8360781,0.48338696,0.9328993,0.79830223,0.48751825,0.9432137,0.8726546,0.5345147,0.9379069,0.8200081,0.4833861,0.9120543,0.21862595,0.4874017,0.90684354,0.16413343,0.52276593,0.9067175,0.18339537,-1.00,111.68189403069509,-1,-1,-1,-1,57.96849132420701,-1,-1,-1,-1
2022:01:04:21:18:55,down_90_60_,0.8718798160552979,0.42854345,0.67127585,0.7004252,0.47561842,0.6501598,0.82905465,0.47568566,0.63975865,0.7585233,0.5228277,0.660793,0.2621005,0.55814713,0.6870117,0.22252737,0.47566575,0.66083217,0.8234077,0.5189406,0.68699235,0.9005269,0.5698423,0.691964,0.85834795,0.55020726,0.76543796,0.7950566,0.5541395,0.74971396,0.71980333,0.48729232,0.81234515,0.650981,0.51488054,0.90148765,0.49144846,0.5500853,0.77071565,0.8894117,0.47957075,0.8177395,0.8997341,0.5187108,0.9224107,0.86936283,0.0,0.0,0.0,0.4248022,0.6556274,0.7940025,0.0,0.0,0.0,0.44028842,0.6449105,0.8665549,0.48336127,0.9330148,0.7876557,0.48750436,0.94330955,0.8631073,0.5344797,0.9330277,0.82045126,0.48341265,0.9120005,0.2034971,0.4874822,0.91197044,0.14768097,0.52670753,0.9067267,0.18717965,-1.00,108.54633709599479,-1,-1,-1,-1,60.55626799489601,-1,-1,-1,-1
2022:01:04:21:18:55,down_90_60_,0.9357085227966309,0.42854306,0.6712907,0.71042365,0.4756064,0.6501924,0.82250863,0.4756545,0.63981366,0.75689983,0.52273273,0.6608681,0.26011875,0.5580436,0.68698156,0.21540204,0.47569063,0.66085106,0.8267563,0.5189174,0.6869749,0.91002727,0.56983167,0.69191587,0.86197954,0.55019194,0.76546,0.7988109,0.5541002,0.74977213,0.7264993,0.4872898,0.81239724,0.6937432,0.5149053,0.90155107,0.54013973,0.55008686,0.770721,0.8866415,0.47956195,0.81773484,0.89824617,0.51871765,0.92241746,0.8673275,0.4245456,0.6554328,0.05031445,0.42480502,0.6556268,0.8019072,0.0,0.0,0.0,0.4402996,0.6448956,0.8653654,0.4833724,0.9330609,0.798348,0.48751608,0.9433242,0.8707679,0.53449696,0.93304837,0.8270364,0.4833865,0.91203696,0.2232635,0.4874322,0.90686905,0.1655387,0.5306095,0.9067327,0.20546457,-1.00,108.71466126825918,-1,-1,-1,-1,60.47432632920495,-1,-1,-1,-1
2022:01:04:21:18:55,down_90_60_,1.0005264282226562,0.42859808,0.6763872,0.74007875,0.4756332,0.6501356,0.83078027,0.47570264,0.6398021,0.75963306,0.52664495,0.6607066,0.2597339,0.55811805,0.68693995,0.22329372,0.47572157,0.6607572,0.8323374,0.51896334,0.6869336,0.88981694,0.56975675,0.691922,0.84499365,0.5501906,0.7654604,0.79945487,0.5503933,0.7548584,0.7337746,0.48367998,0.81234163,0.7311394,0.51489484,0.90163153,0.5760627,0.5501277,0.7706955,0.88881665,0.47959056,0.81767714,0.9013719,0.5187227,0.9224258,0.8658563,0.4245337,0.66072977,0.063922875,0.42482236,0.6556809,0.8125384,0.0,0.0,0.0,0.44026968,0.6448544,0.85984313,0.4833665,0.93792903,0.79882765,0.48750356,0.94332945,0.87209696,0.5344835,0.9379096,0.8299106,0.48335955,0.91722226,0.2439543,0.48738977,0.9120294,0.18468568,0.53063893,0.9068397,0.21646126,-1.00,108.8127039536142,-1,-1,-1,-1,60.617422852412965,-1,-1,-1,-1
2022:01:04:21:18:55,down_90_60_,1.0613312721252441,0.428686,0.6765217,0.72976446,0.4756144,0.6501575,0.8255168,0.47570023,0.63980746,0.7603807,0.5228237,0.6608025,0.2615619,0.55810446,0.68691546,0.22812346,0.47942403,0.6608037,0.82872915,0.51896566,0.686978,0.885456,0.56976616,0.6919144,0.8463835,0.55019766,0.7654611,0.7992021,0.5503955,0.7548545,0.73482436,0.48366874,0.81233335,0.73512757,0.514867,0.90161943,0.5819562,0.5501318,0.77069384,0.8883836,0.47957757,0.8176699,0.89922607,0.5187063,0.91736704,0.8636164,0.42466703,0.6660009,0.0812966,0.42851332,0.66075635,0.78972024,0.0,0.0,0.0,0.44028315,0.64493644,0.8564369,0.4833784,0.9330251,0.7896126,0.48751435,0.9432677,0.86482704,0.5344713,0.9330585,0.823899,0.4796448,0.91207594,0.24424993,0.48739696,0.9119578,0.18478496,0.5306035,0.90682256,0.21939845,-1.00,128.6912111914159,-1,-1,-1,-1,60.71983781506386,-1,-1,-1,-1
2022:01:04:21:18:55,down_90_60_,1.1371288299560547,0.43243736,0.6815259,0.69595575,0.47560456,0.65013283,0.8336367,0.4757161,0.63974893,0.7638413,0.5227908,0.66067445,0.30782622,0.55425113,0.68677586,0.27513394,0.47567835,0.66083056,0.82022053,0.5188664,0.6869527,0.88545835,0.56591415,0.68712676,0.83783233,0.55019146,0.76539713,0.7991735,0.5541083,0.7496841,0.730477,0.4836803,0.80733657,0.6930536,0.5147581,0.9014985,0.5396857,0.5500474,0.77068454,0.8897476,0.47960085,0.8176627,0.9000285,0.5186846,0.9172967,0.8664727,0.42466748,0.6660265,0.06456393,0.42852175,0.6658839,0.75163424,0.0,0.0,0.0,0.43638724,0.64504117,0.8606451,0.48338428,0.93297195,0.7924423,0.48751032,0.943224,0.87361723,0.5306926,0.9330107,0.8204851,0.47955886,0.9069173,0.22354119,0.48736042,0.9068046,0.16845739,0.5266537,0.9067503,0.19925216,-1.00,106.64220009310127,-1,-1,-1,-1,59.70222008620085,-1,-1,-1,-1
2022:01:04:21:18:55,down_90_60_,1.200969934463501,0.43242615,0.68154263,0.6933337,0.4756136,0.65014637,0.83610004,0.47569865,0.6397601,0.7660033,0.51897496,0.66080004,0.29770827,0.5542439,0.68679476,0.26425833,0.4756771,0.66087526,0.81810343,0.51887363,0.6869748,0.88662845,0.56593996,0.687124,0.83932245,0.55020416,0.7654148,0.7989011,0.55411255,0.7497079,0.72875357,0.48369658,0.80738854,0.70452607,0.5147742,0.901533,0.55393505,0.5500722,0.77070093,0.8897915,0.4796072,0.81766534,0.8997487,0.5186951,0.9173121,0.86490273,0.42465466,0.66606355,0.059583556,0.42850113,0.6659259,0.7483584,0.0,0.0,0.0,0.43637285,0.6450574,0.85998654,0.48337713,0.93297374,0.795633,0.48750684,0.9432198,0.8748418,0.53446037,0.9330313,0.82069266,0.4795938,0.9119473,0.23235685,0.48734465,0.90679103,0.17590329,0.52668494,0.9067648,0.20416175,-1.00,106.55376751185806,-1,-1,-1,-1,59.55507253903735,-1,-1,-1,-1
2022:01:04:21:18:55,down_90_60_,1.2648205757141113,0.43244472,0.68157214,0.7091913,0.4756214,0.6501361,0.8354924,0.4757207,0.6397601,0.76521945,0.5227249,0.660719,0.2914273,0.554244,0.68678164,0.25949892,0.47568282,0.6608549,0.8198838,0.5188496,0.68692553,0.8877243,0.56589985,0.6871104,0.84245473,0.5501822,0.7654329,0.8013544,0.55409986,0.74972755,0.7275424,0.48367977,0.80741805,0.70961195,0.5147867,0.9015249,0.55127424,0.5464888,0.7707128,0.88788605,0.47958088,0.8177116,0.89533275,0.51870215,0.91734105,0.86684316,0.42467365,0.6711934,0.06730331,0.42851824,0.66593313,0.75803334,0.0,0.0,0.0,0.43636873,0.64502865,0.8582486,0.48338032,0.9330075,0.7971978,0.48751324,0.94326127,0.87538624,0.5344753,0.9330423,0.82275695,0.47959736,0.9119723,0.23158789,0.48735163,0.906825,0.1737672,0.5266943,0.9067576,0.20365772,-1.00,106.55472057098606,-1,-1,-1,-1,59.63416173568947,-1,-1,-1,-1
2022:01:04:21:18:55,down_90_60_,1.3270268440246582,0.4324455,0.6815727,0.71152884,0.47563723,0.65017366,0.8382831,0.47572836,0.63979965,0.77352697,0.51897985,0.66078323,0.29100788,0.55802184,0.6868544,0.26249653,0.47572616,0.66588235,0.8200965,0.5189239,0.68704396,0.8792355,0.5659111,0.6919183,0.8373828,0.55016667,0.76544434,0.8032034,0.5504197,0.7497893,0.7322181,0.48362547,0.812298,0.7262952,0.514788,0.9015537,0.56758016,0.5500595,0.7707057,0.89075625,0.47953826,0.81771404,0.8912006,0.5186944,0.9173725,0.8642782,0.42470443,0.671173,0.073180914,0.4285338,0.6659355,0.7595517,0.0,0.0,0.0,0.4364036,0.64503324,0.8574574,0.48336533,0.9330485,0.79667753,0.48750088,0.94328433,0.8744378,0.5344662,0.9330672,0.8226271,0.47954553,0.91201437,0.23905805,0.48361278,0.9067938,0.18045893,0.52670413,0.90678406,0.20980236,-1.00,106.42753503023867,-1,-1,-1,-1,60.74274619806286,-1,-1,-1,-1
