Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
11:19:42:383,0.000,-0.012,-0.026,0.004,-19.567,142.110,-19.816
11:19:42:383,0.000,-0.005,-0.014,-0.006,-19.536,142.161,-19.911
11:19:42:441,0.058,-0.015,-0.019,-0.001,-19.553,142.255,-19.951
11:19:42:442,0.059,-0.003,-0.016,0.009,-19.559,142.312,-19.919
11:19:42:576,0.193,0.007,-0.023,0.021,-19.603,142.709,-20.182
11:19:42:717,0.333,-0.002,0.006,-0.003,-19.592,142.760,-20.251
11:19:42:718,0.334,0.001,-0.012,0.013,-19.652,142.806,-20.254
11:19:42:719,0.335,0.005,-0.002,0.012,-19.728,142.863,-20.221
11:19:42:719,0.335,0.000,0.005,0.003,-19.722,142.884,-20.217
11:19:42:72,0.336,0.006,-0.005,0.013,-19.717,142.884,-20.157
11:19:42:721,0.337,0.000,-0.007,0.008,-19.711,142.898,-20.152
11:19:42:779,0.395,0.011,-0.025,0.027,-19.747,142.931,-20.076
11:19:42:84,0.457,-0.005,0.009,-0.005,-19.717,142.910,-20.063
11:19:42:841,0.458,0.008,-0.014,0.005,-19.683,142.881,-20.102
11:19:42:905,0.522,-0.009,-0.011,-0.002,-19.708,142.811,-20.044
11:19:42:913,0.530,-0.005,-0.014,0.000,-19.713,142.782,-20.039
11:19:42:938,0.555,-0.014,-0.009,-0.002,-19.724,142.761,-20.035
11:19:42:95,0.567,-0.010,-0.025,0.001,-19.754,142.710,-20.000
11:19:42:975,0.591,-0.021,0.006,-0.018,-19.781,142.667,-19.983
11:19:43:001,0.617,-0.017,0.001,-0.014,-19.833,142.653,-19.996
11:19:43:242,0.859,-0.004,0.020,-0.007,-19.969,142.791,-20.008
11:19:43:305,0.921,0.003,0.010,0.006,-20.020,142.877,-19.989
11:19:43:379,0.995,-0.010,0.002,-0.007,-19.912,142.948,-20.030
11:19:43:379,0.995,-0.005,-0.005,-0.002,-19.906,142.951,-19.994
