Time,Second,AccelerationX,AccelerationY,AccelerationZ,EulerAnglesX,EulerAnglesY,EulerAnglesZ
22:11:28:842,0.000,-0.020,0.000,-0.026,-23.187,-32.434,6.430
22:11:28:842,0.000,0.006,-0.005,-0.012,-23.228,-32.490,6.442
22:11:28:843,0.001,-0.021,0.003,-0.013,-23.247,-32.514,6.479
22:11:29:05,0.208,0.003,-0.011,-0.011,-23.219,-32.722,6.554
22:11:29:075,0.233,-0.014,-0.013,-0.022,-23.236,-32.608,6.626
22:11:29:075,0.233,-0.005,-0.016,-0.014,-23.250,-32.565,6.655
22:11:29:183,0.342,-0.027,-0.003,-0.030,-23.286,-32.321,6.644
22:11:29:184,0.343,-0.021,-0.010,-0.025,-23.317,-32.272,6.639
22:11:29:185,0.344,0.003,0.001,0.003,-23.330,-32.174,6.542
22:11:29:208,0.366,0.005,0.012,-0.006,-23.387,-32.317,6.581
22:11:29:229,0.387,-0.011,0.018,-0.008,-23.389,-32.284,6.495
22:11:29:31,0.469,-0.022,0.010,-0.012,-23.358,-32.010,6.439
22:11:29:342,0.501,0.006,0.008,-0.010,-23.329,-32.026,6.424
22:11:29:342,0.501,-0.005,-0.005,-0.023,-23.296,-31.766,6.472
22:11:29:342,0.501,-0.036,-0.005,-0.026,-23.271,-31.771,6.504
22:11:29:362,0.520,0.001,-0.018,-0.005,-23.234,-31.808,6.421
22:11:29:387,0.545,-0.023,-0.010,-0.015,-23.212,-31.871,6.488
22:11:29:414,0.572,0.001,-0.023,-0.017,-23.178,-32.049,6.563
22:11:29:498,0.656,-0.002,-0.008,-0.002,-23.151,-32.097,6.526
22:11:29:498,0.657,-0.008,-0.015,-0.016,-23.152,-32.101,6.513
22:11:29:499,0.657,0.000,0.000,0.002,-23.168,-31.992,6.464
22:11:29:546,0.704,-0.029,0.015,-0.021,-23.150,-32.278,6.564
22:11:29:658,0.816,-0.007,0.004,-0.013,-23.101,-32.292,6.545
22:11:29:659,0.817,-0.005,0.004,-0.018,-23.072,-32.045,6.618
22:11:29:659,0.818,-0.010,-0.006,-0.018,-23.033,-32.102,6.702
22:11:29:66,0.819,0.010,-0.008,-0.003,-23.005,-32.116,6.679
22:11:29:678,0.837,-0.014,-0.012,-0.016,-22.978,-32.152,6.726
22:11:29:702,0.860,0.001,-0.010,-0.004,-22.951,-32.217,6.771
22:11:29:807,0.966,0.001,-0.015,-0.017,-22.938,-32.253,6.812
22:11:29:868,1.027,0.001,-0.014,-0.007,-22.940,-32.103,6.853
22:11:29:868,1.027,0.004,-0.013,-0.012,-22.945,-32.107,6.869
22:11:29:87,1.028,0.007,-0.010,-0.009,-22.959,-32.114,6.865
22:11:29:871,1.029,-0.021,-0.001,-0.012,-22.978,-32.117,6.904
22:11:29:977,1.136,-0.003,0.004,-0.010,-23.008,-32.124,6.889
22:11:29:977,1.136,0.000,0.004,-0.019,-23.018,-32.100,6.871
