now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2022:01:04:19:53:10,down_150_60_,0.6921515464782715,0.49922448,0.47234553,0.79083323,0.5306587,0.52486753,0.7579458,0.51872325,0.5246129,0.80816287,0.54620576,0.6032502,0.067054965,0.0,0.0,0.0,0.5462774,0.529843,0.8813898,0.57367337,0.60824674,0.837193,0.51878417,0.6240022,0.7379794,0.5187471,0.6816189,0.78100324,0.5148277,0.6764953,0.70107794,0.5109804,0.78131884,0.59262425,0.53455484,0.89107394,0.45901114,0.5227032,0.68671495,0.8641111,0.5110623,0.78634036,0.8429029,0.54613066,0.9014222,0.87860584,0.5031674,0.46174422,0.097955815,0.5109923,0.46174222,0.7880224,0.0,0.0,0.0,0.5228666,0.47738984,0.8147901,0.49538004,0.911966,0.726859,0.51476604,0.92782134,0.7817006,0.55410284,0.90701133,0.80445236,0.49142852,0.8963512,0.27607322,0.49926466,0.89613694,0.21425891,0.5464089,0.89627975,0.2045123,-1.00,91.39253722447431,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:04:19:53:11,down_150_60_,0.7958741188049316,0.49921414,0.47717434,0.78328776,0.53066754,0.5248376,0.7642618,0.5187554,0.52456194,0.81318146,0.5423119,0.60325265,0.070418596,0.0,0.0,0.0,0.5462573,0.5298258,0.8908325,0.569824,0.6082973,0.8300803,0.5150036,0.6293668,0.7603779,0.5187345,0.68158257,0.7828807,0.51481843,0.6764526,0.7026014,0.510991,0.78131247,0.5979991,0.53456235,0.8911038,0.4629947,0.52268463,0.68668705,0.86882687,0.5146784,0.7863333,0.8419807,0.5461144,0.90143996,0.8757956,0.5069683,0.46173292,0.084610455,0.51095474,0.46177736,0.78648746,0.0,0.0,0.0,0.5227757,0.47734317,0.82562864,0.49534288,0.91199905,0.731027,0.51474,0.9278449,0.78245306,0.554085,0.911951,0.8062211,0.49143043,0.8963914,0.27807948,0.4992771,0.89618367,0.21760294,0.5464091,0.8963055,0.20734143,-1.00,90.31174536209106,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:04:19:53:11,down_150_60_,0.856712818145752,0.507104,0.47210214,0.7548986,0.54233104,0.52466244,0.82830966,0.5190246,0.5244329,0.8271604,0.0,0.0,0.0,0.0,0.0,0.0,0.5502051,0.5248283,0.91674924,0.57769895,0.60319215,0.88414836,0.54239696,0.6292689,0.67368734,0.5190361,0.6763628,0.7697362,0.5150863,0.6711334,0.7453654,0.5148583,0.77618563,0.69281113,0.53838193,0.89110875,0.5553788,0.53054345,0.68161875,0.81247866,0.514872,0.7810944,0.8975184,0.5461186,0.9013759,0.88012326,0.5108927,0.45131466,0.082233675,0.5148628,0.45135105,0.7944449,0.0,0.0,0.0,0.53058285,0.47224233,0.762425,0.495228,0.906752,0.77864224,0.511013,0.92244744,0.7786806,0.5504009,0.9119911,0.8163099,0.49136993,0.8963021,0.33645338,0.49923968,0.8911651,0.27294922,0.54646003,0.8963968,0.24499545,-1.00,86.93127460173936,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:04:19:53:11,down_150_60_,0.9165797233581543,0.5108444,0.47211146,0.73711836,0.54238844,0.52464694,0.83392346,0.5190649,0.5244114,0.82507855,0.0,0.0,0.0,0.0,0.0,0.0,0.5502399,0.5248165,0.91352636,0.57768077,0.60320777,0.8832985,0.54230535,0.62927294,0.67481667,0.51904964,0.67638266,0.76671994,0.5186593,0.671152,0.7440438,0.51485425,0.7810434,0.68905205,0.5383625,0.89114803,0.5590116,0.53056085,0.68164873,0.81352115,0.51486987,0.781129,0.89685446,0.5461213,0.90141696,0.88347435,0.51092994,0.45132005,0.08077645,0.5148947,0.45135918,0.7772788,0.0,0.0,0.0,0.53065,0.4722268,0.7512381,0.4952203,0.90679544,0.7805327,0.5109972,0.9224982,0.7806858,0.5503971,0.91205287,0.8220027,0.4913554,0.8963235,0.34749857,0.4992254,0.89118516,0.28069875,0.54644185,0.89643073,0.24701785,-1.00,86.89339543438817,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:04:19:53:11,down_150_60_,0.9883599281311035,0.5108547,0.4720523,0.7025569,0.54244715,0.5246314,0.83626527,0.5227112,0.52441055,0.82057106,0.0,0.0,0.0,0.0,0.0,0.0,0.55026746,0.5247837,0.91289455,0.5776576,0.60321844,0.8786172,0.53839254,0.61892587,0.67953235,0.51904887,0.67638487,0.7585523,0.51865715,0.6711468,0.7323961,0.5148414,0.7762023,0.663513,0.53459847,0.8911466,0.5298569,0.5305575,0.68164796,0.81174064,0.5148729,0.7811076,0.89600194,0.54611737,0.9014031,0.8819355,0.51096606,0.45128635,0.07043377,0.5148882,0.4512731,0.7547284,0.0,0.0,0.0,0.53059137,0.4721028,0.7302353,0.4952329,0.90677935,0.7766253,0.5109949,0.9224873,0.7777411,0.5503966,0.91201645,0.81569004,0.49136367,0.89631414,0.32802734,0.49921787,0.8911764,0.26318476,0.54640895,0.8963974,0.23145708,-1.00,83.92640625777223,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:04:19:53:11,down_150_60_,1.0501956939697266,0.5108763,0.47216454,0.7751374,0.5460678,0.524679,0.84764963,0.5190694,0.524508,0.83448476,0.0,0.0,0.0,0.0,0.0,0.0,0.5503873,0.5248107,0.8961141,0.57775503,0.6032898,0.89679927,0.5384672,0.6136979,0.7242123,0.519045,0.67639977,0.78794503,0.5150381,0.6711324,0.7690677,0.5148505,0.7762154,0.7077643,0.53839797,0.8911988,0.5802657,0.5306387,0.6816317,0.811233,0.51485497,0.78108084,0.8982399,0.5461235,0.9014014,0.8793366,0.5108908,0.45645654,0.08299212,0.5149113,0.45647034,0.7955167,0.0,0.0,0.0,0.5306888,0.47230104,0.7673811,0.49523586,0.90683043,0.7721871,0.5110395,0.92252046,0.7776749,0.55040485,0.9120333,0.8147788,0.49137378,0.8964195,0.343067,0.49923635,0.8961524,0.28143567,0.5501071,0.89647007,0.2575143,-1.00,84.10792470630959,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:04:19:53:11,down_150_60_,1.1269891262054443,0.5108942,0.47210148,0.78819454,0.5460794,0.5246918,0.8487191,0.5190834,0.5245287,0.8322915,0.0,0.0,0.0,0.0,0.0,0.0,0.5503985,0.5248129,0.8931054,0.57773656,0.6032976,0.8877654,0.5384652,0.61881155,0.7015484,0.51906514,0.6764601,0.7841973,0.5150491,0.67119807,0.7653717,0.5148505,0.7810558,0.71033096,0.53838116,0.8911918,0.5842229,0.5306836,0.6816912,0.8110982,0.5148731,0.7811064,0.89344144,0.5461257,0.90139884,0.87799317,0.5109708,0.45140067,0.08385611,0.51493824,0.4513868,0.8147612,0.0,0.0,0.0,0.53449327,0.4722453,0.77285784,0.49523538,0.90683156,0.76807857,0.51105136,0.9225194,0.7755611,0.5504122,0.9120275,0.8125471,0.49136615,0.8963999,0.3462364,0.4992187,0.8961256,0.28551766,0.5501123,0.89646745,0.25945124,-1.00,84.37035636951492,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:04:19:53:11,down_150_60_,1.1898488998413086,0.51101106,0.4721531,0.75899225,0.54607606,0.5246698,0.85208684,0.51905996,0.5244621,0.8333627,0.0,0.0,0.0,0.0,0.0,0.0,0.55039454,0.52484643,0.88548774,0.57778674,0.603343,0.8914936,0.5384562,0.61372596,0.7196061,0.51906973,0.67639256,0.7842227,0.51505506,0.6711261,0.76540744,0.51483047,0.7762012,0.7058882,0.5383655,0.89115834,0.57813597,0.5306777,0.6816348,0.81044084,0.5148529,0.7810576,0.89563596,0.54613346,0.901394,0.8781132,0.514689,0.45645902,0.08119242,0.5150483,0.4565014,0.77966976,0.0,0.0,0.0,0.53838664,0.47232714,0.780257,0.49526146,0.90680856,0.77286863,0.5110642,0.92249125,0.7790854,0.5504196,0.91201353,0.81119233,0.49137217,0.8963465,0.35182244,0.49923816,0.89607656,0.28838858,0.5500912,0.89643383,0.25647408,-1.00,84.69166246929012,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:04:19:53:11,down_150_60_,1.250195026397705,0.51102674,0.47221923,0.7538991,0.5460945,0.5246754,0.85425675,0.52268577,0.5244499,0.82827187,0.0,0.0,0.0,0.0,0.0,0.0,0.55041295,0.5248776,0.87926936,0.5777946,0.60334855,0.89292765,0.53847975,0.613635,0.72896904,0.5190702,0.6763445,0.77974653,0.515071,0.66605675,0.7634136,0.51483357,0.7761833,0.70168334,0.5383854,0.89113283,0.569876,0.53064746,0.6815986,0.80853814,0.51484835,0.7810558,0.8955838,0.546131,0.90139294,0.88021886,0.51468396,0.45656636,0.08111519,0.51505214,0.45660475,0.7697638,0.0,0.0,0.0,0.5383846,0.47718564,0.78049934,0.49523774,0.90680015,0.7774231,0.51103896,0.92248875,0.78112864,0.55041957,0.9120093,0.81236434,0.49138048,0.8963308,0.34546855,0.49924865,0.89119065,0.28330135,0.5500917,0.89641607,0.25038785,-1.00,85.02311626822775,-1,-1,-1,-1,-1,-1,-1,-1,-1
2022:01:04:19:53:11,down_150_60_,1.324995994567871,0.5146877,0.47220963,0.7612338,0.546138,0.52465683,0.85082823,0.5227848,0.524428,0.812239,0.0,0.0,0.0,0.0,0.0,0.0,0.5504005,0.52483153,0.894123,0.57778925,0.60814965,0.904381,0.5345231,0.6188055,0.7383351,0.51906204,0.6763453,0.7706119,0.5150449,0.66603947,0.7517318,0.51479065,0.77612615,0.6861565,0.5384001,0.8911507,0.5682891,0.53065455,0.68162316,0.8062784,0.51483786,0.77619255,0.8962598,0.54613566,0.90140826,0.88264763,0.51474047,0.45654696,0.0839126,0.5150926,0.45652452,0.7771217,0.0,0.0,0.0,0.5383793,0.4722986,0.7822051,0.4952608,0.9068468,0.7656697,0.51470196,0.92252505,0.7781089,0.5504506,0.91202086,0.8041968,0.49135578,0.89634764,0.3387181,0.49920797,0.8960802,0.27611724,0.5501341,0.896428,0.24451801,-1.00,82.75714879821527,-1,-1,-1,-1,-1,-1,-1,-1,-1
