now_time,trils,duration,0_Nose,,,1_Neck,,,2_RShoulder,,,3_RElbow,,,4_RWrist,,,5_LShoulder,,,6_LElbow,,,7_LWrist,,,8_MidHip,9_RHip,,,10_RKnee,,,11_RAnkle,,,12_LHip,,,13_LKnee,,,14_LAnkle,,,15_REye,,,16_LEye,,,17_REar,18_LEar,,,19_LBigToe,,,20_LSmallToe,,,21_LHeel,,,22_RBigToe,,,23_RSmallToe,,,24_RHeel,,,25_Background,,,26_A_Lneck,27_A_Lshoulder,28_A_Lelbow,29_A_Lhip,30_A_Lknee,31_A_Rneck,32_A_Rshoulder,33_A_Relbow,34_A_Rhip,35_A_Rknee,36_A_middle_left_neck
2022:01:04:19:49:33,down_150_30_,0.6983301639556885,0.47951552,0.46178016,0.72798175,0.51468194,0.5195233,0.81975615,0.49530932,0.5194147,0.7663976,0.48765063,0.59793514,0.111004636,0.48333502,0.6449102,0.13171516,0.5188339,0.5243663,0.94281423,0.5186831,0.6082533,0.9052776,0.4914107,0.6764614,0.8242113,0.50711864,0.6660324,0.6532825,0.49535462,0.6607889,0.60976213,0.50313306,0.77090394,0.5463129,0.5147436,0.8857929,0.47627842,0.51486504,0.6763883,0.82704717,0.50708497,0.77592635,0.7911839,0.5147377,0.89628595,0.88114166,0.47962648,0.4411055,0.073550925,0.48360217,0.44605428,0.7868152,0.0,0.0,0.0,0.5032028,0.45661417,0.7316266,0.46781838,0.90164566,0.75197554,0.4833963,0.9120072,0.7853661,0.5189225,0.906728,0.8367387,0.47571564,0.896276,0.19474983,0.4835768,0.89108473,0.15976608,0.5188735,0.896175,0.23933303,-1.00,129.1724678542312,-1,-1,-1,-1,95.1292582994134,-1,-1,-1,-1
2022:01:04:19:49:33,down_150_30_,0.8018240928649902,0.47952476,0.4618388,0.7392544,0.5146897,0.5195239,0.8206335,0.49533302,0.5194299,0.76655257,0.4913227,0.5980003,0.104297586,0.48333114,0.6450829,0.12602982,0.5188359,0.5243578,0.9446595,0.5186774,0.60827005,0.9096239,0.4914073,0.6764378,0.8271802,0.50709295,0.6660471,0.6449994,0.49531356,0.66081023,0.6050996,0.5031721,0.77571,0.5299527,0.5147319,0.8858389,0.45721614,0.5148671,0.6764086,0.8222421,0.5070964,0.7759841,0.78395694,0.5147425,0.8962833,0.8780616,0.47960508,0.44117647,0.083835594,0.48360932,0.44609416,0.7926683,0.0,0.0,0.0,0.50698936,0.4565977,0.7303528,0.4678103,0.9016253,0.7435945,0.4833933,0.9119963,0.77844846,0.51892346,0.90671456,0.83458185,0.4794252,0.89631045,0.19043921,0.48355928,0.8911183,0.15381043,0.51886,0.89618635,0.23250952,-1.00,129.15517904069688,-1,-1,-1,-1,95.17788492384034,-1,-1,-1,-1
2022:01:04:19:49:33,down_150_30_,0.8636312484741211,0.48347995,0.46688816,0.7442436,0.5149393,0.51951486,0.84055495,0.5070882,0.51943487,0.7684818,0.49535787,0.6030991,0.12120801,0.48725617,0.6450512,0.16980296,0.51894665,0.5196173,0.93579507,0.5187973,0.6082809,0.9106687,0.49146578,0.67651445,0.8483194,0.5148229,0.67640936,0.71259665,0.51102084,0.6712412,0.64484185,0.5149959,0.7758455,0.7266256,0.51879394,0.87546134,0.6140959,0.5150175,0.681526,0.8592295,0.5148271,0.78109944,0.83562124,0.51482344,0.8962335,0.88801455,0.48736423,0.4410836,0.06290558,0.48746306,0.44611612,0.7788127,0.0,0.0,0.0,0.51095337,0.4565741,0.7594634,0.4756124,0.90167856,0.79823655,0.4836124,0.91199476,0.83521354,0.5189808,0.90181696,0.86115056,0.48342404,0.8961838,0.22611728,0.48756763,0.88593316,0.18399346,0.53448635,0.891123,0.3687341,-1.00,81.52992556244872,-1,-1,-1,-1,98.38794934675492,-1,-1,-1,-1
2022:01:04:19:49:33,down_150_30_,0.9294555187225342,0.48351106,0.4668798,0.7523679,0.5149638,0.51948905,0.8430358,0.5108382,0.519406,0.7709716,0.49918014,0.60307556,0.121657304,0.48728406,0.6450379,0.16932568,0.5189549,0.51960343,0.93269044,0.51881784,0.6082709,0.90900505,0.49148807,0.676523,0.8468908,0.51484364,0.67643243,0.7157361,0.5110571,0.67126703,0.6472583,0.51500165,0.7758776,0.7372235,0.51879483,0.8754616,0.6274919,0.5150208,0.68153894,0.85929054,0.51482934,0.7811285,0.8358425,0.5148218,0.89625746,0.88991684,0.4874235,0.44107267,0.064821646,0.4874889,0.4461063,0.786445,0.0,0.0,0.0,0.51096755,0.45654887,0.7676952,0.47561014,0.9016891,0.79486316,0.4836074,0.9120102,0.8328987,0.5189736,0.9018381,0.8607439,0.48340994,0.8961671,0.23385136,0.4875406,0.8859348,0.19116296,0.5344869,0.8911164,0.37966704,-1.00,81.71327900089754,-1,-1,-1,-1,99.46590431847494,-1,-1,-1,-1
2022:01:04:19:49:33,down_150_30_,0.9933123588562012,0.48350316,0.46691892,0.71161157,0.5150157,0.5194967,0.8304211,0.5109398,0.51940733,0.76014304,0.50311446,0.6031837,0.11740718,0.4872806,0.65011173,0.1704554,0.5189753,0.51958215,0.925718,0.5187957,0.60831267,0.90404826,0.49148417,0.681472,0.8518127,0.51494175,0.68147415,0.7181808,0.514834,0.6763906,0.6497596,0.5150234,0.7759493,0.7431608,0.5187765,0.88051945,0.6393683,0.51506156,0.6816312,0.85862166,0.51478034,0.78119135,0.8278059,0.5147899,0.8962895,0.8882049,0.48738366,0.4411333,0.056252282,0.48748168,0.44613475,0.74677354,0.0,0.0,0.0,0.5109489,0.45658645,0.75136703,0.47557372,0.90167654,0.79790175,0.48356593,0.91198725,0.83555883,0.5189252,0.9066992,0.85476846,0.48341218,0.89615357,0.23132092,0.48757723,0.8858711,0.18916339,0.53446853,0.8911471,0.3894441,-1.00,81.59892869558938,-1,-1,-1,-1,99.00441191239759,-1,-1,-1,-1
2022:01:04:19:49:33,down_150_30_,1.066267728805542,0.48352343,0.46698055,0.70010066,0.5150316,0.5194765,0.8299502,0.5109833,0.5193584,0.7636124,0.5031784,0.6031422,0.11177268,0.487269,0.6501521,0.16533834,0.51895773,0.5195848,0.9235318,0.5188018,0.6083021,0.89506084,0.4915112,0.6814971,0.84693104,0.5149633,0.67644066,0.70335865,0.51487756,0.6762945,0.6335503,0.5149758,0.77584076,0.72508615,0.5187152,0.88058853,0.633657,0.51507497,0.6815593,0.84837365,0.51473975,0.7810579,0.8122296,0.51479656,0.8962399,0.8781686,0.48739877,0.44596013,0.058827486,0.48748893,0.44617933,0.7293298,0.0,0.0,0.0,0.5109431,0.4565711,0.7415475,0.47179154,0.9016655,0.78180605,0.48355737,0.9070163,0.8237442,0.5189433,0.90186423,0.843309,0.48334762,0.8961983,0.22940722,0.4874852,0.8859415,0.1906111,0.5305979,0.8960783,0.3773408,-1.00,81.95905732576328,-1,-1,-1,-1,98.60601089019451,-1,-1,-1,-1
2022:01:04:19:49:33,down_150_30_,1.1281249523162842,0.48355976,0.46699587,0.7145206,0.51505685,0.51942676,0.8070432,0.51105386,0.5192761,0.7474468,0.50317013,0.60301036,0.08708852,0.487397,0.6451514,0.117730096,0.5189435,0.5195788,0.9166161,0.5187776,0.6082539,0.89426297,0.49523988,0.6764405,0.8205444,0.5148945,0.6711876,0.6675053,0.5148118,0.6659688,0.60284066,0.51479095,0.7708805,0.6264471,0.51503384,0.88066924,0.5351145,0.515009,0.676446,0.8245641,0.5146696,0.77599216,0.81138176,0.5147872,0.8962618,0.8714748,0.48742986,0.44606125,0.0673159,0.48752376,0.44621614,0.73949486,0.0,0.0,0.0,0.5110097,0.45655215,0.7433239,0.47175437,0.9016478,0.76459044,0.48351,0.91198736,0.80293167,0.51893365,0.9067202,0.83149695,0.48333305,0.8962468,0.19691011,0.48744112,0.89098185,0.16386619,0.5228895,0.89616615,0.28822875,-1.00,83.64731850122068,-1,-1,-1,-1,98.48824030675696,-1,-1,-1,-1
2022:01:04:19:49:33,down_150_30_,1.1918623447418213,0.48354748,0.47213045,0.724156,0.51503587,0.5195205,0.78824914,0.5109812,0.5193828,0.73209095,0.50315017,0.6030068,0.09084213,0.4873642,0.6448912,0.1276916,0.5189729,0.5243855,0.907034,0.51881576,0.608296,0.8838393,0.4953469,0.6764569,0.7977674,0.51484567,0.6712105,0.6575707,0.51476336,0.6659509,0.5864395,0.51471514,0.77086806,0.53556955,0.5150479,0.8805697,0.44609395,0.514994,0.6765081,0.82928133,0.5110181,0.7759566,0.80018413,0.5148399,0.896195,0.8755474,0.48734385,0.45136696,0.07591937,0.48751515,0.45137802,0.72624564,0.0,0.0,0.0,0.511034,0.4618638,0.73538125,0.47177085,0.9015689,0.75852895,0.48355082,0.9070138,0.7986137,0.519023,0.9018246,0.82918245,0.48346758,0.89621806,0.18752636,0.48750135,0.89097697,0.14276034,0.5229003,0.89118963,0.22979037,-1.00,132.1874659679119,-1,-1,-1,-1,98.71104845217526,-1,-1,-1,-1
2022:01:04:19:49:33,down_150_30_,1.2537212371826172,0.48351678,0.47208497,0.75281477,0.5150188,0.519561,0.79641676,0.51087505,0.5194602,0.7280352,0.49920082,0.60309887,0.10096647,0.48726746,0.64483374,0.14620084,0.51904356,0.524398,0.90496665,0.51887536,0.6083662,0.883369,0.4992033,0.6816027,0.8063229,0.51476455,0.676354,0.6428891,0.5109235,0.67112935,0.5573075,0.51102144,0.77584064,0.4829797,0.5148791,0.8806874,0.40332872,0.5150349,0.68158823,0.8451059,0.5110251,0.7761585,0.7887553,0.5148516,0.8962102,0.8738642,0.48732576,0.4463079,0.08222878,0.4875145,0.45135778,0.7615214,0.0,0.0,0.0,0.51467925,0.4669362,0.7664776,0.47561133,0.9016325,0.7544274,0.48361138,0.91201586,0.7973312,0.5190305,0.9018151,0.8277158,0.48341304,0.8962785,0.18051314,0.4874259,0.8910288,0.13958536,0.5190239,0.89604485,0.20812398,-1.00,133.04415790481352,-1,-1,-1,-1,99.27045164512685,-1,-1,-1,-1
2022:01:04:19:49:33,down_150_30_,1.315565586090088,0.48355246,0.47209,0.7790719,0.5150788,0.5195836,0.8136811,0.5108908,0.5195051,0.74802,0.499211,0.60317147,0.110615164,0.4836912,0.6450909,0.165737,0.5227292,0.5244094,0.90496695,0.51897293,0.6084491,0.8817979,0.4992828,0.68174034,0.82196885,0.5147802,0.68150103,0.66287374,0.51084656,0.67633116,0.5669386,0.5108929,0.77589273,0.50446945,0.51476747,0.8858985,0.45323586,0.5151081,0.6866406,0.8567349,0.5108749,0.77613306,0.7938096,0.5147878,0.89626193,0.8733059,0.48744673,0.44625568,0.06971595,0.487542,0.45134163,0.7776474,0.0,0.0,0.0,0.5147031,0.46691373,0.78327423,0.46787167,0.901596,0.7513298,0.48345694,0.91196036,0.7943288,0.5189838,0.90674025,0.8327556,0.47953224,0.89631844,0.19334152,0.48363325,0.891121,0.15789118,0.51891077,0.89622444,0.22842523,-1.00,113.76720263151266,-1,-1,-1,-1,101.14665911963067,-1,-1,-1,-1
